,index,date,county,state,fips,cases,deaths,new_cases,emp_combined,emp_combined_inclow,revenue_all,spend_all,month,year,median_income,median_age,pop,pop_density,over60,casesper100k,casesper100klog,region,pct_min,new_cases_per100k
359,101373,2020-12-26,Jerome,Idaho,16053.0,2169,16.0,1.0,,,,0.273,12,2020,24582.0,31.7,22374,37.4658,15.692321444533832,9694.288012872083,3.9865159182692422,ID,31.246089210690986,
360,101655,2020-12-26,Kootenai,Idaho,16055.0,11942,108.0,31.0,,,0.057,0.114,12,2020,28786.0,38.9,138494,111.3184,20.80162317501119,8622.756220486086,3.9356461080542156,ID,4.104148916198536,
361,101925,2020-12-26,Latah,Idaho,16057.0,2114,4.0,0.0,,,,-0.0269,12,2020,22682.0,28.3,37244,34.61352,15.04134894211148,5676.082053485125,3.754048664995133,ID,4.34700891418752,
362,102171,2020-12-26,Lemhi,Idaho,16059.0,456,9.0,1.0,,,,0.295,12,2020,22472.0,49.7,7936,1.739059,31.74143145161291,5745.967741935484,3.7593631835183126,ID,2.507560483870968,
363,102445,2020-12-26,Lincoln,Idaho,16063.0,431,8.0,0.0,,,,-0.13,12,2020,25216.0,32.0,5208,4.334923000000002,15.764208909370199,8275.729646697388,3.917806294600596,ID,28.705837173579113,
364,102730,2020-12-26,Madison,Idaho,16065.0,5162,13.0,18.0,,,-0.00506,0.138,12,2020,12911.0,22.6,37536,79.99899,7.709931798806481,13752.131287297529,4.138370009772415,ID,6.40185421994885,
365,103002,2020-12-26,Minidoka,Idaho,16067.0,2013,22.0,4.0,,,,0.144,12,2020,25095.0,35.3,20069,26.490540000000006,20.02092779909313,10030.395136778116,4.001318041927913,ID,32.737057152822764,
366,103279,2020-12-26,Nez Perce,Idaho,16069.0,2944,44.0,0.0,,,-0.349,0.404,12,2020,29099.0,40.8,39265,46.29805,24.14363937348784,7497.771552273017,3.87493220387712,ID,3.1223736151789128,
367,103556,2020-12-26,Payette,Idaho,16075.0,2001,22.0,0.0,,,,-0.0194,12,2020,27032.0,37.2,22623,55.60295,20.89024444149759,8844.98077178093,3.9466968931283293,ID,15.095257039296294,
368,103844,2020-12-26,Teton,Idaho,16081.0,687,2.0,5.0,,,,-0.244,12,2020,33984.0,33.2,10170,22.62738,10.737463126843656,6755.162241887906,3.829635784136806,ID,17.168141592920353,
369,104128,2020-12-26,Twin Falls,Idaho,16083.0,7773,113.0,4.0,,,-0.331,0.0883,12,2020,26170.0,34.4,77230,40.19857,19.066424964392077,10064.741680694031,4.002802632867116,ID,14.129224394665286,
370,104410,2020-12-26,Adams,Illinois,17001.0,6117,77.0,-45.0,,,-0.497,-0.0349,12,2020,30499.0,40.7,67103,78.46449,23.349179619391087,9115.836847830946,3.95979654372194,IL,4.6301953712948745,
371,104676,2020-12-26,Boone,Illinois,17007.0,4924,65.0,32.0,,,,-0.273,12,2020,30257.0,36.8,54165,192.9507,16.793132096372194,9090.741253577035,3.9585992967767707,IL,22.21176036185729,
372,104951,2020-12-26,Bureau,Illinois,17011.0,2711,68.0,5.0,,,,-0.0235,12,2020,29091.0,42.5,34978,40.24942,24.323860712447825,7750.586082680543,3.889334544164408,IL,8.310938304076847,
373,105238,2020-12-26,Clinton,Illinois,17027.0,4328,80.0,6.0,,,,0.0147,12,2020,34187.0,39.3,37762,79.65236999999998,19.5911233515174,11461.25734865738,4.059232264195953,IL,6.345002912981304,
374,105576,2020-12-26,Cook,Illinois,17031.0,383480,8060.0,1267.0,,,-0.372,-0.142,12,2020,32955.0,35.3,5194675,5495.114000000001,16.888236511427568,7382.175015761333,3.868184337185619,IL,48.752405107152995,
375,105857,2020-12-26,DeKalb,Illinois,17037.0,6473,75.0,0.0,,,-0.488,-0.266,12,2020,28262.0,29.3,105160,166.5751,13.931152529478886,6155.382274629136,3.789255029583605,IL,16.526245720806386,
376,106145,2020-12-26,DuPage,Illinois,17043.0,59758,985.0,181.0,,,-0.381,-0.0738,12,2020,41943.0,38.2,916924,2799.777,17.08265897718895,6517.2249826594125,3.8140627136365346,IL,17.869747110992837,
377,106413,2020-12-26,Effingham,Illinois,17049.0,3726,54.0,7.0,,,-0.306,-0.0755,12,2020,30369.0,39.2,34242,71.51965,20.705566263652827,10881.373751533205,4.036683727627622,IL,1.9741837509491271,
378,106674,2020-12-26,Fulton,Illinois,17057.0,2248,27.0,3.0,,,,-0.0369,12,2020,26843.0,41.9,37069,42.82488,24.203512368825702,6064.366451752138,3.7827854365496765,IL,5.840459683293318,
379,106935,2020-12-26,Greene,Illinois,17061.0,1090,41.0,0.0,,,,0.143,12,2020,25938.0,41.6,13886,25.57183,22.792740890105144,7849.63272360651,3.894849337020089,IL,1.6851505113063516,
380,107213,2020-12-26,Grundy,Illinois,17063.0,3737,39.0,10.0,,,-0.524,0.207,12,2020,40057.0,36.1,50063,119.7557,15.96987795377824,7464.594610790404,3.8730062269200696,IL,9.390168387831332,
381,107476,2020-12-26,Hancock,Illinois,17067.0,1262,30.0,6.0,,,,-0.0489,12,2020,29026.0,44.6,19104,24.06876,26.76926298157454,6605.946398659966,3.8199350454588403,IL,1.2405778894472363,
382,107751,2020-12-26,Henry,Illinois,17073.0,3585,55.0,9.0,,,,0.375,12,2020,31155.0,41.8,50486,61.34496,23.45006536465555,7100.978489086084,3.85131819704737,IL,6.334429346749594,
383,108035,2020-12-26,Jackson,Illinois,17077.0,3525,55.0,11.0,,,-0.102,0.00755,12,2020,21117.0,29.1,60218,103.0986,16.49174665382444,5853.731442425852,3.767432793986408,IL,18.25367830216879,
384,108303,2020-12-26,Jersey,Illinois,17083.0,1870,36.0,3.0,,,,0.00726,12,2020,31247.0,40.5,22985,62.24422,21.44006961061562,8135.74070045682,3.9103970984501704,IL,1.3704589949967367,
385,108595,2020-12-26,Kane,Illinois,17089.0,40356,585.0,160.0,,,-0.547,-0.121,12,2020,33731.0,34.5,515269,990.7919,14.325915201574324,7832.025602161201,3.8938740984655564,IL,36.44931094243977,
386,108879,2020-12-26,Kendall,Illinois,17093.0,8166,73.0,18.0,,,-0.348,0.09,12,2020,40170.0,32.9,114736,358.1746,11.19352252126621,7117.208199693209,3.8523096704293356,IL,21.33855110863199,
387,109170,2020-12-26,Lake,Illinois,17097.0,46940,788.0,107.0,,,-0.342,-0.0665,12,2020,37491.0,36.7,703462,1585.553,15.324779447930377,6672.7129539335465,3.824302442818097,IL,26.869965968311007,
388,109454,2020-12-26,LaSalle,Illinois,17099.0,8108,219.0,49.0,,,-0.421,0.0471,12,2020,29484.0,41.0,113924,100.3626,22.09279870791054,7117.025385344617,3.8522985148919004,IL,9.93732663881184,
389,109734,2020-12-26,Livingston,Illinois,17105.0,3040,58.0,10.0,,,,0.064,12,2020,29147.0,40.8,38950,37.29823,21.293966623876766,7804.878048780488,3.8923661216001704,IL,8.849807445442876,
390,110003,2020-12-26,Logan,Illinois,17107.0,2625,46.0,16.0,,,,0.096,12,2020,30474.0,39.4,30305,49.03256,21.092229005114667,8661.936974096683,3.9376150193959467,IL,10.486718363306386,
391,110263,2020-12-26,McDonough,Illinois,17109.0,1939,46.0,0.0,,,,0.109,12,2020,21047.0,28.9,32612,55.33015,19.302710658653254,5945.664172697167,3.7742003754267124,IL,7.6934870599779215,
392,110532,2020-12-26,Macoupin,Illinois,17117.0,3130,67.0,16.0,,,,0.11,12,2020,29329.0,41.7,47765,55.35361999999999,23.27855124044802,6552.915314560872,3.8164345554646752,IL,1.6267141212184655,
393,110816,2020-12-26,Madison,Illinois,17119.0,20238,373.0,57.0,,,-0.187,0.0112,12,2020,31555.0,38.6,269282,376.3121,19.747328079856807,7515.541328421506,3.875960267355319,IL,10.601525538283287,
394,111093,2020-12-26,Marshall,Illinois,17123.0,559,9.0,0.0,,,,-0.0705,12,2020,30372.0,44.8,12640,32.679320000000004,26.55854430379747,4422.46835443038,3.645664733940057,IL,2.8322784810126582,
395,111360,2020-12-26,Mason,Illinois,17125.0,967,36.0,0.0,,,,0.175,12,2020,26764.0,44.0,14666,27.19765,25.998909041320058,6593.481521887358,3.81911479342341,IL,1.165962089185872,
396,111633,2020-12-26,Menard,Illinois,17129.0,705,6.0,3.0,,,,0.0705,12,2020,40057.0,42.6,12705,40.40554,22.8099173553719,5548.9964580873675,3.7442144476050108,IL,1.5505706414797324,
397,111902,2020-12-26,Mercer,Illinois,17131.0,1043,23.0,1.0,,,,0.404,12,2020,31234.0,43.7,16434,29.28356,24.90568333941828,6346.598515273214,3.802541025788926,IL,2.1540708287696244,
398,112181,2020-12-26,Monroe,Illinois,17133.0,2977,56.0,23.0,,,,0.0208,12,2020,41254.0,41.0,32957,85.60019,19.310010013047304,9032.982370968231,3.9558311626514753,IL,1.5747792578207969,
399,112454,2020-12-26,Montgomery,Illinois,17135.0,1993,22.0,172.0,,,,0.135,12,2020,27335.0,41.9,30104,42.78041,23.05009301089556,6620.3826733988835,3.8208830933886797,IL,4.687084772787669,
400,112731,2020-12-26,Morgan,Illinois,17137.0,2959,77.0,0.0,,,,-0.147,12,2020,26917.0,40.8,35547,62.49574000000001,22.87956789602498,8324.19050834107,3.920342010964687,IL,7.972543393254001,
401,113017,2020-12-26,Peoria,Illinois,17143.0,12699,189.0,26.0,,,-0.346,-0.0569,12,2020,30634.0,36.8,186494,301.1808,19.563095863673894,6809.334348558131,3.8331046592141576,IL,21.519190965929198,
402,113286,2020-12-26,Piatt,Illinois,17147.0,1007,7.0,4.0,,,,0.341,12,2020,36317.0,42.6,16729,38.08951,22.547671707812786,6019.4871181780145,3.7795594893916977,IL,1.344969812899755,
403,113553,2020-12-26,Pike,Illinois,17149.0,1322,36.0,1.0,,,,0.168,12,2020,27016.0,42.5,16430,19.76229,25.234327449786967,8046.256847230676,3.9055938917145596,IL,2.7206329884357885,
404,113825,2020-12-26,Randolph,Illinois,17157.0,3182,37.0,9.0,,,-0.0489,0.297,12,2020,28650.0,41.0,33476,58.16857,21.61249850639264,9505.31724220337,3.977966616124046,IL,12.33719679770582,
405,114105,2020-12-26,Rock Island,Illinois,17161.0,10744,235.0,23.0,,,-0.325,0.404,12,2020,30830.0,40.0,147546,345.0267,22.319818903935047,7281.796863351091,3.862238559470733,IL,20.608488200290083,
406,114393,2020-12-26,St. Clair,Illinois,17163.0,20035,331.0,256.0,,,-0.265,-0.108,12,2020,30310.0,36.9,270056,410.5697,17.553026039043754,7418.831649731908,3.8703355160571005,IL,33.728930295938625,
407,114681,2020-12-26,Sangamon,Illinois,17167.0,12930,186.0,48.0,,,-0.29,-0.0187,12,2020,34933.0,39.2,197465,227.4151,19.853644949737927,6547.995847365357,3.81610839531735,IL,13.579621705112299,
408,114858,2020-12-26,Scott,Illinois,17171.0,309,1.0,2.0,,,,0.336,12,2020,30248.0,42.7,5355,21.34207,23.902894491129786,5770.3081232493005,3.76119900425696,IL,0.9710550887021474,
409,115122,2020-12-26,Shelby,Illinois,17173.0,1745,33.0,2.0,,,,0.257,12,2020,29644.0,43.5,22363,29.4823,25.41251173813889,7803.067566963287,3.892265367498935,IL,1.0284845503733846,
410,115398,2020-12-26,Tazewell,Illinois,17179.0,9927,180.0,45.0,,,-0.374,0.0311,12,2020,33800.0,39.8,135394,208.6277,21.565948269494964,7331.934945418556,3.8652186029116895,IL,2.8716191264014657,
411,115663,2020-12-26,Wabash,Illinois,17185.0,988,11.0,4.0,,,,0.111,12,2020,26544.0,42.0,11947,53.51361,24.148321754415328,8269.858541893364,3.91749808089468,IL,1.967021009458441,
412,115923,2020-12-26,Warren,Illinois,17187.0,1456,32.0,5.0,,,,-0.151,12,2020,26774.0,39.6,17707,32.64532,22.990907550686174,8222.736770768623,3.9150163876892408,IL,10.125938894222624,
413,116210,2020-12-26,Whiteside,Illinois,17195.0,4793,154.0,12.0,,,-0.0449,0.298,12,2020,27944.0,41.8,58498,85.49216,23.62815822763171,8193.442510855071,3.9134664108380144,IL,12.369653663373109,
414,116496,2020-12-26,Will,Illinois,17197.0,50712,753.0,184.0,,,-0.411,-0.156,12,2020,37319.0,35.4,677560,809.5995,13.826081823011984,7484.503217427239,3.8741629794165355,IL,26.79615089438574,
415,116783,2020-12-26,Winnebago,Illinois,17201.0,23500,355.0,108.0,,,-0.333,-0.187,12,2020,28400.0,38.3,295266,575.1613,19.42147080937189,7958.925172556271,3.900854421613831,IL,23.126604485447018,
416,117071,2020-12-26,Woodford,Illinois,17203.0,2652,48.0,11.0,,,,0.0676,12,2020,35400.0,39.6,38664,73.25513000000002,20.398820608317816,6859.093730602111,3.8362667376019113,IL,1.8466790813159533,
417,117363,2020-12-26,Adams,Indiana,18001.0,2543,32.0,10.0,,,,0.0137,12,2020,29570.0,34.0,34387,101.4281,18.7338238287725,7395.236571960334,3.868952071538264,IN,4.417367028237416,
418,117649,2020-12-26,Bartholomew,Indiana,18005.0,5277,84.0,37.0,,,-0.101,0.0589,12,2020,31874.0,38.2,76794,188.7258,19.65257702424669,6871.630596140324,3.837059804727441,IN,8.050108081360523,
419,117933,2020-12-26,Clark,Indiana,18019.0,7994,114.0,65.0,,,-0.329,-0.0696,12,2020,30746.0,37.9,110232,295.6427,18.552688874374052,7251.977647144205,3.8604564567945565,IN,11.803287611582842,
420,118211,2020-12-26,Dearborn,Indiana,18029.0,3664,42.0,46.0,,,-0.0396,-0.168,12,2020,31366.0,40.0,50047,164.0704,19.21993326273303,7321.118148939997,3.864577415597952,IN,1.6024936559633944,
421,118489,2020-12-26,Decatur,Indiana,18031.0,2074,70.0,9.0,,,,-0.101,12,2020,30464.0,38.7,25740,69.0881,19.910644910644915,8057.498057498058,3.906200209484654,IN,1.9735819735819737,
422,118768,2020-12-26,Dubois,Indiana,18037.0,4337,42.0,59.0,,,-0.254,0.0816,12,2020,31409.0,39.9,41889,98.03887,20.031511852753702,10353.553438850295,4.015089429409069,IN,6.309532335457996,
423,119054,2020-12-26,Floyd,Indiana,18043.0,4876,97.0,43.0,,,-0.318,-0.0571,12,2020,31865.0,39.1,74578,504.1276,18.878221459411627,6538.121161736705,3.815452964483277,IN,7.8374319504411485,
424,119332,2020-12-26,Gibson,Indiana,18051.0,2912,51.0,28.0,,,,0.0379,12,2020,30141.0,39.9,33503,68.72610999999999,20.962301883413428,8691.758946959973,3.93910767330233,IN,3.098230009252903,
425,119614,2020-12-26,Grant,Indiana,18053.0,5170,97.0,29.0,,,-0.28,0.077,12,2020,23127.0,39.5,70061,169.1992,22.37621501263185,7379.28376700304,3.8680142112629614,IN,10.569360985426986,
426,119901,2020-12-26,Hamilton,Indiana,18057.0,22737,277.0,217.0,,,-0.453,0.0724,12,2020,46631.0,35.6,274569,696.4031,13.107452043020153,8280.978551839427,3.9180816597985877,IN,6.930498344678387,
427,120182,2020-12-26,Hancock,Indiana,18059.0,4883,84.0,35.0,,,-0.616,0.404,12,2020,37719.0,39.1,70002,228.7528,18.795177280649124,6975.514985286135,3.8435762760333576,IN,3.811319676580669,
428,120476,2020-12-26,Hendricks,Indiana,18063.0,10909,220.0,155.0,,,-0.496,0.0989,12,2020,38755.0,36.7,145448,357.4441,15.68670590176558,7500.275012375557,3.8750771879473596,IN,7.881167152521863,
429,120751,2020-12-26,Huntington,Indiana,18069.0,2358,33.0,28.0,,,,0.296,12,2020,28502.0,39.0,37124,97.01793,20.18909600258593,6351.68624070682,3.8028890367592183,IN,2.1306971231548326,
430,121029,2020-12-26,Jackson,Indiana,18071.0,3662,43.0,24.0,,,-0.237,0.0344,12,2020,28439.0,38.7,42376,83.2024,19.992448555786293,8641.683972059656,3.9365983800381366,IN,6.352652444780063,
431,121300,2020-12-26,Jefferson,Indiana,18077.0,2065,33.0,22.0,,,,0.276,12,2020,27018.0,39.7,32428,89.92023,20.867768595041326,6367.953620328111,3.803999891647181,IN,3.9996299494264216,
432,121584,2020-12-26,Jennings,Indiana,18079.0,1662,30.0,15.0,,,,-0.14,12,2020,28491.0,38.4,28525,75.74684,18.52410166520596,5826.468010517091,3.76540536635784,IN,2.758983347940403,
433,121875,2020-12-26,Johnson,Indiana,18081.0,11576,228.0,114.0,,,-0.256,0.0101,12,2020,35832.0,36.8,139654,435.8366,17.562690649748664,8289.057241468201,3.9185051387395564,IN,4.187491944376816,
434,122150,2020-12-26,LaGrange,Indiana,18087.0,1990,53.0,13.0,,,,-0.0257,12,2020,30961.0,30.4,37128,97.80196,16.44311570782159,5359.836242189183,3.729151520998733,IN,3.862314156431804,
435,122438,2020-12-26,LaPorte,Indiana,18091.0,7189,128.0,58.0,,,-0.362,-0.157,12,2020,28152.0,39.6,111467,186.3065,20.310046919716147,6449.442435877883,3.809522170838643,IN,16.232606959907415,
436,122718,2020-12-26,Morgan,Indiana,18109.0,4108,79.0,43.0,,,-0.0462,-0.181,12,2020,31019.0,39.9,68894,170.5428,18.992945684675007,5962.783406392428,3.775449034212922,IN,1.4456991900600922,
437,123011,2020-12-26,Noble,Indiana,18113.0,3898,55.0,26.0,,,,-0.13,12,2020,30171.0,37.1,47536,115.7036,18.13993604846853,8200.100976102323,3.913819200322014,IN,9.996634129922585,
438,123287,2020-12-26,Posey,Indiana,18129.0,1789,26.0,12.0,,,,0.00815,12,2020,31535.0,41.6,25910,63.26136,20.548050945580854,6904.670011578542,3.8391429275815483,IN,1.8564260903126204,
439,123564,2020-12-26,Rush,Indiana,18139.0,1168,13.0,23.0,,,,0.0749,12,2020,30705.0,40.6,17392,42.61453,21.67663293468261,6715.73137074517,3.827093316034161,IN,1.8514259429622815,
440,123855,2020-12-26,St. Joseph,Indiana,18141.0,23756,350.0,143.0,,,-0.473,-0.0194,12,2020,27208.0,36.2,266931,583.0093,18.581955636475342,8899.678193990207,3.9493743031504125,IN,19.987562328841534,
441,124135,2020-12-26,Scott,Indiana,18143.0,1856,36.0,14.0,,,,-0.141,12,2020,25470.0,39.3,24181,127.0027,19.548405773127662,7675.447665522518,3.8851037148327925,IN,1.6996815681733588,
442,124404,2020-12-26,Spencer,Indiana,18147.0,1386,12.0,21.0,,,,0.115,12,2020,30798.0,41.9,20952,52.80984,21.63516609392898,6615.120274914089,3.820537744858612,IN,2.9257350133638798,
443,124677,2020-12-26,Steuben,Indiana,18151.0,2528,19.0,37.0,,,,-0.141,12,2020,28865.0,40.2,34185,110.6528,21.392423577592517,7395.056311247623,3.8689414853742905,IN,3.3962264150943398,
444,124959,2020-12-26,Vanderburgh,Indiana,18163.0,14736,190.0,174.0,,,-0.23,0.215,12,2020,27095.0,37.5,179703,769.6877,19.83383694206552,8200.196991702976,3.913824285479079,IN,11.251898966628271,
445,125237,2020-12-26,Warrick,Indiana,18173.0,4968,88.0,53.0,,,-0.374,0.17,12,2020,35851.0,39.7,59689,155.1107,19.759084588450133,8323.141617383439,3.920287284170967,IN,2.930188141868686,
446,125520,2020-12-26,Wayne,Indiana,18177.0,5441,133.0,38.0,,,-0.172,0.0246,12,2020,25292.0,40.2,68917,171.5461,22.45309575286214,7895.00413540926,3.8973523618281574,IN,7.577230581714236,
447,125808,2020-12-26,Wells,Indiana,18179.0,1884,48.0,6.0,,,,0.0187,12,2020,30174.0,40.2,27636,75.08005,21.41409755391518,6817.194963091619,3.8336057144450026,IN,2.388189318280504,
448,126083,2020-12-26,Whitley,Indiana,18183.0,2362,19.0,15.0,,,,-0.0434,12,2020,32719.0,40.1,33292,99.21046,20.185029436501264,7094.7975489607115,3.850940007316585,IN,1.8442869157755615,
449,126360,2020-12-26,Benton,Iowa,19011.0,1960,36.0,5.0,,,,-0.0142,12,2020,34887.0,40.9,26076,36.40553,20.739377205092804,7516.490259242214,3.8760150989883266,IA,1.4457738917011813,
450,126645,2020-12-26,Black Hawk,Iowa,19013.0,12518,215.0,18.0,,,-0.581,-0.000961,12,2020,28001.0,34.4,131090,231.7025,19.2257227858723,9549.164696010375,3.97996538375345,IA,12.62262567701579,
451,126919,2020-12-26,Boone,Iowa,19015.0,1813,15.0,6.0,,,,0.0451,12,2020,33532.0,40.8,26306,46.02419,21.827719911807193,6891.96381053752,3.838342988316745,IA,2.702805443625029,
452,127188,2020-12-26,Bremer,Iowa,19017.0,2223,41.0,4.0,,,,0.171,12,2020,33610.0,39.3,24276,55.74578,23.18751029823694,9157.192288680179,3.961762333880561,IA,1.771296753995716,
453,127466,2020-12-26,Buchanan,Iowa,19019.0,1404,16.0,1.0,,,,0.404,12,2020,32049.0,39.0,20958,36.70274000000001,21.14228456913828,6699.112510735757,3.8260172717724963,IA,1.4791487737379518,
454,127741,2020-12-26,Butler,Iowa,19023.0,1245,18.0,3.0,,,,0.031,12,2020,31123.0,43.8,14867,25.62696,26.656352996569577,8374.251698392412,3.922946010004002,IA,1.0694827470236095,
455,128031,2020-12-26,Carroll,Iowa,19027.0,2318,27.0,8.0,,,,0.0156,12,2020,31396.0,42.3,20816,36.5554,23.674096848578014,11135.66487317448,4.046716152410066,IA,1.9984627209838584,
456,128289,2020-12-26,Cass,Iowa,19029.0,1013,38.0,2.0,,,,0.283,12,2020,28948.0,45.1,13956,24.73287,27.17827457724276,7258.526798509602,3.8608484845842073,IA,2.0636285468615645,
457,128567,2020-12-26,Cedar,Iowa,19031.0,1345,18.0,2.0,,,,0.404,12,2020,35486.0,42.4,18499,31.925890000000006,22.88772366073842,7270.663279096168,3.8615740319473058,IA,1.8163143953727228,
458,128847,2020-12-26,Cerro Gordo,Iowa,19033.0,4243,59.0,5.0,,,-0.689,-0.129,12,2020,31419.0,43.3,44151,77.68784000000002,24.180652759846893,9610.201354442708,3.9827324871698218,IA,5.145976308577383,
459,129118,2020-12-26,Clay,Iowa,19041.0,1514,11.0,4.0,,,,-0.224,12,2020,27708.0,42.5,16667,29.38274,24.371512569748607,9083.818323633528,3.9582684397449173,IA,3.2759344813103737,
460,129393,2020-12-26,Clinton,Iowa,19045.0,4036,53.0,6.0,,,-0.353,0.287,12,2020,29943.0,41.4,49116,70.67915,22.86627575535467,8217.281537584493,3.9147281668719787,IA,5.159214919781741,
461,129665,2020-12-26,Crawford,Iowa,19047.0,2065,21.0,1.0,,,,-0.11,12,2020,30641.0,38.4,17096,23.937620000000006,21.975900795507727,12078.84885353299,4.082025546836407,IA,25.380205896116053,
462,129953,2020-12-26,Dallas,Iowa,19049.0,7724,64.0,16.0,,,,-0.119,12,2020,46694.0,34.3,66135,112.389,14.352460875481968,11679.141150676645,4.067410907225353,IA,7.525515990020413,
463,130217,2020-12-26,Delaware,Iowa,19055.0,1601,29.0,1.0,,,,0.135,12,2020,31467.0,42.1,17764,30.746540000000003,22.02769646476019,9012.609772573744,3.9548505674176613,IA,1.0526908353974331,
464,130492,2020-12-26,Dickinson,Iowa,19059.0,1667,15.0,0.0,,,,-0.318,12,2020,34232.0,48.1,16667,43.79072,30.06539869202616,10001.79996400072,4.000078164408869,IA,1.24197516049679,
465,130775,2020-12-26,Dubuque,Iowa,19061.0,10439,135.0,11.0,,,-0.38,0.371,12,2020,31437.0,38.6,93653,153.9574,20.81193341377212,11146.466210372331,4.047137203833922,IA,4.583942852871772,
466,131042,2020-12-26,Grundy,Iowa,19075.0,1050,15.0,10.0,,,,-0.0984,12,2020,36676.0,43.0,12453,24.8138,25.134505741588374,8431.703204047219,3.925915310971756,IA,1.2045290291496025,
467,131317,2020-12-26,Hardin,Iowa,19083.0,1428,25.0,4.0,,,,0.404,12,2020,30203.0,43.7,17534,30.79884,26.72521957340025,8144.177027489449,3.910847205221837,IA,4.950382114748489,
468,131606,2020-12-26,Harrison,Iowa,19085.0,1397,52.0,8.0,,,,-0.101,12,2020,33596.0,42.9,14928,21.42218,23.854501607717037,9358.252947481244,3.971194779711757,IA,1.3933547695605575,
469,131887,2020-12-26,Henry,Iowa,19087.0,2439,24.0,2.0,,,,-0.162,12,2020,28551.0,40.2,20145,46.382,22.447257383966246,12107.222635889799,4.083044528589334,IA,6.011417225117895,
470,132159,2020-12-26,Jackson,Iowa,19097.0,1752,29.0,1.0,,,,0.404,12,2020,32335.0,44.0,19848,31.20564,24.79343006852076,8827.085852478838,3.9458173505679093,IA,1.4157597742845627,
471,132437,2020-12-26,Jasper,Iowa,19099.0,2813,52.0,5.0,,,,0.0423,12,2020,30938.0,41.6,36842,50.43947,22.596493132837523,7635.307529450085,3.882826533946923,IA,2.7332935236957825,
472,132731,2020-12-26,Johnson,Iowa,19103.0,10817,47.0,27.0,,,-0.221,-0.0703,12,2020,30486.0,29.3,130882,213.1491,12.933023639614305,8264.696444125242,3.9172269069017336,IA,9.554407787167065,
473,133003,2020-12-26,Jones,Iowa,19105.0,2561,44.0,3.0,,,,0.404,12,2020,31435.0,42.7,20638,35.85346,23.359821688148077,12409.148173272604,4.093741970350917,IA,3.2852020544626415,
474,133270,2020-12-26,Lee,Iowa,19111.0,2802,24.0,8.0,,,,-0.148,12,2020,26580.0,42.6,35862,69.29609,23.582064580893427,7813.284256315877,3.8928336247324307,IA,6.162511850984329,
475,133551,2020-12-26,Linn,Iowa,19113.0,16349,240.0,36.0,,,-0.221,0.0121,12,2020,34626.0,36.5,211226,294.6463,18.291782261653395,7740.050940698588,3.888743818976368,IA,6.571160747256494,
476,133819,2020-12-26,Louisa,Iowa,19115.0,1042,24.0,7.0,,,,0.0309,12,2020,30556.0,39.8,11387,28.34235,20.49705804865197,9150.78598401686,3.961458398313588,IA,16.308070606832352,
477,134089,2020-12-26,Madison,Iowa,19121.0,918,8.0,3.0,,,,0.404,12,2020,35347.0,39.8,15679,27.948,20.25001594489445,5854.96524013011,3.7675243210882288,IA,1.549843740034441,
478,134354,2020-12-26,Marion,Iowa,19125.0,2617,46.0,14.0,,,,-0.0829,12,2020,31558.0,38.6,33309,60.06661,20.901257918280344,7856.735416854303,3.895242128105444,IA,2.2696568495001355,
479,134629,2020-12-26,Marshall,Iowa,19127.0,3941,54.0,4.0,,,-0.324,-0.134,12,2020,30385.0,39.6,40648,71.00075,22.458669553237552,9695.433969691006,3.986567252963364,IA,18.933280850226332,
480,134896,2020-12-26,Mills,Iowa,19129.0,1259,14.0,1.0,,,,-0.000142,12,2020,33333.0,41.2,15059,34.42553,20.419682581844746,8360.44890098944,3.9222295968156473,IA,2.7624676273324917,
481,135179,2020-12-26,Muscatine,Iowa,19139.0,3481,73.0,4.0,,,-0.148,0.404,12,2020,31248.0,38.2,42745,97.70969,19.35431044566616,8143.64253129021,3.9108187018670235,IA,17.3330214060124,
482,135447,2020-12-26,Plymouth,Iowa,19149.0,3305,51.0,3.0,,,,-0.0587,12,2020,36509.0,41.2,24986,28.956090000000003,22.040342591851434,13227.407348114944,4.121474728182296,IA,3.2738333466741376,
483,135734,2020-12-26,Polk,Iowa,19153.0,40482,406.0,71.0,,,-0.323,-0.113,12,2020,36061.0,34.7,430640,750.5123,15.717072264536505,9400.427271038454,3.9731475937313068,IA,13.584432472598923,
484,136027,2020-12-26,Pottawattamie,Iowa,19155.0,8074,90.0,9.0,,,-0.295,0.204,12,2020,31953.0,38.5,93158,98.03215,19.92206788466905,8666.995856501857,3.937868588937367,IA,7.9628158612250175,
485,136307,2020-12-26,Poweshiek,Iowa,19157.0,1172,24.0,6.0,,,,0.0545,12,2020,30154.0,41.0,18914,32.335359999999994,24.479221740509683,6196.468224595537,3.792144226981803,IA,3.5740721158929887,
486,136587,2020-12-26,Scott,Iowa,19163.0,13800,146.0,37.0,,,-0.316,0.332,12,2020,32801.0,37.7,165224,360.6812,18.8084055585145,8352.297487047887,3.9218059543701695,IA,12.664624993947612,
487,136867,2020-12-26,Sioux,Iowa,19167.0,4275,41.0,8.0,,,,-0.035,12,2020,30737.0,32.7,33704,43.86647,18.57346309043437,12683.95442677427,4.1032546729454005,IA,9.286731545217185,
488,137148,2020-12-26,Story,Iowa,19169.0,7862,29.0,6.0,,,-0.316,-0.155,12,2020,23520.0,26.7,89542,156.3183,13.919724821871302,8780.237207120681,3.943506248975807,IA,5.462241182908579,
