,index,date,county,state,fips,cases,deaths,new_cases,emp_combined,emp_combined_inclow,revenue_all,spend_all,month,year,median_income,median_age,pop,pop_density,over60,casesper100k,casesper100klog,region,pct_min,new_cases_per100k
789,220510,2020-12-26,Jefferson,Missouri,29099.0,15916,126.0,0.0,,,-0.0606,0.069,12,2020,32137.0,37.8,218733,333.1151,16.609747957555562,7276.4511984931405,3.8619196209769817,MO,2.3800706797785427,
790,220791,2020-12-26,Johnson,Missouri,29101.0,3167,28.0,22.0,,,-0.479,0.178,12,2020,25893.0,29.8,52595,63.42236,15.126913204677253,6021.484932027759,3.779703603925833,MO,7.396140317520677,
791,221066,2020-12-26,Lincoln,Missouri,29113.0,3438,20.0,25.0,,,,0.404,12,2020,31168.0,35.6,52566,83.89674000000002,15.586120305901153,6540.349275196895,3.81560094163318,MO,3.8351786325761896,
792,221319,2020-12-26,Marion,Missouri,29127.0,2264,24.0,6.0,,,,-0.0498,12,2020,25606.0,39.0,28781,65.87189000000001,21.427330530558354,7866.3006844793435,3.8957705430290246,MO,6.281922101386333,
793,221575,2020-12-26,Miller,Missouri,29131.0,1976,42.0,7.0,,,,,12,2020,26846.0,40.2,24748,41.7621,21.933085501858734,7984.483594633909,3.902246832903646,MO,1.7860029093260061,
794,221854,2020-12-26,Moniteau,Missouri,29135.0,1455,17.0,2.0,,,,,12,2020,29996.0,37.8,15607,37.60493,19.17088485935798,9322.739796245274,3.9695435629474494,MO,7.477413980906004,
795,222126,2020-12-26,Morgan,Missouri,29141.0,1408,21.0,6.0,,,,-0.726,12,2020,21027.0,46.1,20565,34.41089,29.579382445903235,6846.5840019450525,3.8354739409608993,MO,2.411864818867007,
796,222403,2020-12-26,Newton,Missouri,29145.0,3368,43.0,6.0,,,-0.275,0.404,12,2020,26793.0,39.0,58114,93.01741,21.275424166293835,5795.505385965516,3.7630913137708544,MO,5.119248373885811,
797,222675,2020-12-26,Osage,Missouri,29151.0,1149,8.0,6.0,,,,,12,2020,31440.0,39.3,13878,22.96368,20.38478166882836,8279.290964115866,3.9179931455340222,MO,0.8070327136474997,
798,222950,2020-12-26,Pettis,Missouri,29159.0,4007,60.0,0.0,,,0.0138,-0.465,12,2020,24493.0,37.1,42201,61.85815,19.845501291438588,9495.035662662023,3.9774966002545256,MO,10.213028127295562,
799,223227,2020-12-26,Platte,Missouri,29165.0,2279,20.0,22.0,,,-0.464,0.329,12,2020,39879.0,38.4,89322,212.5753,16.858108864557444,2551.4430935267906,3.406785886427645,MO,10.85286939387833,
800,223511,2020-12-26,St. Charles,Missouri,29183.0,28036,307.0,0.0,,,-0.175,-0.014,12,2020,39314.0,36.9,360485,643.2234,16.303868399517313,7777.300026353386,3.8908288531375046,MO,6.919289290816538,
801,223782,2020-12-26,Ste. Genevieve,Missouri,29186.0,1380,3.0,5.0,,,,0.134,12,2020,28897.0,42.6,18145,36.3516,22.094240837696336,7605.4009368972165,3.881122113864661,MO,1.4714797464866356,
802,224077,2020-12-26,St. Louis,Missouri,29189.0,66843,1342.0,559.0,,,-0.386,-0.167,12,2020,35387.0,39.9,998954,1967.22,20.811268586941946,6691.299098857405,3.8255104431330693,MO,25.832320607355296,
803,224349,2020-12-26,Stone,Missouri,29209.0,1558,24.0,5.0,,,,-0.49,12,2020,24046.0,49.9,32202,69.39587,33.69666480342836,4838.208806906404,3.684684607665867,MO,1.8818706912614118,
804,224628,2020-12-26,Taney,Missouri,29213.0,3660,51.0,10.0,,,-0.186,,12,2020,23883.0,40.7,51675,81.70781,24.31736816642477,7082.728592162554,3.850200600095085,MO,5.695210449927431,
805,224912,2020-12-26,St. Louis city,Missouri,29510.0,16463,292.0,81.0,,,-0.518,0.101,12,2020,28186.0,33.9,319294,5157.486,15.634180410530734,5156.063064135248,3.712318220597279,MO,52.70690961934768,
806,225179,2020-12-26,Beaverhead,Montana,30001.0,754,8.0,-1.0,,,,,12,2020,22728.0,42.0,9246,1.668464,23.95630542937486,8154.877784988103,3.911417456767711,MT,3.9043910880380706,
807,225449,2020-12-26,Carbon,Montana,30009.0,670,8.0,0.0,,,,-0.0628,12,2020,29315.0,48.1,10078,4.919006,27.684064298471924,6648.144473109744,3.8227004486810765,MT,2.1928954157570946,
808,225543,2020-12-26,Carter,Montana,30011.0,135,4.0,1.0,,,,,12,2020,30061.0,50.2,1160,0.3472273,30.517241379310345,11637.931034482759,4.0658757792680875,MT,0.7758620689655173,
809,225702,2020-12-26,Chouteau,Montana,30015.0,357,3.0,1.0,,,,,12,2020,24726.0,41.5,5813,1.463315,23.688284878720108,6141.407190779288,3.788267893155805,MT,1.6686736624806469,
810,225892,2020-12-26,Dawson,Montana,30021.0,912,22.0,7.0,,,,-0.0338,12,2020,29196.0,43.5,8966,3.780149,24.169083203212136,10171.759982154806,4.007396103798643,MT,2.286415346865938,
811,226060,2020-12-26,Fallon,Montana,30025.0,265,1.0,0.0,,,,,12,2020,38867.0,42.9,2890,1.7831009999999998,23.28719723183391,9169.55017301038,3.96234803118026,MT,1.245674740484429,
812,226252,2020-12-26,Fergus,Montana,30027.0,847,13.0,3.0,,,,-0.0752,12,2020,27245.0,47.8,11586,2.669706,29.604695321940273,7310.547212152597,3.8639498861676684,MT,1.6916968755394441,
813,226529,2020-12-26,Hill,Montana,30041.0,1606,34.0,10.0,,,,,12,2020,25932.0,35.1,16096,5.552346,18.1970675944334,9977.634194831015,3.999027577566829,MT,2.627982107355865,
814,226807,2020-12-26,Jefferson,Montana,30043.0,738,3.0,2.0,,,,-0.224,12,2020,31749.0,46.2,11406,6.886611,22.602139224969317,6470.278800631246,3.810922994573955,MT,2.104155707522357,
815,227082,2020-12-26,Lake,Montana,30047.0,1425,16.0,5.0,,,-0.0269,,12,2020,23843.0,41.3,28746,19.29068,23.801572392680715,4957.211438113129,3.69523744310274,MT,3.8127043762610455,
816,227371,2020-12-26,Lewis and Clark,Montana,30049.0,4591,36.0,65.0,,,-0.0169,0.149,12,2020,33992.0,40.9,63395,18.32846,20.604148592160264,7241.896048584274,3.8598522865883873,MT,2.837763230538686,
817,227647,2020-12-26,Lincoln,Montana,30053.0,1035,9.0,19.0,,,-0.151,0.211,12,2020,21649.0,48.9,19687,5.449061,29.369634784375478,5257.2763752730225,3.7207608085004504,MT,2.463554629958856,
818,227930,2020-12-26,Madison,Montana,30057.0,496,3.0,6.0,,,,-0.188,12,2020,26081.0,49.8,7691,2.143842,30.438174489663247,6449.096346378884,3.8094988651352244,MT,2.6134442855285402,
819,228205,2020-12-26,Park,Montana,30067.0,850,4.0,6.0,,,-0.275,-0.0889,12,2020,30906.0,45.4,15636,5.5781839999999985,24.168585315937577,5436.172934254285,3.735293263954083,MT,2.2128421591199796,
820,228486,2020-12-26,Ravalli,Montana,30081.0,2085,25.0,14.0,,,-0.278,0.404,12,2020,25250.0,46.0,40212,16.819329999999994,27.340097483338305,5185.019397194867,3.71475038542688,MT,3.168208494976624,
821,228749,2020-12-26,Richland,Montana,30083.0,862,9.0,14.0,,,,0.111,12,2020,32507.0,41.3,9746,4.676262,21.024009850194954,8844.654217114714,3.946680858779437,MT,3.1807921198440385,
822,228957,2020-12-26,Rosebud,Montana,30087.0,1019,28.0,0.0,,,,,12,2020,28115.0,36.5,9233,1.842766,17.58908263836239,11036.499512617784,4.042831348445804,MT,3.6607819776887256,
823,229246,2020-12-26,Silver Bow,Montana,30093.0,2919,34.0,21.0,,,-0.601,0.0499,12,2020,25309.0,41.3,34200,47.60066,22.39181286549708,8535.087719298246,3.931207988931879,MT,3.988304093567251,
824,229522,2020-12-26,Toole,Montana,30101.0,670,8.0,-1.0,,,,,12,2020,24360.0,41.5,5324,2.779217,19.85349361382419,12584.522915101428,4.099836755898189,MT,2.967693463561232,
825,229714,2020-12-26,Valley,Montana,30105.0,637,7.0,0.0,,,,0.15,12,2020,27337.0,46.4,7369,1.495995,27.669968788166642,8644.32080336545,3.936730875812559,MT,1.4655991314968109,
826,229998,2020-12-26,Adams,Nebraska,31001.0,2209,34.0,1.0,,,-0.0151,0.0515,12,2020,28213.0,37.9,31364,55.68176,20.871062364494325,7043.106746588445,3.847764270687235,NE,8.901925774773625,
827,230270,2020-12-26,Antelope,Nebraska,31003.0,422,3.0,1.0,,,,0.347,12,2020,27204.0,46.6,6685,7.798485,27.85340314136125,6312.64023934181,3.8002110393636706,NE,2.9468960359012715,
828,230524,2020-12-26,Butler,Nebraska,31023.0,707,9.0,0.0,,,,0.04,12,2020,31456.0,44.3,8395,14.35272,25.062537224538413,8421.679571173318,3.925398713322832,NE,2.6086956521739135,
829,230814,2020-12-26,Cass,Nebraska,31025.0,1600,12.0,2.0,,,,0.0295,12,2020,36303.0,41.1,25241,45.27972000000001,20.534051741214693,6338.893070797512,3.802013425828724,NE,2.7534566776276694,
830,231081,2020-12-26,Cherry,Nebraska,31031.0,247,4.0,0.0,,,,0.355,12,2020,30706.0,45.4,5713,0.9584892,26.991072991423067,4323.47278137581,3.635832729199117,NE,1.890425345702783,
831,231342,2020-12-26,Clay,Nebraska,31035.0,521,8.0,0.0,,,,-0.08,12,2020,30360.0,43.2,6542,11.43128,24.42678080097829,7963.9254050749005,3.9011271835105616,NE,8.009782940996637,
832,231611,2020-12-26,Colfax,Nebraska,31037.0,1420,17.0,0.0,,,,0.37,12,2020,30922.0,34.2,10515,25.54294,17.860199714693294,13504.517356157869,4.130479067360716,NE,41.8830242510699,
833,231881,2020-12-26,Cuming,Nebraska,31039.0,776,9.0,0.0,,,,0.252,12,2020,31859.0,43.7,9139,16.01595,26.742532005689906,8491.0821752927,3.9289630439315277,NE,8.392603129445236,
834,232146,2020-12-26,Custer,Nebraska,31041.0,623,14.0,0.0,,,,0.033,12,2020,29112.0,45.4,10939,4.2472949999999985,27.324252673919002,5695.218941402321,3.7555104243264776,NE,2.2305512386872657,
835,232405,2020-12-26,Dakota,Nebraska,31043.0,3533,52.0,0.0,,,,-0.00632,12,2020,29788.0,32.8,21006,79.49152,16.128725126154432,16819.00409406836,4.2258002762861695,NE,38.46043987432162,
836,232685,2020-12-26,Dawson,Nebraska,31047.0,2399,24.0,9.0,,,,0.243,12,2020,28990.0,36.2,24326,24.01155,19.185233906108692,9861.876181863028,3.9939595455616557,NE,34.90092904711009,
837,232962,2020-12-26,Dodge,Nebraska,31053.0,3640,42.0,5.0,,,-0.326,0.135,12,2020,28702.0,40.3,36691,69.39777,24.01406339429288,9920.688997301791,3.996541835192002,NE,10.612956855904718,
838,233276,2020-12-26,Douglas,Nebraska,31055.0,51356,480.0,61.0,,,-0.228,-0.0943,12,2020,34837.0,33.5,517110,1574.3729999999996,15.359981435284562,9931.349229370926,3.9970082538393537,NE,22.79495658563942,
839,233435,2020-12-26,Dundy,Nebraska,31057.0,94,4.0,1.0,,,,0.218,12,2020,30585.0,47.9,2008,2.183374,30.12948207171315,4681.274900398406,3.670364145126717,NE,6.175298804780876,
840,233704,2020-12-26,Gage,Nebraska,31067.0,1772,9.0,0.0,,,,0.214,12,2020,30137.0,43.7,22311,26.20226,25.09972659226391,7942.270628837793,3.899944681343886,NE,2.048316973690108,
841,233978,2020-12-26,Gosper,Nebraska,31073.0,155,1.0,0.0,,,,0.0278,12,2020,33845.0,47.1,2044,4.461371,29.10958904109589,7583.1702544031305,3.8798508067076165,NE,2.7886497064579254,
842,234254,2020-12-26,Hall,Nebraska,31079.0,5697,90.0,0.0,,,0.0379,0.031,12,2020,30996.0,35.8,58607,107.2821,18.564335318306693,9720.681829815552,3.9876967283564366,NE,25.04137730987766,
843,234523,2020-12-26,Hamilton,Nebraska,31081.0,699,15.0,0.0,,,,0.0958,12,2020,32042.0,42.3,9124,16.806720000000002,22.720298114861908,7661.113546690049,3.8842918991410706,NE,2.192021043402016,
844,234761,2020-12-26,Holt,Nebraska,31089.0,644,12.0,0.0,,,,0.0347,12,2020,31359.0,46.1,10435,4.32557,26.890273119310017,6171.538092956397,3.7903934139583395,NE,3.076185912793483,
845,235016,2020-12-26,Howard,Nebraska,31093.0,453,11.0,2.0,,,,-0.123,12,2020,30998.0,43.3,6274,11.01983,25.64552119859739,7220.2741472744665,3.8585536876511055,NE,1.9764105833598982,
846,235261,2020-12-26,Jefferson,Nebraska,31095.0,545,0.0,1.0,,,,-0.39,12,2020,27036.0,46.8,7547,13.23606,29.084404399098982,7221.41248178084,3.8586221522852444,NE,2.968066781502584,
847,235500,2020-12-26,Keith,Nebraska,31101.0,555,2.0,4.0,,,,0.0948,12,2020,27512.0,47.3,8368,7.882441,28.94359464627151,6632.409177820267,3.821671311599477,NE,5.879541108986615,
848,235785,2020-12-26,Knox,Nebraska,31107.0,654,5.0,0.0,,,,0.252,12,2020,28390.0,46.6,8701,7.850405999999999,29.502356051028613,7516.377427881853,3.8760085796683654,NE,1.8733478910470063,
849,236067,2020-12-26,Lancaster,Nebraska,31109.0,21816,145.0,162.0,,,-0.0219,0.18,12,2020,31293.0,32.6,285407,340.7647,15.772213015097739,7643.82092940958,3.8833105043536413,NE,9.321775569625132,
850,236351,2020-12-26,Lincoln,Nebraska,31111.0,2930,27.0,4.0,,,,-0.0903,12,2020,30714.0,39.2,36288,14.15251,21.610449735449734,8074.294532627865,3.9071045874773156,NE,7.8924162257495585,
851,236630,2020-12-26,Madison,Nebraska,31119.0,3698,38.0,2.0,,,-0.147,-0.123,12,2020,30202.0,37.1,34876,60.89297,19.81305195549948,10603.280192682647,4.0254402378316625,NE,14.187406812707875,
852,236898,2020-12-26,Merrick,Nebraska,31121.0,572,11.0,0.0,,,,0.16,12,2020,30243.0,42.5,7845,16.17923,24.24474187380497,7291.2683237731035,3.8628030808700684,NE,3.645634161886552,
853,237167,2020-12-26,Otoe,Nebraska,31131.0,974,2.0,2.0,,,,0.404,12,2020,31515.0,42.9,15740,25.56728,25.03176620076239,6188.055908513342,3.7915542288555697,NE,6.207115628970777,
854,237327,2020-12-26,Perkins,Nebraska,31135.0,217,11.0,1.0,,,,0.0877,12,2020,36429.0,43.9,2970,3.362256,26.66666666666667,7306.397306397307,3.8637032845313173,NE,3.5690235690235688,
855,237593,2020-12-26,Phelps,Nebraska,31137.0,707,8.0,1.0,,,,0.355,12,2020,31342.0,42.8,9188,17.02145,25.05441880713975,7694.819329560296,3.8861984272739107,NE,4.201131911188507,
856,237855,2020-12-26,Polk,Nebraska,31143.0,341,9.0,1.0,,,,0.068,12,2020,31955.0,45.3,5406,12.33275,27.062523122456533,6307.806141324454,3.7998783376297913,NE,2.996670366259711,
857,238109,2020-12-26,Red Willow,Nebraska,31145.0,915,5.0,2.0,,,,0.362,12,2020,25858.0,41.8,11055,15.41872,24.278606965174127,8276.797829036635,3.9178623471517158,NE,4.911804613297152,
858,238394,2020-12-26,Sarpy,Nebraska,31153.0,15191,72.0,19.0,,,-0.143,0.0289,12,2020,39856.0,32.9,158840,664.6295,12.884663812641652,9563.71191135734,3.980626485345011,NE,11.262906069000252,
859,238672,2020-12-26,Saunders,Nebraska,31155.0,1700,10.0,0.0,,,,0.0704,12,2020,35500.0,41.5,20780,27.69803,21.64100096246391,8180.943214629452,3.912803378157115,NE,2.3387872954764193,
860,238945,2020-12-26,Scotts Bluff,Nebraska,31157.0,4046,44.0,0.0,,,-0.343,-0.169,12,2020,27447.0,39.0,36970,49.99995,22.55342169326481,10944.008655666756,4.039176427861679,NE,21.60941303759805,
861,239224,2020-12-26,Washington,Nebraska,31177.0,1572,14.0,3.0,,,,-0.081,12,2020,38306.0,40.8,20234,51.88767,20.396362558070575,7769.101512306019,3.890370796045412,NE,2.6737175051892854,
862,239496,2020-12-26,York,Nebraska,31185.0,1220,7.0,0.0,,,,0.00578,12,2020,29530.0,42.2,13665,23.86859,24.00292718624223,8927.918038785218,3.950750194646069,NE,5.21770947676546,
863,239754,2020-12-26,Churchill,Nevada,32001.0,1326,35.0,0.0,,,,0.0303,12,2020,30912.0,39.0,24877,5.045577,21.71483699803031,5330.224705551313,3.726745517905362,NV,13.683321943964303,
864,240051,2020-12-26,Clark,Nevada,32003.0,163484,2260.0,1571.0,,,-0.273,-0.0131,12,2020,30913.0,35.5,1951269,247.2643,16.57408588974662,8378.342504288234,3.9231581102245303,NV,39.616423978446846,
865,240330,2020-12-26,Douglas,Nevada,32005.0,1893,15.0,36.0,,,-0.546,-0.0461,12,2020,34007.0,47.4,46997,66.21914,28.555014149839355,4027.916675532481,3.605080477837204,NV,11.28582675489925,
866,240613,2020-12-26,Elko,Nevada,32007.0,3774,32.0,15.0,,,-0.197,0.256,12,2020,39350.0,33.4,48818,2.843243,13.435618009750502,7730.755049367037,3.888221912774698,NV,23.630628047031834,
867,240887,2020-12-26,Humboldt,Nevada,32013.0,754,10.0,0.0,,,,0.138,12,2020,33656.0,36.2,16528,1.714388,15.906340755082285,4561.9554695062925,3.6591510416942286,NV,24.95764762826718,
868,241137,2020-12-26,Lander,Nevada,32015.0,381,6.0,2.0,,,,-0.0446,12,2020,39984.0,37.1,5775,1.051892,17.61038961038961,6597.402597402598,3.8193729871114375,NV,21.454545454545457,
869,241414,2020-12-26,Lyon,Nevada,32019.0,2065,40.0,36.0,,,-0.0828,0.0732,12,2020,28951.0,40.9,51980,25.97459,22.760677183532128,3972.681800692574,3.599083780827426,NV,15.565602154674878,
870,241696,2020-12-26,Nye,Nevada,32023.0,1928,40.0,0.0,,,-0.0983,-0.0297,12,2020,25214.0,48.4,43946,2.417016,31.900514267510122,4387.202475765713,3.6421876781885314,NV,15.566832021116827,
871,241993,2020-12-26,Washoe,Nevada,32031.0,34731,447.0,572.0,,,-0.424,-0.111,12,2020,32659.0,37.0,421407,66.86489,18.0595006727463,8241.676099352882,3.9160155426045065,NV,24.569596613250376,
872,242283,2020-12-26,Carson City,Nevada,32510.0,4732,49.0,19.0,,,-0.325,0.255,12,2020,31335.0,41.7,55274,382.0905,23.2170640807613,8560.987082534284,3.932523841754629,NV,23.21344574302565,
873,242567,2020-12-26,Belknap,New Hampshire,33001.0,1732,42.0,38.0,,,0.012,-0.0749,12,2020,32332.0,44.7,60088,150.1329,24.364265743576087,2882.4390893356413,3.4597601387091763,NH,1.6692184795633072,
874,242853,2020-12-26,Carroll,New Hampshire,33003.0,806,3.0,22.0,,,-0.473,0.093,12,2020,32047.0,48.3,47818,51.35861,29.16893220126312,1685.5577397632692,3.226743634122533,NH,1.2798527751056088,
875,243135,2020-12-26,Cheshire,New Hampshire,33005.0,1157,6.0,14.0,,,-0.295,0.23,12,2020,30044.0,40.7,77117,109.1288,21.218408392442655,1500.3176990806178,3.1761832326211312,NH,1.9191617931195457,
876,243403,2020-12-26,Coos,New Hampshire,33007.0,575,15.0,59.0,,,,-0.481,12,2020,26003.0,46.4,33055,18.41827,26.815912872485253,1739.5250340341852,3.2404306831926473,NH,1.6608682498865528,
877,243690,2020-12-26,Hillsborough,New Hampshire,33011.0,16109,408.0,325.0,,,-0.415,-0.0169,12,2020,37887.0,39.3,400721,457.3717,17.46052739936265,4020.003942892936,3.6042264790486005,NH,7.371462938054158,
878,243974,2020-12-26,Merrimack,New Hampshire,33013.0,4292,58.0,78.0,,,-0.229,0.0184,12,2020,35807.0,41.4,146445,156.7738,19.827921745365156,2930.793130526819,3.466985164927227,NH,2.641947488818327,
879,244269,2020-12-26,Rockingham,New Hampshire,33015.0,10003,133.0,327.0,,,-0.494,-0.144,12,2020,42549.0,42.2,295223,424.9524,19.03848954857853,3388.2861430173125,3.529980079665148,NH,2.756560295098959,
880,244550,2020-12-26,Strafford,New Hampshire,33017.0,3108,22.0,66.0,,,0.000165,-0.0419,12,2020,31687.0,36.9,123143,333.7436,17.140235336153907,2523.8949838805293,3.4020712804968083,NH,2.7959364316282693,
881,244834,2020-12-26,Atlantic,New Jersey,34001.0,11603,357.0,190.0,,,-0.355,0.0881,12,2020,30123.0,39.9,274549,494.0558,19.934875013203467,4226.20370134293,3.62595042604264,NJ,32.919078197334535,
882,245132,2020-12-26,Bergen,New Jersey,34003.0,45620,2277.0,296.0,,,-0.306,0.00375,12,2020,46138.0,41.1,905116,3884.47,21.00194892146421,5040.237936352909,3.702451038827668,NJ,21.848470251326898,
883,245428,2020-12-26,Camden,New Jersey,34007.0,27517,782.0,309.0,,,-0.428,0.17,12,2020,33626.0,37.9,513657,2321.48,18.22461292263125,5357.076804170877,3.728927872878084,NJ,33.79005834632839,
884,245711,2020-12-26,Cape May,New Jersey,34009.0,2287,132.0,34.0,,,-0.383,0.00637,12,2020,32777.0,47.1,97265,386.8551,29.31681488716393,2351.3082814989975,3.3713095734791008,NJ,10.917596257646636,
885,245993,2020-12-26,Cumberland,New Jersey,34011.0,7451,212.0,89.0,,,-0.382,0.00453,12,2020,24786.0,36.5,156898,324.3687,17.83324197886525,4748.945174572014,3.676597155785791,NJ,47.29059643845046,
886,246278,2020-12-26,Gloucester,New Jersey,34015.0,13493,360.0,169.0,,,-0.432,-0.00555,12,2020,39098.0,38.7,288288,895.2899,17.853674103674102,4680.389055389055,3.670281955122387,NJ,14.817821067821068,
887,246571,2020-12-26,Hudson,New Jersey,34017.0,42365,1678.0,443.0,,,-0.491,-0.123,12,2020,36230.0,34.2,634266,13731.37,14.846452434782885,6679.374268839887,3.8247357791943197,NJ,55.46221932123116,
888,246857,2020-12-26,Hunterdon,New Jersey,34019.0,3626,136.0,39.0,,,-0.295,0.0378,12,2020,51782.0,43.5,128349,300.0077,19.083124917217894,2825.109661937374,3.451035310438617,NJ,7.926045391861253,
889,247145,2020-12-26,Mercer,New Jersey,34021.0,18195,709.0,128.0,,,-0.478,-0.151,12,2020,35699.0,37.8,366513,1632.1570000000004,17.908505291763184,4964.353242586211,3.695862676502716,NJ,35.37009601296543,
890,247436,2020-12-26,Middlesex,New Jersey,34023.0,43130,1630.0,333.0,,,-0.44,-0.0864,12,2020,41142.0,37.2,809858,2621.631,17.311923818743534,5325.624986108675,3.726370581517534,NJ,28.08356526699742,
891,247729,2020-12-26,Monmouth,New Jersey,34025.0,30255,1006.0,268.0,,,-0.423,0.00561,12,2020,43508.0,41.3,630380,1344.688,19.640375646435484,4799.4860243028015,3.681194731383751,NJ,17.034487134744122,
892,248019,2020-12-26,Morris,New Jersey,34027.0,19560,945.0,180.0,,,-0.536,-0.0712,12,2020,50928.0,41.3,492276,1069.754,19.635123386067978,3973.380786388124,3.5991601873817323,NJ,14.59384572881879,
893,248308,2020-12-26,Ocean,New Jersey,34029.0,30782,1308.0,252.0,,,-0.251,-0.0305,12,2020,34168.0,42.6,576567,916.9601,27.24123995996996,5338.841799825519,3.7274470520658616,NJ,11.437872788418344,
894,248602,2020-12-26,Passaic,New Jersey,34031.0,39238,1426.0,250.0,,,-0.495,0.092,12,2020,31272.0,36.1,501226,2715.306,17.102265245617744,7828.404751549202,3.893673271868446,NJ,49.872113577507946,
895,248882,2020-12-26,Salem,New Jersey,34033.0,2583,107.0,21.0,,,,0.162,12,2020,32111.0,40.8,66083,199.1059,21.40792639559342,3908.720851050951,3.5920346555493774,NJ,20.907041145226454,
896,249168,2020-12-26,Somerset,New Jersey,34035.0,12236,657.0,119.0,,,-0.379,-0.0702,12,2020,49614.0,40.2,323444,1071.669,17.6389112180161,3783.035084898777,3.577840369076852,NJ,21.961761541410567,
897,249451,2020-12-26,Sussex,New Jersey,34037.0,4213,211.0,75.0,,,-0.18,-0.0122,12,2020,42781.0,41.8,149265,287.5936,18.132850969751786,2822.496901483938,3.450633473832022,NJ,8.2363581549593,
898,249744,2020-12-26,Union,New Jersey,34039.0,35734,1528.0,164.0,,,-0.428,-0.112,12,2020,36098.0,38.0,536499,5216.073,17.727339659533378,6660.590234091769,3.8235127162650544,NJ,49.39748256753508,
899,250029,2020-12-26,Warren,New Jersey,34041.0,3748,181.0,46.0,,,-0.562,-0.106,12,2020,38468.0,41.5,108692,304.5298,19.900268649026607,3448.2758620689656,3.537602002101044,NJ,10.559194788944907,
900,250320,2020-12-26,Bernalillo,New Mexico,35001.0,39224,531.0,124.0,,,-0.443,0.058,12,2020,28973.0,35.8,662564,570.7684,17.75828448270658,5920.0318761659255,3.7723240451698277,NM,50.82392040617964,
901,250599,2020-12-26,Chaves,New Mexico,35005.0,6956,85.0,34.0,,,-0.425,0.182,12,2020,22812.0,34.7,65645,10.82309,19.381521821920934,10596.389671719095,4.0251579206676285,NM,54.02086983014701,
902,250877,2020-12-26,Cibola,New Mexico,35006.0,2704,67.0,3.0,,,,0.271,12,2020,20443.0,36.6,27213,5.994739,18.145739168779627,9936.427442766326,3.997230265606445,NM,37.51515819645022,
903,251139,2020-12-26,Colfax,New Mexico,35007.0,646,16.0,0.0,,,,-0.2,12,2020,22717.0,46.7,13750,3.658803,27.99272727272728,4698.181818181818,3.6719298198288026,NM,47.650909090909096,
904,251417,2020-12-26,Curry,New Mexico,35009.0,3890,43.0,8.0,,,-0.435,0.0852,12,2020,24288.0,31.5,48376,34.43629,15.888043658012238,8041.177443360343,3.9053196457278223,NM,45.832644286423026,
905,251699,2020-12-26,Doña Ana,New Mexico,35013.0,17186,264.0,70.0,,,-0.457,-0.121,12,2020,20801.0,32.4,209233,54.95269,17.394483661755082,8213.80948511946,3.9145446254082006,NM,67.4702365305664,
906,251976,2020-12-26,Eddy,New Mexico,35015.0,4328,62.0,49.0,,,-0.3,0.267,12,2020,30903.0,37.3,53829,12.89093,19.599100856415685,8040.275687826265,3.905270940247081,NM,45.46619851752774,
907,252246,2020-12-26,Grant,New Mexico,35017.0,829,12.0,5.0,,,,0.0309,12,2020,21563.0,45.9,29514,7.449973,29.58257098326218,2808.836484380294,3.4485264576072985,NM,49.15294436538591,
908,252527,2020-12-26,Lea,New Mexico,35025.0,6571,82.0,44.0,,,-0.526,0.4,12,2020,28748.0,31.9,64727,14.74106,15.149782934478655,10151.86861742395,4.006545988608219,NM,55.16090657685356,
909,252794,2020-12-26,Lincoln,New Mexico,35027.0,1004,10.0,4.0,,,,0.2,12,2020,23730.0,49.4,20497,4.242727,31.336293116065768,4898.277796750744,3.6900434116941216,NM,30.27760160023418,
910,253061,2020-12-26,Los Alamos,New Mexico,35028.0,264,0.0,3.0,,,,0.39,12,2020,66708.0,44.3,17950,164.4275,21.732590529247908,1470.7520891364902,3.167539473955493,NM,15.309192200557101,
911,253322,2020-12-26,Luna,New Mexico,35029.0,2301,38.0,8.0,,,,-0.106,12,2020,16620.0,39.5,25095,8.463206,25.921498306435552,9169.157202630005,3.9623294186505675,NM,62.606096832038254,
912,253604,2020-12-26,McKinley,New Mexico,35031.0,9421,331.0,34.0,,,-0.203,0.0653,12,2020,17490.0,30.7,71492,13.11826,13.889665976612768,13177.698203994853,4.119839557101292,NM,13.7539864600235,
913,253874,2020-12-26,Otero,New Mexico,35035.0,3171,36.0,13.0,,,-0.286,0.199,12,2020,21871.0,36.5,63797,9.646905,20.79564869821465,4970.45315610452,3.6963959851566903,NM,38.05351348809506,
914,254151,2020-12-26,Rio Arriba,New Mexico,35039.0,2156,37.0,5.0,,,,-0.0097,12,2020,25481.0,39.0,40246,6.866936999999999,20.39705809272971,5357.054117179347,3.7289260336556023,NM,71.82577150524274,
915,254426,2020-12-26,Roosevelt,New Mexico,35041.0,1447,22.0,15.0,,,,0.174,12,2020,19323.0,29.7,19846,8.108912,16.305552756222912,7291.141791796836,3.862795544099584,NM,41.70613725687795,
916,254714,2020-12-26,Sandoval,New Mexico,35043.0,7799,125.0,30.0,,,-0.274,0.0753,12,2020,30199.0,37.9,131561,35.45497,18.10947013172597,5928.048585827107,3.772911754429798,NM,37.19111286779516,
917,254994,2020-12-26,San Juan,New Mexico,35045.0,9565,285.0,78.0,,,-0.394,-0.121,12,2020,24798.0,33.0,130044,23.58832,15.663160161176222,7355.202854418505,3.8665946549479417,NM,19.6333548645074,
