"GEO_ID","NAME","B07011_001E","B07011_001M","B07011_002E","B07011_002M","B07011_003E","B07011_003M","B07011_004E","B07011_004M","B07011_005E","B07011_005M","B07011_006E","B07011_006M"
"id","Geographic Area Name","Estimate!!Median income in the past 12 months --!!Total:","Margin of Error!!Median income in the past 12 months --!!Total:","Estimate!!Median income in the past 12 months --!!Total:!!Same house 1 year ago","Margin of Error!!Median income in the past 12 months --!!Total:!!Same house 1 year ago","Estimate!!Median income in the past 12 months --!!Total:!!Moved within same county","Margin of Error!!Median income in the past 12 months --!!Total:!!Moved within same county","Estimate!!Median income in the past 12 months --!!Total:!!Moved from different county within same state","Margin of Error!!Median income in the past 12 months --!!Total:!!Moved from different county within same state","Estimate!!Median income in the past 12 months --!!Total:!!Moved from different state","Margin of Error!!Median income in the past 12 months --!!Total:!!Moved from different state","Estimate!!Median income in the past 12 months --!!Total:!!Moved from abroad","Margin of Error!!Median income in the past 12 months --!!Total:!!Moved from abroad"
"0500000US01001","Autauga County, Alabama","29725","1643","30455","1528","20633","3677","21194","12010","51250","23573","64609","54695"
"0500000US01003","Baldwin County, Alabama","29802","905","30444","834","24850","2906","25568","2930","23973","4726","15733","9620"
"0500000US01005","Barbour County, Alabama","17963","1198","18015","1266","15709","5056","18295","6273","19567","10444","54063","9046"
"0500000US01007","Bibb County, Alabama","21958","1400","22295","1642","18250","10024","17610","6531","17228","16589","-","**"
"0500000US01009","Blount County, Alabama","26976","969","27205","1081","21055","10010","31803","5361","14438","10060","-","**"
"0500000US01011","Bullock County, Alabama","21571","1971","21616","2212","18750","12324","36445","34540","-","**","-","**"
"0500000US01013","Butler County, Alabama","19685","1117","20268","1181","11544","1578","18101","1235","23512","9920","-","**"
"0500000US01015","Calhoun County, Alabama","24069","834","25238","874","18216","2168","17165","3705","19786","5093","-","**"
"0500000US01017","Chambers County, Alabama","22754","1104","22812","1196","22668","3496","23086","4660","20000","11987","30104","19895"
"0500000US01019","Cherokee County, Alabama","23121","1325","23817","1390","17022","3951","20000","4460","16027","2069","-","**"
"0500000US01021","Chilton County, Alabama","24132","1516","24382","1692","24849","3655","21708","3277","8686","960","-","**"
"0500000US01023","Choctaw County, Alabama","20652","1620","21087","1582","38167","23527","13824","2634","-","**","15250","6807"
"0500000US01025","Clarke County, Alabama","21613","1245","21370","1321","29625","20536","-","**","33750","20375","-","**"
"0500000US01027","Clay County, Alabama","22404","1915","22672","2302","21553","2910","29167","27752","12206","8958","-","**"
"0500000US01029","Cleburne County, Alabama","23433","2518","24560","2931","16563","8621","22699","2785","26838","9809","-","**"
"0500000US01031","Coffee County, Alabama","28172","1473","29707","1329","23648","2463","19459","3639","24939","6464","-","**"
"0500000US01033","Colbert County, Alabama","25308","874","25673","884","21895","2415","17250","5075","27339","6481","-","**"
"0500000US01035","Conecuh County, Alabama","21085","1534","21109","1502","25750","11884","-","**","2,500-","***","-","**"
"0500000US01037","Coosa County, Alabama","20110","2130","21231","2284","17500","7163","12017","5321","-","**","-","**"
"0500000US01039","Covington County, Alabama","24623","1099","24862","1093","25410","4184","17978","9354","13669","10165","2,500-","***"
"0500000US01041","Crenshaw County, Alabama","21337","1473","21786","1593","14213","6260","17321","9642","-","**","-","**"
"0500000US01043","Cullman County, Alabama","24163","672","24637","702","20552","2510","16655","2639","25246","6638","-","**"
"0500000US01045","Dale County, Alabama","24767","1176","24851","1277","23262","5446","22386","7938","31653","10682","22434","13573"
"0500000US01047","Dallas County, Alabama","20682","1186","21181","1198","16829","3094","18472","4495","-","**","-","**"
"0500000US01049","DeKalb County, Alabama","21951","715","22312","799","18214","2578","19353","10648","23125","14442","31719","27387"
"0500000US01051","Elmore County, Alabama","29988","1195","31064","943","23147","5526","16722","3760","24541","6650","20781","10531"
"0500000US01053","Escambia County, Alabama","22986","1341","23477","1362","15101","8861","16950","3606","-","**","-","**"
"0500000US01055","Etowah County, Alabama","23677","661","24481","738","18909","2091","21239","4591","15291","5732","20865","6918"
"0500000US01057","Fayette County, Alabama","21529","1435","21163","1494","21602","3586","24643","4668","-","**","-","**"
"0500000US01059","Franklin County, Alabama","24210","1373","24418","1422","20938","3054","38804","7798","21685","5318","-","**"
"0500000US01061","Geneva County, Alabama","22376","1383","23203","1738","14828","5692","20237","4855","15900","8215","-","**"
"0500000US01063","Greene County, Alabama","16949","2581","17222","2754","11683","10051","6328","3835","-","**","-","**"
"0500000US01065","Hale County, Alabama","19167","1873","18492","1794","33802","16688","17100","15326","55875","33765","-","**"
"0500000US01067","Henry County, Alabama","23973","1339","24354","1306","22031","6465","13321","3905","-","**","-","**"
"0500000US01069","Houston County, Alabama","25191","392","25532","446","22003","1519","23315","4752","22713","4018","18250","10190"
"0500000US01071","Jackson County, Alabama","24004","1265","24151","1247","23450","8033","-","**","16675","2865","66313","442"
"0500000US01073","Jefferson County, Alabama","29369","465","30387","332","24099","1238","22884","2777","26172","2409","24129","4770"
"0500000US01075","Lamar County, Alabama","21355","2963","22445","3051","-","**","-","**","16604","1391","-","**"
"0500000US01077","Lauderdale County, Alabama","26007","580","27283","758","22468","2148","16957","3157","16714","5820","-","**"
"0500000US01079","Lawrence County, Alabama","24698","1661","25214","1506","17443","4804","20850","16260","21303","5437","31250","11340"
"0500000US01081","Lee County, Alabama","25439","1015","28550","1268","16148","2547","13486","2532","12726","2035","20614","8422"
"0500000US01083","Limestone County, Alabama","28473","1854","29674","1601","21114","5478","25328","8843","25759","5581","13080","3478"
"0500000US01085","Lowndes County, Alabama","17895","1610","17829","1630","16047","9645","26136","14159","39028","9847","-","**"
"0500000US01087","Macon County, Alabama","17540","1464","18493","1822","22596","5497","-","**","4375","1996","2,500-","***"
"0500000US01089","Madison County, Alabama","32588","858","34372","905","26688","2381","22781","3628","30823","2426","25990","15089"
"0500000US01091","Marengo County, Alabama","22415","2344","21578","2459","25880","16446","33250","18935","-","**","-","**"
"0500000US01093","Marion County, Alabama","20344","1112","20901","1171","13322","3669","13229","6647","-","**","-","**"
"0500000US01095","Marshall County, Alabama","24278","736","24905","702","20060","3406","17106","3276","15179","9033","31161","23565"
"0500000US01097","Mobile County, Alabama","25908","336","26424","372","22716","1398","16307","3488","22010","3377","20784","2733"
"0500000US01099","Monroe County, Alabama","20706","2505","20852","2579","19659","14595","-","**","-","**","-","**"
"0500000US01101","Montgomery County, Alabama","26487","559","29164","973","19229","963","17829","2522","21149","4654","25915","14294"
"0500000US01103","Morgan County, Alabama","26510","701","27240","797","20888","1807","20116","3878","23075","5254","25583","7052"
"0500000US01105","Perry County, Alabama","17576","1933","17981","1983","16173","9937","11203","2709","-","**","-","**"
"0500000US01107","Pickens County, Alabama","20311","1183","21100","1083","9269","5027","14500","5127","-","**","-","**"
"0500000US01109","Pike County, Alabama","20958","1286","22371","1466","20697","6404","8236","1806","10544","4188","-","**"
"0500000US01111","Randolph County, Alabama","24128","1740","24335","1803","22366","7643","25227","15412","16768","10952","-","**"
"0500000US01113","Russell County, Alabama","24726","1398","24798","1383","21000","4256","21053","5019","29242","6343","-","**"
"0500000US01115","St. Clair County, Alabama","28940","1727","29035","1682","26690","6044","27798","7438","33165","8943","-","**"
"0500000US01117","Shelby County, Alabama","38053","822","39437","846","30922","3475","30558","1996","25951","2645","-","**"
"0500000US01119","Sumter County, Alabama","15278","1314","15823","1332","9797","3464","6016","1321","22896","10936","-","**"
"0500000US01121","Talladega County, Alabama","22313","906","23369","1168","17500","4068","11050","3047","14015","4362","32865","32684"
"0500000US01123","Tallapoosa County, Alabama","24621","1055","24983","1150","22070","6722","15631","2838","30865","23271","16597","5876"
"0500000US01125","Tuscaloosa County, Alabama","25278","649","27984","1208","17849","2277","7581","1768","4652","579","13021","6456"
"0500000US01127","Walker County, Alabama","24078","908","25467","924","17900","3391","16456","3432","14022","3431","-","**"
"0500000US01129","Washington County, Alabama","21647","1703","21400","1940","20421","2605","40938","15792","36324","36028","-","**"
"0500000US01131","Wilcox County, Alabama","17766","1143","17997","1171","12443","6245","19271","8652","-","**","-","**"
"0500000US01133","Winston County, Alabama","20905","1119","21689","1420","20218","7099","11176","4082","-","**","39167","23038"
"0500000US02013","Aleutians East Borough, Alaska","29177","1470","30210","1584","27857","4545","45875","8619","27250","5596","11250","2377"
"0500000US02016","Aleutians West Census Area, Alaska","35204","3644","33000","3312","43897","6961","45865","17017","49716","8943","-","**"
"0500000US02020","Anchorage Municipality, Alaska","38390","702","40848","929","31553","1052","24315","3884","30205","3776","24798","7586"
"0500000US02050","Bethel Census Area, Alaska","14419","935","14041","917","20993","6116","-","**","49750","43486","-","**"
"0500000US02060","Bristol Bay Borough, Alaska","38804","4334","40417","6745","36250","23320","25625","19746","66875","48982","-","**"
"0500000US02068","Denali Borough, Alaska","26630","9981","32875","8672","53333","9042","-","**","21098","4049","-","**"
"0500000US02070","Dillingham Census Area, Alaska","23136","1797","20821","2456","43750","22251","40938","29268","58542","28504","-","**"
"0500000US02090","Fairbanks North Star Borough, Alaska","36644","1468","39541","1876","31493","1548","13703","6309","29012","5563","25179","11775"
"0500000US02100","Haines Borough, Alaska","34411","7270","33804","7019","51615","7220","5234","1610","-","**","-","**"
"0500000US02105","Hoonah-Angoon Census Area, Alaska","28750","4259","27500","3651","12344","6067","-","**","40208","18638","-","**"
"0500000US02110","Juneau City and Borough, Alaska","42746","2029","46081","3023","34926","6268","29213","4289","31535","4788","9700","6135"
"0500000US02122","Kenai Peninsula Borough, Alaska","30696","1101","31752","1243","24516","4424","23546","5989","28516","3251","3674","1168"
"0500000US02130","Ketchikan Gateway Borough, Alaska","35398","1526","37160","1780","29542","5284","20096","5973","30365","7681","-","**"
"0500000US02150","Kodiak Island Borough, Alaska","31806","2067","32366","2419","33321","13703","29375","12288","26788","3780","-","**"
"0500000US02158","Kusilvak Census Area, Alaska","11520","866","11130","963","19000","8031","-","**","63250","56685","-","**"
"0500000US02164","Lake and Peninsula Borough, Alaska","21080","2552","20897","2715","-","**","-","**","-","**","-","**"
"0500000US02170","Matanuska-Susitna Borough, Alaska","29828","982","30605","957","23739","2089","23099","5612","27917","8151","29435","8675"
"0500000US02180","Nome Census Area, Alaska","21213","1270","20040","1146","31000","8507","11250","6546","29821","22188","-","**"
"0500000US02185","North Slope Borough, Alaska","51525","5237","53566","4722","38269","18336","41136","18799","41296","20542","14125","7371"
"0500000US02188","Northwest Arctic Borough, Alaska","18986","1506","18433","1414","21964","13837","-","**","-","**","-","**"
"0500000US02195","Petersburg Borough, Alaska","28653","5044","30388","6946","22321","11660","50169","40991","14591","6243","-","**"
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","23921","1955","23952","2148","23958","7142","18125","12653","27083","12430","-","**"
"0500000US02220","Sitka City and Borough, Alaska","38659","1474","39780","1853","33633","3835","31181","8195","34803","16973","17083","14805"
"0500000US02230","Skagway Municipality, Alaska","35662","3963","40592","7529","34306","9666","36179","19472","17500","8347","21875","13144"
"0500000US02240","Southeast Fairbanks Census Area, Alaska","29888","5677","27667","5998","39438","20265","-","**","37656","13164","27292","18794"
"0500000US02261","Valdez-Cordova Census Area, Alaska","36760","4800","38742","4157","31667","15904","22026","9122","32521","13536","-","**"
"0500000US02275","Wrangell City and Borough, Alaska","27083","3428","26908","3872","25208","6984","-","**","31875","19881","-","**"
"0500000US02282","Yakutat City and Borough, Alaska","32159","5695","36500","8365","53355","12412","-","**","20250","12616","-","**"
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","19238","1147","19279","1126","18646","4913","-","**","-","**","-","**"
"0500000US04001","Apache County, Arizona","20596","964","20567","1029","20122","3838","18650","5263","29583","17437","76172","10734"
"0500000US04003","Cochise County, Arizona","25573","699","26534","668","20487","2195","16173","3244","25220","3391","22473","5888"
"0500000US04005","Coconino County, Arizona","25094","735","30150","920","16494","2738","6971","978","10767","2975","7371","5504"
"0500000US04007","Gila County, Arizona","24681","1129","24702","1144","26152","4076","18339","6038","36241","5496","16657","8036"
"0500000US04009","Graham County, Arizona","24123","1653","25615","1113","18192","3550","15689","6889","25382","15343","20795","12196"
"0500000US04011","Greenlee County, Arizona","31420","2585","32696","4993","16938","11528","24861","17076","-","**","-","**"
"0500000US04012","La Paz County, Arizona","20561","1254","21185","1486","18095","7717","16542","7718","16386","2404","-","**"
"0500000US04013","Maricopa County, Arizona","32158","125","32715","303","30435","321","23122","1497","31615","597","21388","1325"
"0500000US04015","Mohave County, Arizona","24105","526","24490","581","22118","1146","14996","3854","24081","1799","33546","15430"
"0500000US04017","Navajo County, Arizona","21256","617","21515","606","19588","3269","18284","4359","24444","8625","6389","5303"
"0500000US04019","Pima County, Arizona","27279","246","29343","434","22076","542","16185","1642","24155","1652","14972","5874"
"0500000US04021","Pinal County, Arizona","28080","689","29318","701","23878","1201","24173","3250","27123","2276","10505","4642"
"0500000US04023","Santa Cruz County, Arizona","22538","1219","22855","1283","20318","3637","26036","2466","26136","8973","-","**"
"0500000US04025","Yavapai County, Arizona","26689","448","26946","585","25000","2228","26387","2520","25264","3593","27310","10398"
"0500000US04027","Yuma County, Arizona","24291","561","24383","630","22653","1508","30236","5807","25122","2196","22485","5911"
"0500000US05001","Arkansas County, Arkansas","25843","1280","25764","1705","26688","1946","18804","17107","-","**","-","**"
"0500000US05003","Ashley County, Arkansas","23462","2180","24899","2231","15272","7295","13482","6028","11875","3524","45625","35045"
"0500000US05005","Baxter County, Arkansas","23819","976","23952","1130","22892","3554","17352","5655","27969","4554","-","**"
"0500000US05007","Benton County, Arkansas","33141","609","33475","669","32746","1939","29246","3284","33148","5126","23186","3027"
"0500000US05009","Boone County, Arkansas","23999","1435","24455","1416","24667","3856","18482","5907","20227","8311","52083","31588"
"0500000US05011","Bradley County, Arkansas","26213","2167","26376","2469","27222","19004","-","**","15982","12317","9688","5592"
"0500000US05013","Calhoun County, Arkansas","23725","3345","25313","4033","17500","9674","12317","5466","-","**","-","**"
"0500000US05015","Carroll County, Arkansas","24466","1631","25225","1618","17492","6658","20865","7887","17375","10010","-","**"
"0500000US05017","Chicot County, Arkansas","19980","1567","19927","1712","17689","6367","22557","18736","27292","7938","-","**"
"0500000US05019","Clark County, Arkansas","20430","1267","24857","2513","14292","5095","5587","1649","-","**","2,500-","***"
"0500000US05021","Clay County, Arkansas","21479","1285","22316","1379","14859","2516","20250","13123","9493","6627","-","**"
"0500000US05023","Cleburne County, Arkansas","24984","1161","25413","938","20870","3792","22083","3614","28405","10534","-","**"
"0500000US05025","Cleveland County, Arkansas","25617","2895","26375","3315","11875","7614","18125","16993","-","**","-","**"
"0500000US05027","Columbia County, Arkansas","19812","1595","20661","1477","12432","7718","10978","5138","13087","9744","-","**"
"0500000US05029","Conway County, Arkansas","23023","1563","23655","1570","18699","3351","21970","4111","19688","12297","-","**"
"0500000US05031","Craighead County, Arkansas","25852","768","28150","1176","21161","1559","17915","2468","12736","6151","10616","2856"
"0500000US05033","Crawford County, Arkansas","25758","924","26207","1245","25842","3171","19348","7368","25289","8609","8429","2381"
"0500000US05035","Crittenden County, Arkansas","23938","1122","25255","1102","18434","2648","30089","8595","15378","2625","-","**"
"0500000US05037","Cross County, Arkansas","25915","1338","26649","1368","23043","5958","16901","4796","38534","25329","-","**"
"0500000US05039","Dallas County, Arkansas","21699","1519","22672","1604","19063","5227","20850","4125","12579","6316","-","**"
"0500000US05041","Desha County, Arkansas","21551","1580","22680","2015","13426","5191","19904","10711","17222","5243","-","**"
"0500000US05043","Drew County, Arkansas","24236","2006","26340","2978","18194","8400","-","**","-","**","-","**"
"0500000US05045","Faulkner County, Arkansas","27130","770","29008","1125","18584","3466","14524","2836","13514","3125","-","**"
"0500000US05047","Franklin County, Arkansas","22283","1523","23143","1590","16447","2353","25921","8649","-","**","-","**"
"0500000US05049","Fulton County, Arkansas","18328","1489","19067","1514","16372","1419","15417","5807","15313","5164","-","**"
"0500000US05051","Garland County, Arkansas","24589","826","26091","790","16852","2075","22765","2856","21039","3070","-","**"
"0500000US05053","Grant County, Arkansas","27153","2490","27885","2666","26372","3943","13346","9167","50469","36155","-","**"
"0500000US05055","Greene County, Arkansas","24559","1507","25465","1433","19591","3422","20327","7279","25254","7374","-","**"
"0500000US05057","Hempstead County, Arkansas","23079","2196","23910","2712","19821","3896","19208","6963","16974","7252","-","**"
"0500000US05059","Hot Spring County, Arkansas","22711","1439","23730","1758","18671","4232","16301","4579","26870","4211","-","**"
"0500000US05061","Howard County, Arkansas","22610","1274","22799","1410","22125","5381","-","**","-","**","-","**"
"0500000US05063","Independence County, Arkansas","22541","1290","23509","1802","17284","6203","-","**","17244","8549","13571","1237"
"0500000US05065","Izard County, Arkansas","21763","2222","21992","2236","25278","14679","15500","9466","15119","5780","-","**"
"0500000US05067","Jackson County, Arkansas","19012","1372","20713","1395","19440","6103","9529","1708","11596","1231","-","**"
"0500000US05069","Jefferson County, Arkansas","24282","1388","24786","1395","23263","5813","16353","6741","8643","1905","23750","9019"
"0500000US05071","Johnson County, Arkansas","20955","1111","21517","1108","14158","2688","22250","17078","-","**","12125","3338"
"0500000US05073","Lafayette County, Arkansas","21109","2317","20563","2473","21667","15445","32462","22644","-","**","-","**"
"0500000US05075","Lawrence County, Arkansas","20692","1240","21532","1316","15247","3237","16341","6474","23672","16860","-","**"
"0500000US05077","Lee County, Arkansas","17433","2177","19744","3190","16493","8274","10521","5068","2,500-","***","-","**"
"0500000US05079","Lincoln County, Arkansas","21875","2844","22561","3212","27188","22252","15208","8113","-","**","-","**"
"0500000US05081","Little River County, Arkansas","25886","1479","26520","1420","17270","10633","21250","7324","17431","12954","-","**"
"0500000US05083","Logan County, Arkansas","21690","1053","22007","1127","20586","3320","22108","4182","15757","5948","-","**"
"0500000US05085","Lonoke County, Arkansas","30896","895","31460","998","27991","3564","22676","4568","29144","10373","-","**"
"0500000US05087","Madison County, Arkansas","22565","1577","23378","1765","15417","2592","18750","5237","44306","24057","-","**"
"0500000US05089","Marion County, Arkansas","19980","1036","20729","1300","19035","3122","14167","7663","16959","2579","-","**"
"0500000US05091","Miller County, Arkansas","24076","1438","25983","2089","16845","1559","11322","5608","19962","5912","-","**"
"0500000US05093","Mississippi County, Arkansas","22045","1267","23471","1547","17368","2555","14942","3855","16581","3681","-","**"
"0500000US05095","Monroe County, Arkansas","22568","3171","25096","3190","9735","3515","18583","10263","14360","2210","-","**"
"0500000US05097","Montgomery County, Arkansas","20328","1574","21314","2156","14360","3974","25530","8858","14116","1051","-","**"
"0500000US05099","Nevada County, Arkansas","23031","1920","22746","2151","26747","3948","13542","6236","28327","4291","-","**"
"0500000US05101","Newton County, Arkansas","19494","1548","19991","1551","14826","6491","12407","10324","14875","6091","-","**"
"0500000US05103","Ouachita County, Arkansas","21126","1199","21582","1312","15411","4639","-","**","26667","14544","-","**"
"0500000US05105","Perry County, Arkansas","22924","1554","23445","1504","26500","15259","20500","14978","-","**","-","**"
"0500000US05107","Phillips County, Arkansas","20294","1580","21175","1707","15212","6032","13807","5245","15801","6103","-","**"
"0500000US05109","Pike County, Arkansas","22055","1154","23249","1949","18297","2733","16750","5104","-","**","-","**"
"0500000US05111","Poinsett County, Arkansas","22119","1206","23671","1999","16327","1994","20423","5709","21125","7494","-","**"
"0500000US05113","Polk County, Arkansas","20349","1649","21878","1854","14705","2647","-","**","7076","3201","39432","19949"
"0500000US05115","Pope County, Arkansas","21502","833","23160","938","18261","2050","9238","2368","15536","13461","-","**"
"0500000US05117","Prairie County, Arkansas","26857","1554","27320","1852","24958","5519","19875","11552","23125","9416","-","**"
"0500000US05119","Pulaski County, Arkansas","30084","569","31095","560","23224","2085","22859","1957","29872","3121","26801","5878"
"0500000US05121","Randolph County, Arkansas","21347","1414","22030","1468","14788","2770","22927","4428","25417","17883","-","**"
"0500000US05123","St. Francis County, Arkansas","19988","1176","20661","1257","15284","4893","21504","5406","10882","5393","-","**"
"0500000US05125","Saline County, Arkansas","31869","782","32740","1327","24824","4690","23511","5149","21667","2606","-","**"
"0500000US05127","Scott County, Arkansas","20376","1452","20480","1538","14593","9048","-","**","17583","12451","-","**"
"0500000US05129","Searcy County, Arkansas","19255","1926","19670","2092","17766","2694","9649","4617","20625","14179","41023","12211"
"0500000US05131","Sebastian County, Arkansas","25248","498","25986","584","21374","1798","20430","4208","25289","5228","-","**"
"0500000US05133","Sevier County, Arkansas","24010","2131","24767","1980","18393","1612","22083","8989","15833","7886","-","**"
"0500000US05135","Sharp County, Arkansas","19852","1183","20833","1167","17383","5096","15576","3522","14460","4799","13214","3806"
"0500000US05137","Stone County, Arkansas","18521","1724","18702","1887","19036","5627","17308","6130","10647","3536","-","**"
"0500000US05139","Union County, Arkansas","24325","1257","24689","1262","25130","9044","14424","5650","10417","4528","55313","18676"
"0500000US05141","Van Buren County, Arkansas","20302","1473","20868","1519","16196","4229","14355","5622","31208","15689","3750","1647"
"0500000US05143","Washington County, Arkansas","27431","565","29615","1022","21916","1204","21223","1475","25311","3324","6197","2284"
"0500000US05145","White County, Arkansas","23470","1492","26238","993","17418","2985","15431","4598","6241","3103","-","**"
"0500000US05147","Woodruff County, Arkansas","22792","2186","23327","2396","19135","12435","18816","10456","6023","2066","-","**"
"0500000US05149","Yell County, Arkansas","23158","1669","24193","1636","16939","1699","17522","6803","32155","17820","-","**"
"0500000US06001","Alameda County, California","43583","381","43928","401","41286","1472","44341","2087","43130","4251","22303","4929"
"0500000US06003","Alpine County, California","30512","3752","31188","2849","-","**","-","**","-","**","-","**"
"0500000US06005","Amador County, California","31160","1235","31816","1507","21581","6551","31219","2628","20102","10502","-","**"
"0500000US06007","Butte County, California","24067","622","25609","709","20033","1351","14218","3355","16750","6529","13333","8963"
"0500000US06009","Calaveras County, California","29124","2161","30522","1592","18105","5150","21136","8135","-","**","10446","2061"
"0500000US06011","Colusa County, California","27103","1553","28044","2990","23700","5486","24516","11853","10263","9782","-","**"
"0500000US06013","Contra Costa County, California","42181","483","42728","584","37538","2402","42919","2287","34719","5998","17062","5449"
"0500000US06015","Del Norte County, California","23493","2032","24136","1905","15601","4020","23631","8625","27188","18821","-","**"
"0500000US06017","El Dorado County, California","36682","1174","37261","1271","31241","3269","38163","3152","28356","4680","14800","12530"
"0500000US06019","Fresno County, California","25238","310","25807","324","21772","723","21325","1585","24583","5016","13810","5965"
"0500000US06021","Glenn County, California","24329","1312","24868","1315","19408","6707","17641","4888","-","**","6530","771"
"0500000US06023","Humboldt County, California","25114","724","27030","782","19320","2003","12952","2695","19559","5194","6766","5426"
"0500000US06025","Imperial County, California","18245","744","18394","835","19500","2687","14330","3198","16207","9344","9071","5558"
"0500000US06027","Inyo County, California","31566","1527","32463","1764","25714","4958","32188","12195","17382","8309","-","**"
"0500000US06029","Kern County, California","25013","290","25510","303","22914","995","18094","1924","23649","4381","12321","6901"
"0500000US06031","Kings County, California","26841","608","27368","857","25085","2582","22419","2650","26955","1697","-","**"
"0500000US06033","Lake County, California","25172","952","25468","989","22295","2926","24784","2818","20406","13518","-","**"
"0500000US06035","Lassen County, California","30814","1315","31935","1297","30825","6272","18019","5380","23068","15634","2,500-","***"
"0500000US06037","Los Angeles County, California","29985","124","29901","190","30856","263","28420","1939","31469","644","19140","1721"
"0500000US06039","Madera County, California","23691","724","24396","776","20043","2263","15415","1928","25208","14747","13571","11967"
"0500000US06041","Marin County, California","52866","1011","54559","1248","43343","7520","37245","5837","47014","8510","25689","3157"
"0500000US06043","Mariposa County, California","27678","1779","27866","2333","27329","2947","28906","16001","-","**","-","**"
"0500000US06045","Mendocino County, California","26784","818","27497","1318","20892","2688","18621","7124","25234","18759","-","**"
"0500000US06047","Merced County, California","24873","595","25726","548","21222","2481","16031","4287","20948","11960","6776","5026"
"0500000US06049","Modoc County, California","25106","2101","24796","2355","25316","11529","24274","8627","26102","1473","-","**"
"0500000US06051","Mono County, California","30701","3706","33617","6798","20063","4030","22396","8419","13871","5075","17883","3180"
"0500000US06053","Monterey County, California","28207","686","28771","707","30254","2499","21309","1389","24879","1977","22241","3219"
"0500000US06055","Napa County, California","37953","1022","38626","1131","32529","3644","36409","6894","31531","4622","11181","2508"
"0500000US06057","Nevada County, California","32359","952","33355","1574","25915","2656","33060","5341","31875","10499","12770","5138"
"0500000US06059","Orange County, California","36135","258","36255","278","36318","933","32950","1773","39614","2462","19124","2670"
"0500000US06061","Placer County, California","41130","797","42081","857","35784","4662","36551","2854","30146","3412","17695","13854"
"0500000US06063","Plumas County, California","31351","2090","32306","2459","22937","5548","21225","16058","21429","16345","35903","10401"
"0500000US06065","Riverside County, California","28557","257","28866","275","26357","606","28856","1909","27730","3013","23782","3646"
"0500000US06067","Sacramento County, California","32275","183","33325","400","29091","1491","27054","1470","31200","2000","13688","1872"
"0500000US06069","San Benito County, California","33547","1543","34274","1688","30827","4029","32158","5100","27019","2509","-","**"
"0500000US06071","San Bernardino County, California","27235","205","27666","392","25206","644","24698","1311","24357","1712","22377","2219"
"0500000US06073","San Diego County, California","34307","369","35055","297","33007","1194","27142","1644","31095","1244","23872","1283"
"0500000US06075","San Francisco County, California","52677","530","51425","608","73269","3956","42340","3774","70321","4528","52789","4442"
"0500000US06077","San Joaquin County, California","29535","589","30196","382","25110","1247","28561","2410","24084","6516","12160","2751"
"0500000US06079","San Luis Obispo County, California","31938","459","35366","885","18474","3157","12851","2367","22245","4985","-","**"
"0500000US06081","San Mateo County, California","49128","817","49001","897","48191","4533","53605","4326","63409","3003","26294","5379"
"0500000US06083","Santa Barbara County, California","29657","723","31716","488","22246","1129","15794","1578","26682","3334","17475","4453"
"0500000US06085","Santa Clara County, California","47584","560","47150","562","52231","1684","45365","3591","55577","4518","35150","6635"
"0500000US06087","Santa Cruz County, California","31174","669","32868","1463","22217","3308","14579","3717","23978","2287","13819","9860"
"0500000US06089","Shasta County, California","27000","726","27900","1176","21646","1804","21051","3776","24040","4113","7906","2047"
"0500000US06091","Sierra County, California","28138","6952","28239","9109","28542","1213","-","**","26625","11624","-","**"
"0500000US06093","Siskiyou County, California","25576","966","25622","948","21449","3437","30519","4477","25000","5871","-","**"
"0500000US06095","Solano County, California","36273","618","37031","717","31995","1822","31846","2570","32042","5082","24375","7820"
"0500000US06097","Sonoma County, California","36623","543","37427","579","32170","1835","29784","4123","30968","2323","15283","6062"
"0500000US06099","Stanislaus County, California","27840","630","28166","724","26726","1518","26198","1803","33734","7074","8333","4380"
"0500000US06101","Sutter County, California","26334","739","27381","1164","19861","2411","21932","2279","23888","3624","-","**"
"0500000US06103","Tehama County, California","23061","999","23619","976","19180","2244","22005","6692","15987","7973","23409","3785"
"0500000US06105","Trinity County, California","23901","1609","24978","2107","14750","8708","-","**","20143","4601","-","**"
"0500000US06107","Tulare County, California","22994","596","23354","571","22101","1784","18096","2170","17238","2437","10343","3091"
"0500000US06109","Tuolumne County, California","29458","1688","30002","1842","30867","4375","22201","7375","22304","1939","11974","11282"
"0500000US06111","Ventura County, California","33814","620","34202","636","32308","1284","32649","3613","31550","1704","20182","3870"
"0500000US06113","Yolo County, California","30331","777","34952","1318","17472","1985","10951","1266","22464","6824","15973","3916"
"0500000US06115","Yuba County, California","27877","1473","29356","1637","24275","5357","24035","2373","21559","4402","26172","18907"
"0500000US08001","Adams County, Colorado","34088","612","34662","672","32413","1340","32502","1695","31432","4150","12078","5944"
"0500000US08003","Alamosa County, Colorado","21241","3261","24258","2827","15918","1990","11220","2653","-","**","8229","4971"
"0500000US08005","Arapahoe County, Colorado","38273","459","39200","533","36383","1545","35218","1541","32653","3750","16603","4785"
"0500000US08007","Archuleta County, Colorado","26314","2208","26663","2691","19182","2640","26579","12653","36371","12467","10972","8756"
"0500000US08009","Baca County, Colorado","23096","2760","22617","2889","25804","13065","33750","6139","15313","7113","-","**"
"0500000US08011","Bent County, Colorado","20260","2136","20682","2039","8393","3872","26985","5012","21458","10170","-","**"
