,date,county,state,fips,cases,deaths,new_cases,emp_combined,emp_combined_inclow,revenue_all,spend_all
447933,2020-03-24,Harrison,West Virginia,54033.0,3,0.0,0.0,-0.0403,.,-0.489,-0.456
447934,2020-03-25,Harrison,West Virginia,54033.0,3,0.0,0.0,-0.0481,.,-0.531,-0.469
447935,2020-03-26,Harrison,West Virginia,54033.0,4,0.0,1.0,-0.0555,.,-0.5710000000000001,-0.432
447936,2020-03-27,Harrison,West Virginia,54033.0,4,0.0,0.0,-0.0622,.,-0.606,-0.376
447937,2020-03-28,Harrison,West Virginia,54033.0,5,0.0,1.0,-0.0681,.,-0.604,-0.382
447938,2020-03-29,Harrison,West Virginia,54033.0,7,0.0,2.0,-0.0732,.,-0.627,-0.371
447939,2020-03-30,Harrison,West Virginia,54033.0,10,0.0,3.0,-0.0778,.,-0.6729999999999999,-0.347
447940,2020-03-31,Harrison,West Virginia,54033.0,11,0.0,1.0,-0.0822,.,-0.6890000000000001,-0.366
447941,2020-04-01,Harrison,West Virginia,54033.0,14,0.0,3.0,-0.0868,.,-0.6940000000000001,-0.363
447942,2020-04-02,Harrison,West Virginia,54033.0,17,0.0,3.0,-0.092,.,-0.647,-0.361
447943,2020-04-03,Harrison,West Virginia,54033.0,17,0.0,0.0,-0.0981,.,-0.62,-0.365
447944,2020-04-04,Harrison,West Virginia,54033.0,19,0.0,2.0,-0.106,.,-0.623,-0.421
447945,2020-04-05,Harrison,West Virginia,54033.0,24,0.0,5.0,-0.115,.,-0.613,-0.408
447946,2020-04-06,Harrison,West Virginia,54033.0,25,1.0,1.0,-0.125,.,-0.622,-0.423
447947,2020-04-07,Harrison,West Virginia,54033.0,25,1.0,0.0,-0.136,.,-0.606,-0.403
447948,2020-04-08,Harrison,West Virginia,54033.0,29,1.0,4.0,-0.147,.,-0.579,-0.386
447949,2020-04-09,Harrison,West Virginia,54033.0,29,1.0,0.0,-0.157,.,-0.624,-0.426
447950,2020-04-10,Harrison,West Virginia,54033.0,28,1.0,-1.0,-0.167,.,-0.609,-0.434
447951,2020-04-11,Harrison,West Virginia,54033.0,28,1.0,0.0,-0.175,.,-0.6,-0.393
447952,2020-04-12,Harrison,West Virginia,54033.0,28,1.0,0.0,-0.182,.,-0.584,-0.422
447953,2020-04-13,Harrison,West Virginia,54033.0,28,1.0,0.0,-0.188,.,-0.513,-0.406
447954,2020-04-14,Harrison,West Virginia,54033.0,28,1.0,0.0,-0.192,.,-0.51,-0.371
447955,2020-04-15,Harrison,West Virginia,54033.0,28,1.0,0.0,-0.195,.,-0.486,-0.309
447956,2020-04-16,Harrison,West Virginia,54033.0,29,1.0,1.0,-0.197,.,-0.46399999999999997,-0.339
447957,2020-04-17,Harrison,West Virginia,54033.0,29,1.0,0.0,-0.199,.,-0.38799999999999996,-0.343
447958,2020-04-18,Harrison,West Virginia,54033.0,29,1.0,0.0,-0.2,.,-0.406,-0.395
447959,2020-04-19,Harrison,West Virginia,54033.0,30,1.0,1.0,-0.2,.,-0.42,-0.38
