,date,county,state,fips,cases,deaths,emp_combined,emp_combined_inclow,merchants_all,spend_all
3550,2020-03-18,Wichita,Texas,48485.0,1,0.0,-0.0204,.,,-0.08470000300000001
4109,2020-03-19,Wichita,Texas,48485.0,1,0.0,-0.0213,.,,-0.15099999
4757,2020-03-20,Wichita,Texas,48485.0,4,0.0,-0.0222,.,,-0.243
5486,2020-03-21,Wichita,Texas,48485.0,4,0.0,-0.0236,.,,-0.242
6279,2020-03-22,Wichita,Texas,48485.0,5,0.0,-0.0255,.,,-0.237
7128,2020-03-23,Wichita,Texas,48485.0,5,0.0,-0.0276,.,,-0.25600001
8047,2020-03-24,Wichita,Texas,48485.0,6,0.0,-0.0301,.,,-0.22699999999999998
9062,2020-03-25,Wichita,Texas,48485.0,6,0.0,-0.0327,.,,-0.228
10142,2020-03-26,Wichita,Texas,48485.0,8,0.0,-0.0354,.,,-0.23
11287,2020-03-27,Wichita,Texas,48485.0,15,0.0,-0.0381,.,,-0.161
12479,2020-03-28,Wichita,Texas,48485.0,15,0.0,-0.0404,.,,-0.19499999
13709,2020-03-29,Wichita,Texas,48485.0,28,0.0,-0.0427,.,,-0.29499999
14975,2020-03-30,Wichita,Texas,48485.0,28,0.0,-0.0448,.,,-0.30899999
16273,2020-03-31,Wichita,Texas,48485.0,30,0.0,-0.0466,.,,-0.32300001
17608,2020-04-01,Wichita,Texas,48485.0,38,0.0,-0.0479,.,,-0.391
18976,2020-04-02,Wichita,Texas,48485.0,43,0.0,-0.049,.,,-0.44400001
20361,2020-04-03,Wichita,Texas,48485.0,44,0.0,-0.0495,.,,-0.42699999
21779,2020-04-04,Wichita,Texas,48485.0,44,0.0,-0.0492,.,,-0.405
23207,2020-04-05,Wichita,Texas,48485.0,46,0.0,-0.0485,.,,-0.36500001
24644,2020-04-06,Wichita,Texas,48485.0,48,0.0,-0.0478,.,,-0.36500001
26095,2020-04-07,Wichita,Texas,48485.0,48,0.0,-0.0473,.,,-0.39899999
27554,2020-04-08,Wichita,Texas,48485.0,50,0.0,-0.0473,.,,-0.42399999
29021,2020-04-09,Wichita,Texas,48485.0,50,0.0,-0.0479,.,,-0.384
30500,2020-04-10,Wichita,Texas,48485.0,54,0.0,-0.0494,.,,-0.30599999
31992,2020-04-11,Wichita,Texas,48485.0,54,0.0,-0.0512,.,,-0.28400001
33488,2020-04-12,Wichita,Texas,48485.0,56,0.0,-0.0539,.,,-0.31299999
34989,2020-04-13,Wichita,Texas,48485.0,56,0.0,-0.0573,.,,-0.271
36494,2020-04-14,Wichita,Texas,48485.0,56,0.0,-0.0607,.,,-0.27500001
38005,2020-04-15,Wichita,Texas,48485.0,57,1.0,-0.0646,.,,-0.04769999900000001
39520,2020-04-16,Wichita,Texas,48485.0,57,1.0,-0.0686,.,,-0.076399997
41039,2020-04-17,Wichita,Texas,48485.0,58,1.0,-0.0729,.,,-0.21799999
42559,2020-04-18,Wichita,Texas,48485.0,59,2.0,-0.077,.,,-0.24699999
44085,2020-04-19,Wichita,Texas,48485.0,60,2.0,-0.0808,.,,-0.18000001
45612,2020-04-20,Wichita,Texas,48485.0,60,2.0,-0.0841,.,,-0.21699999
47141,2020-04-21,Wichita,Texas,48485.0,62,2.0,-0.0874,.,,-0.27000001
