,date,county,state,fips,cases,deaths,new_cases,emp_combined,emp_combined_inclow,revenue_all,spend_all
62982,2020-03-24,Bryan,Georgia,13029.0,2,0.0,0.0,,,,-0.15000001
62983,2020-03-25,Bryan,Georgia,13029.0,3,0.0,1.0,,,,-0.155
62984,2020-03-26,Bryan,Georgia,13029.0,3,0.0,0.0,,,,-0.16599999
62985,2020-03-27,Bryan,Georgia,13029.0,5,0.0,2.0,,,,-0.223
62986,2020-03-28,Bryan,Georgia,13029.0,7,0.0,2.0,,,,-0.29499999
62987,2020-03-29,Bryan,Georgia,13029.0,7,0.0,0.0,,,,-0.29499999
62988,2020-03-30,Bryan,Georgia,13029.0,7,0.0,0.0,,,,-0.31600001
62989,2020-03-31,Bryan,Georgia,13029.0,7,0.0,0.0,,,,-0.31
62990,2020-04-01,Bryan,Georgia,13029.0,9,1.0,2.0,,,,-0.273
62991,2020-04-02,Bryan,Georgia,13029.0,11,1.0,2.0,,,,-0.25799999
62992,2020-04-03,Bryan,Georgia,13029.0,15,1.0,4.0,,,,-0.25400001
62993,2020-04-04,Bryan,Georgia,13029.0,15,1.0,0.0,,,,-0.24600001
62994,2020-04-05,Bryan,Georgia,13029.0,17,1.0,2.0,,,,-0.26300001
62995,2020-04-06,Bryan,Georgia,13029.0,24,2.0,7.0,,,,-0.29699999
62996,2020-04-07,Bryan,Georgia,13029.0,26,2.0,2.0,,,,-0.28600001
62997,2020-04-08,Bryan,Georgia,13029.0,25,2.0,-1.0,,,,-0.29600000000000004
62998,2020-04-09,Bryan,Georgia,13029.0,28,2.0,3.0,,,,-0.29800001
62999,2020-04-10,Bryan,Georgia,13029.0,29,2.0,1.0,,,,-0.27700001
63000,2020-04-11,Bryan,Georgia,13029.0,28,1.0,-1.0,,,,-0.287
63001,2020-04-12,Bryan,Georgia,13029.0,29,1.0,1.0,,,,-0.308
63002,2020-04-13,Bryan,Georgia,13029.0,30,2.0,1.0,,,,-0.29899999
63003,2020-04-14,Bryan,Georgia,13029.0,30,2.0,0.0,,,,-0.289
63004,2020-04-15,Bryan,Georgia,13029.0,30,2.0,0.0,,,,-0.27599999
63005,2020-04-16,Bryan,Georgia,13029.0,30,2.0,0.0,,,,-0.27700001
63006,2020-04-17,Bryan,Georgia,13029.0,31,2.0,1.0,,,,-0.31099999
63007,2020-04-18,Bryan,Georgia,13029.0,32,2.0,1.0,,,,-0.26100001
63008,2020-04-19,Bryan,Georgia,13029.0,33,2.0,1.0,,,,-0.237
63009,2020-04-20,Bryan,Georgia,13029.0,34,2.0,1.0,,,,-0.20800000000000002
63010,2020-04-21,Bryan,Georgia,13029.0,34,2.0,0.0,,,,-0.23999999
63011,2020-04-22,Bryan,Georgia,13029.0,37,2.0,3.0,,,,-0.25400001
63012,2020-04-23,Bryan,Georgia,13029.0,43,2.0,6.0,,,,-0.16500001
63013,2020-04-24,Bryan,Georgia,13029.0,47,2.0,4.0,,,,-0.131
63014,2020-04-25,Bryan,Georgia,13029.0,47,2.0,0.0,,,,-0.222
63015,2020-04-26,Bryan,Georgia,13029.0,47,2.0,0.0,,,,-0.19899999999999998
63016,2020-04-27,Bryan,Georgia,13029.0,48,2.0,1.0,,,,-0.24100000000000002
63017,2020-04-28,Bryan,Georgia,13029.0,50,2.0,2.0,,,,-0.22400001
63018,2020-04-29,Bryan,Georgia,13029.0,51,2.0,1.0,,,,-0.221
63019,2020-04-30,Bryan,Georgia,13029.0,52,2.0,1.0,,,,-0.259
63020,2020-05-01,Bryan,Georgia,13029.0,54,3.0,2.0,,,,-0.25099999
63021,2020-05-02,Bryan,Georgia,13029.0,54,3.0,0.0,,,,-0.183
63022,2020-05-03,Bryan,Georgia,13029.0,54,3.0,0.0,,,,-0.20900001
63023,2020-05-04,Bryan,Georgia,13029.0,55,4.0,1.0,,,,-0.15099999
63024,2020-05-05,Bryan,Georgia,13029.0,56,4.0,1.0,,,,-0.145
63025,2020-05-06,Bryan,Georgia,13029.0,57,4.0,1.0,,,,-0.124
63026,2020-05-07,Bryan,Georgia,13029.0,57,4.0,0.0,,,,-0.132
63027,2020-05-08,Bryan,Georgia,13029.0,59,4.0,2.0,,,,-0.15000001
63028,2020-05-09,Bryan,Georgia,13029.0,59,4.0,0.0,,,,-0.14
63029,2020-05-10,Bryan,Georgia,13029.0,60,4.0,1.0,,,,-0.125
63030,2020-05-11,Bryan,Georgia,13029.0,60,4.0,0.0,,,,-0.127
63031,2020-05-12,Bryan,Georgia,13029.0,61,4.0,1.0,,,,-0.097099997
63032,2020-05-13,Bryan,Georgia,13029.0,61,4.0,0.0,,,,-0.13
63033,2020-05-14,Bryan,Georgia,13029.0,61,4.0,0.0,,,,-0.162
63034,2020-05-15,Bryan,Georgia,13029.0,61,4.0,0.0,,,,-0.14800000000000002
63035,2020-05-16,Bryan,Georgia,13029.0,61,4.0,0.0,,,,-0.16599999
63036,2020-05-17,Bryan,Georgia,13029.0,61,4.0,0.0,,,,-0.149
63037,2020-05-18,Bryan,Georgia,13029.0,65,4.0,4.0,,,,-0.132
63038,2020-05-19,Bryan,Georgia,13029.0,66,5.0,1.0,,,,-0.13699999
63039,2020-05-20,Bryan,Georgia,13029.0,67,5.0,1.0,,,,-0.14399999
63040,2020-05-21,Bryan,Georgia,13029.0,67,5.0,0.0,,,,-0.134
63041,2020-05-22,Bryan,Georgia,13029.0,68,5.0,1.0,,,,-0.13600001
63042,2020-05-23,Bryan,Georgia,13029.0,69,5.0,1.0,,,,-0.106
63043,2020-05-24,Bryan,Georgia,13029.0,70,5.0,1.0,,,,-0.111
63044,2020-05-25,Bryan,Georgia,13029.0,70,5.0,0.0,,,,-0.079400003
63045,2020-05-26,Bryan,Georgia,13029.0,72,5.0,2.0,,,,-0.132
63046,2020-05-27,Bryan,Georgia,13029.0,73,5.0,1.0,,,,-0.1
63047,2020-05-28,Bryan,Georgia,13029.0,74,5.0,1.0,,,,-0.096600004
63048,2020-05-29,Bryan,Georgia,13029.0,74,5.0,0.0,,,,-0.107
63049,2020-05-30,Bryan,Georgia,13029.0,74,5.0,0.0,,,,-0.19
63050,2020-05-31,Bryan,Georgia,13029.0,74,5.0,0.0,,,,-0.242
63051,2020-06-01,Bryan,Georgia,13029.0,75,5.0,1.0,,,,-0.29800001
63052,2020-06-02,Bryan,Georgia,13029.0,75,5.0,0.0,,,,-0.273
63053,2020-06-03,Bryan,Georgia,13029.0,77,5.0,2.0,,,,-0.25299999
63054,2020-06-04,Bryan,Georgia,13029.0,78,5.0,1.0,,,,-0.28600001
63055,2020-06-05,Bryan,Georgia,13029.0,77,5.0,-1.0,,,,-0.27700001
63056,2020-06-06,Bryan,Georgia,13029.0,77,5.0,0.0,,,,-0.221
63057,2020-06-07,Bryan,Georgia,13029.0,77,5.0,0.0,,,,-0.2
63058,2020-06-08,Bryan,Georgia,13029.0,78,5.0,1.0,,,,-0.163
63059,2020-06-09,Bryan,Georgia,13029.0,80,5.0,2.0,,,,-0.222
63060,2020-06-10,Bryan,Georgia,13029.0,80,5.0,0.0,,,,-0.17
63061,2020-06-11,Bryan,Georgia,13029.0,83,5.0,3.0,,,,-0.125
63062,2020-06-12,Bryan,Georgia,13029.0,83,5.0,0.0,,,,-0.17900001
63063,2020-06-13,Bryan,Georgia,13029.0,85,5.0,2.0,,,,-0.16599999
63064,2020-06-14,Bryan,Georgia,13029.0,86,5.0,1.0,,,,-0.13500001
