,date,county,state,fips,cases,deaths,emp_combined,emp_combined_inclow,merchants_all,spend_all
8865,2020-03-25,Pottawatomie,Oklahoma,40125.0,1,0.0,,,,-0.19
9930,2020-03-26,Pottawatomie,Oklahoma,40125.0,2,0.0,,,,-0.184
11064,2020-03-27,Pottawatomie,Oklahoma,40125.0,2,0.0,,,,-0.191
12243,2020-03-28,Pottawatomie,Oklahoma,40125.0,2,0.0,,,,-0.19
13464,2020-03-29,Pottawatomie,Oklahoma,40125.0,2,0.0,,,,-0.16
14725,2020-03-30,Pottawatomie,Oklahoma,40125.0,2,0.0,,,,-0.16899999999999998
16020,2020-03-31,Pottawatomie,Oklahoma,40125.0,5,0.0,,,,-0.14800000000000002
17347,2020-04-01,Pottawatomie,Oklahoma,40125.0,6,0.0,,,,-0.16
18705,2020-04-02,Pottawatomie,Oklahoma,40125.0,9,0.0,,,,-0.182
20088,2020-04-03,Pottawatomie,Oklahoma,40125.0,11,0.0,,,,-0.141
21500,2020-04-04,Pottawatomie,Oklahoma,40125.0,11,0.0,,,,-0.11
22927,2020-04-05,Pottawatomie,Oklahoma,40125.0,12,0.0,,,,-0.08990000199999999
24363,2020-04-06,Pottawatomie,Oklahoma,40125.0,13,1.0,,,,-0.069300003
25812,2020-04-07,Pottawatomie,Oklahoma,40125.0,19,1.0,,,,-0.0691
27271,2020-04-08,Pottawatomie,Oklahoma,40125.0,20,1.0,,,,-0.067699999
28736,2020-04-09,Pottawatomie,Oklahoma,40125.0,24,1.0,,,,-0.09749999599999999
30213,2020-04-10,Pottawatomie,Oklahoma,40125.0,25,2.0,,,,-0.14800000000000002
31704,2020-04-11,Pottawatomie,Oklahoma,40125.0,25,2.0,,,,-0.16399999999999998
33200,2020-04-12,Pottawatomie,Oklahoma,40125.0,26,3.0,,,,-0.161
34701,2020-04-13,Pottawatomie,Oklahoma,40125.0,26,3.0,,,,-0.11800000000000001
36204,2020-04-14,Pottawatomie,Oklahoma,40125.0,28,3.0,,,,-0.145
37713,2020-04-15,Pottawatomie,Oklahoma,40125.0,28,3.0,,,,-0.114
39228,2020-04-16,Pottawatomie,Oklahoma,40125.0,32,3.0,,,,-0.056000002
40746,2020-04-17,Pottawatomie,Oklahoma,40125.0,33,3.0,,,,-0.044399999
42266,2020-04-18,Pottawatomie,Oklahoma,40125.0,35,4.0,,,,0.0112
43791,2020-04-19,Pottawatomie,Oklahoma,40125.0,36,4.0,,,,0.037000000000000005
45318,2020-04-20,Pottawatomie,Oklahoma,40125.0,36,4.0,,,,0.030999999
46847,2020-04-21,Pottawatomie,Oklahoma,40125.0,36,4.0,,,,0.13
48378,2020-04-22,Pottawatomie,Oklahoma,40125.0,37,4.0,,,,0.1
49909,2020-04-23,Pottawatomie,Oklahoma,40125.0,38,4.0,,,,0.0744
51440,2020-04-24,Pottawatomie,Oklahoma,40125.0,40,4.0,,,,0.081799999
52974,2020-04-25,Pottawatomie,Oklahoma,40125.0,40,4.0,,,,0.074199997
54510,2020-04-26,Pottawatomie,Oklahoma,40125.0,40,4.0,,,,0.072700001
56046,2020-04-27,Pottawatomie,Oklahoma,40125.0,42,4.0,,,,0.05090000099999999
57584,2020-04-28,Pottawatomie,Oklahoma,40125.0,43,4.0,,,,-0.0222
59122,2020-04-29,Pottawatomie,Oklahoma,40125.0,43,4.0,,,,0.0029200001
60660,2020-04-30,Pottawatomie,Oklahoma,40125.0,45,4.0,,,,0.00036599998999999994
62200,2020-05-01,Pottawatomie,Oklahoma,40125.0,48,4.0,,,,-0.030999999
63742,2020-05-02,Pottawatomie,Oklahoma,40125.0,51,4.0,,,,-0.036699999
65286,2020-05-03,Pottawatomie,Oklahoma,40125.0,52,4.0,,,,-0.0275
66830,2020-05-04,Pottawatomie,Oklahoma,40125.0,52,4.0,,,,-0.049600001
68377,2020-05-05,Pottawatomie,Oklahoma,40125.0,52,4.0,,,,0.016100001
69924,2020-05-06,Pottawatomie,Oklahoma,40125.0,52,4.0,,,,0.036699999
71478,2020-05-07,Pottawatomie,Oklahoma,40125.0,53,4.0,,,,0.046999998
73032,2020-05-08,Pottawatomie,Oklahoma,40125.0,54,4.0,,,,0.10300000000000001
74586,2020-05-09,Pottawatomie,Oklahoma,40125.0,54,4.0,,,,0.11699999999999999
76140,2020-05-10,Pottawatomie,Oklahoma,40125.0,54,4.0,,,,0.088500001
77694,2020-05-11,Pottawatomie,Oklahoma,40125.0,54,4.0,,,,0.10099999999999999
79248,2020-05-12,Pottawatomie,Oklahoma,40125.0,54,4.0,,,,0.035300002000000004
80802,2020-05-13,Pottawatomie,Oklahoma,40125.0,55,4.0,,,,0.0085899998
82356,2020-05-14,Pottawatomie,Oklahoma,40125.0,55,4.0,,,,-0.0095899999
83911,2020-05-15,Pottawatomie,Oklahoma,40125.0,55,4.0,,,,-0.074500002
85467,2020-05-16,Pottawatomie,Oklahoma,40125.0,56,4.0,,,,-0.076700002
87023,2020-05-17,Pottawatomie,Oklahoma,40125.0,57,4.0,,,,-0.049699999
88579,2020-05-18,Pottawatomie,Oklahoma,40125.0,57,4.0,,,,-0.00336
90137,2020-05-19,Pottawatomie,Oklahoma,40125.0,57,4.0,,,,0.0073899999
91697,2020-05-20,Pottawatomie,Oklahoma,40125.0,56,4.0,,,,0.0137
93257,2020-05-21,Pottawatomie,Oklahoma,40125.0,56,4.0,,,,0.043299999000000006
94819,2020-05-22,Pottawatomie,Oklahoma,40125.0,56,4.0,,,,0.12800001
96383,2020-05-23,Pottawatomie,Oklahoma,40125.0,56,4.0,,,,0.18600000000000003
97948,2020-05-24,Pottawatomie,Oklahoma,40125.0,57,4.0,,,,0.142
99513,2020-05-25,Pottawatomie,Oklahoma,40125.0,57,4.0,,,,0.131
101078,2020-05-26,Pottawatomie,Oklahoma,40125.0,57,4.0,,,,0.11800000000000001
102643,2020-05-27,Pottawatomie,Oklahoma,40125.0,58,4.0,,,,0.09629999800000001
104209,2020-05-28,Pottawatomie,Oklahoma,40125.0,59,4.0,,,,0.08820000300000001
105776,2020-05-29,Pottawatomie,Oklahoma,40125.0,59,4.0,,,,0.08349999799999999
107343,2020-05-30,Pottawatomie,Oklahoma,40125.0,59,4.0,,,,0.0221
108910,2020-05-31,Pottawatomie,Oklahoma,40125.0,60,4.0,,,,4.7500002e-05
110477,2020-06-01,Pottawatomie,Oklahoma,40125.0,62,4.0,,,,0.036600001
112046,2020-06-02,Pottawatomie,Oklahoma,40125.0,63,4.0,,,,0.08789999800000001
113615,2020-06-03,Pottawatomie,Oklahoma,40125.0,63,4.0,,,,0.094099998
115185,2020-06-04,Pottawatomie,Oklahoma,40125.0,63,4.0,,,,0.059599999
116756,2020-06-05,Pottawatomie,Oklahoma,40125.0,63,4.0,,,,0.082900003
118328,2020-06-06,Pottawatomie,Oklahoma,40125.0,63,4.0,,,,0.0484
119900,2020-06-07,Pottawatomie,Oklahoma,40125.0,64,4.0,,,,0.09929999699999999
121472,2020-06-08,Pottawatomie,Oklahoma,40125.0,64,4.0,,,,0.075800002
