,date,county,state,fips,cases,deaths,emp_combined,emp_combined_inclow,merchants_all,spend_all
17583,2020-04-01,Newton,Texas,48351.0,1,0.0,,,,-0.08470000300000001
18950,2020-04-02,Newton,Texas,48351.0,1,0.0,,,,-0.11199999999999999
20335,2020-04-03,Newton,Texas,48351.0,1,0.0,,,,-0.10400000000000001
21751,2020-04-04,Newton,Texas,48351.0,1,0.0,,,,-0.16399999999999998
23179,2020-04-05,Newton,Texas,48351.0,1,0.0,,,,-0.15099999
24616,2020-04-06,Newton,Texas,48351.0,1,0.0,,,,-0.153
26067,2020-04-07,Newton,Texas,48351.0,1,0.0,,,,-0.141
27526,2020-04-08,Newton,Texas,48351.0,1,0.0,,,,-0.14
28993,2020-04-09,Newton,Texas,48351.0,1,0.0,,,,-0.17800000000000002
30472,2020-04-10,Newton,Texas,48351.0,1,0.0,,,,-0.20800000000000002
31964,2020-04-11,Newton,Texas,48351.0,2,0.0,,,,-0.13500001
33460,2020-04-12,Newton,Texas,48351.0,2,0.0,,,,-0.213
34961,2020-04-13,Newton,Texas,48351.0,2,0.0,,,,-0.16899999999999998
36466,2020-04-14,Newton,Texas,48351.0,2,0.0,,,,-0.15700001
37977,2020-04-15,Newton,Texas,48351.0,2,0.0,,,,-0.18600000000000003
39492,2020-04-16,Newton,Texas,48351.0,2,0.0,,,,-0.11699999999999999
41011,2020-04-17,Newton,Texas,48351.0,2,0.0,,,,-0.149
42531,2020-04-18,Newton,Texas,48351.0,2,0.0,,,,-0.19899999999999998
44057,2020-04-19,Newton,Texas,48351.0,2,0.0,,,,-0.14399999
45584,2020-04-20,Newton,Texas,48351.0,2,0.0,,,,-0.17600000000000002
47113,2020-04-21,Newton,Texas,48351.0,2,0.0,,,,-0.15099999
48644,2020-04-22,Newton,Texas,48351.0,2,0.0,,,,-0.16699999999999998
50175,2020-04-23,Newton,Texas,48351.0,2,0.0,,,,-0.19499999
51706,2020-04-24,Newton,Texas,48351.0,2,0.0,,,,-0.14800000000000002
53240,2020-04-25,Newton,Texas,48351.0,2,0.0,,,,-0.053300001
54776,2020-04-26,Newton,Texas,48351.0,2,0.0,,,,-0.028000001
56312,2020-04-27,Newton,Texas,48351.0,2,0.0,,,,0.0076799998
57850,2020-04-28,Newton,Texas,48351.0,2,0.0,,,,-0.028899999
59388,2020-04-29,Newton,Texas,48351.0,2,0.0,,,,-0.0539
60926,2020-04-30,Newton,Texas,48351.0,2,0.0,,,,-0.06319999700000001
62466,2020-05-01,Newton,Texas,48351.0,2,0.0,,,,-0.069200002
64008,2020-05-02,Newton,Texas,48351.0,2,0.0,,,,-0.046799999
65552,2020-05-03,Newton,Texas,48351.0,2,0.0,,,,-0.031199999
67096,2020-05-04,Newton,Texas,48351.0,2,0.0,,,,-0.0233
68643,2020-05-05,Newton,Texas,48351.0,2,0.0,,,,0.0295
70191,2020-05-06,Newton,Texas,48351.0,4,0.0,,,,0.064900003
71745,2020-05-07,Newton,Texas,48351.0,4,0.0,,,,0.11900000000000001
73299,2020-05-08,Newton,Texas,48351.0,4,0.0,,,,0.163
74853,2020-05-09,Newton,Texas,48351.0,4,0.0,,,,0.17600000000000002
76407,2020-05-10,Newton,Texas,48351.0,4,0.0,,,,0.111
77961,2020-05-11,Newton,Texas,48351.0,4,0.0,,,,0.0495
79515,2020-05-12,Newton,Texas,48351.0,4,0.0,,,,0.0359
81069,2020-05-13,Newton,Texas,48351.0,4,0.0,,,,0.059500001
82623,2020-05-14,Newton,Texas,48351.0,4,0.0,,,,0.028000001
84179,2020-05-15,Newton,Texas,48351.0,4,0.0,,,,0.0251
85735,2020-05-16,Newton,Texas,48351.0,4,0.0,,,,0.034000002
87291,2020-05-17,Newton,Texas,48351.0,4,0.0,,,,0.009449999799999999
88847,2020-05-18,Newton,Texas,48351.0,4,0.0,,,,0.089699998
90406,2020-05-19,Newton,Texas,48351.0,4,0.0,,,,0.14300001
91966,2020-05-20,Newton,Texas,48351.0,4,0.0,,,,0.0407
93526,2020-05-21,Newton,Texas,48351.0,4,0.0,,,,0.0127
95088,2020-05-22,Newton,Texas,48351.0,4,0.0,,,,0.054400000999999996
96652,2020-05-23,Newton,Texas,48351.0,4,0.0,,,,-0.036600001
98217,2020-05-24,Newton,Texas,48351.0,4,0.0,,,,-0.048
99782,2020-05-25,Newton,Texas,48351.0,4,0.0,,,,-0.066299997
101347,2020-05-26,Newton,Texas,48351.0,4,0.0,,,,-0.061500002000000005
102912,2020-05-27,Newton,Texas,48351.0,4,0.0,,,,-0.022000000000000002
104478,2020-05-28,Newton,Texas,48351.0,4,0.0,,,,-0.00159
106045,2020-05-29,Newton,Texas,48351.0,4,0.0,,,,-0.079599999
107612,2020-05-30,Newton,Texas,48351.0,5,0.0,,,,-0.033500001
109179,2020-05-31,Newton,Texas,48351.0,5,0.0,,,,0.0099499999
110746,2020-06-01,Newton,Texas,48351.0,5,0.0,,,,0.033500001
112315,2020-06-02,Newton,Texas,48351.0,5,0.0,,,,-0.026900001
113885,2020-06-03,Newton,Texas,48351.0,5,0.0,,,,-0.06899999799999999
115456,2020-06-04,Newton,Texas,48351.0,5,0.0,,,,-0.09210000199999999
117028,2020-06-05,Newton,Texas,48351.0,5,0.0,,,,-0.041299999
118600,2020-06-06,Newton,Texas,48351.0,6,0.0,,,,-0.0285
120172,2020-06-07,Newton,Texas,48351.0,6,0.0,,,,-0.024800001000000002
121744,2020-06-08,Newton,Texas,48351.0,6,0.0,,,,-0.0735
123316,2020-06-09,Newton,Texas,48351.0,6,0.0,,,,-0.062799998
124888,2020-06-10,Newton,Texas,48351.0,6,0.0,,,,-0.00618
126460,2020-06-11,Newton,Texas,48351.0,6,0.0,,,,0.035500001
128032,2020-06-12,Newton,Texas,48351.0,6,0.0,,,,0.0123
129605,2020-06-13,Newton,Texas,48351.0,6,0.0,,,,0.0374
131178,2020-06-14,Newton,Texas,48351.0,6,0.0,,,,0.0273
132751,2020-06-15,Newton,Texas,48351.0,6,0.0,,,,0.033
134325,2020-06-16,Newton,Texas,48351.0,6,0.0,,,,0.026000001000000002
135900,2020-06-17,Newton,Texas,48351.0,6,0.0,,,,0.00605
137477,2020-06-18,Newton,Texas,48351.0,6,0.0,,,,-0.0495
139054,2020-06-19,Newton,Texas,48351.0,6,0.0,,,,-0.040600002
140632,2020-06-20,Newton,Texas,48351.0,6,0.0,,,,-0.0473
142211,2020-06-21,Newton,Texas,48351.0,8,0.0,,,,-0.024
143791,2020-06-22,Newton,Texas,48351.0,11,0.0,,,,-0.023399998999999998
145371,2020-06-23,Newton,Texas,48351.0,11,0.0,,,,-0.021400001000000002
146951,2020-06-24,Newton,Texas,48351.0,12,0.0,,,,-0.065300003
148531,2020-06-25,Newton,Texas,48351.0,12,0.0,,,,-0.032000002
150112,2020-06-26,Newton,Texas,48351.0,12,0.0,,,,-0.039900001000000004
151693,2020-06-27,Newton,Texas,48351.0,12,0.0,,,,-0.08749999900000001
153274,2020-06-28,Newton,Texas,48351.0,12,0.0,,,,-0.0594
154855,2020-06-29,Newton,Texas,48351.0,12,0.0,,,,-0.0048600002
156436,2020-06-30,Newton,Texas,48351.0,12,0.0,,,,-0.043299999000000006
158017,2020-07-01,Newton,Texas,48351.0,12,0.0,,,,-0.0348
159598,2020-07-02,Newton,Texas,48351.0,12,0.0,,,,-0.105
161180,2020-07-03,Newton,Texas,48351.0,12,0.0,,,,-0.153
162762,2020-07-04,Newton,Texas,48351.0,12,0.0,,,,-0.11900000000000001
164344,2020-07-05,Newton,Texas,48351.0,12,0.0,,,,-0.093400002
165926,2020-07-06,Newton,Texas,48351.0,12,0.0,,,,-0.17200001
167508,2020-07-07,Newton,Texas,48351.0,12,0.0,,,,-0.18000001
169091,2020-07-08,Newton,Texas,48351.0,12,0.0,,,,-0.16399999999999998
170674,2020-07-09,Newton,Texas,48351.0,12,0.0,,,,-0.15700001
172257,2020-07-10,Newton,Texas,48351.0,12,0.0,,,,-0.17299999
173840,2020-07-11,Newton,Texas,48351.0,12,0.0,,,,-0.191
175423,2020-07-12,Newton,Texas,48351.0,12,0.0,,,,-0.25299999
177006,2020-07-13,Newton,Texas,48351.0,12,0.0,,,,-0.259
178589,2020-07-14,Newton,Texas,48351.0,21,0.0,,,,-0.20100001
180172,2020-07-15,Newton,Texas,48351.0,26,0.0,,,,-0.16399999999999998
181755,2020-07-16,Newton,Texas,48351.0,27,0.0,,,,-0.14800000000000002
183339,2020-07-17,Newton,Texas,48351.0,27,0.0,,,,-0.114
184923,2020-07-18,Newton,Texas,48351.0,28,0.0,,,,-0.08829999699999999
186507,2020-07-19,Newton,Texas,48351.0,29,0.0,,,,-0.049800000999999997
188092,2020-07-20,Newton,Texas,48351.0,29,0.0,,,,-0.045299999
189677,2020-07-21,Newton,Texas,48351.0,30,0.0,,,,-0.0594
191262,2020-07-22,Newton,Texas,48351.0,30,0.0,,,,-0.0263
192847,2020-07-23,Newton,Texas,48351.0,32,0.0,,,,0.0035300001
194431,2020-07-24,Newton,Texas,48351.0,37,0.0,,,,0.0045099999
196015,2020-07-25,Newton,Texas,48351.0,77,0.0,,,,-0.0222
197599,2020-07-26,Newton,Texas,48351.0,78,2.0,,,,-0.063600004
199183,2020-07-27,Newton,Texas,48351.0,78,2.0,,,,-0.073700003
200768,2020-07-28,Newton,Texas,48351.0,78,4.0,,,,-0.084100001
202353,2020-07-29,Newton,Texas,48351.0,83,4.0,,,,-0.18099999
203938,2020-07-30,Newton,Texas,48351.0,83,4.0,,,,-0.248
205523,2020-07-31,Newton,Texas,48351.0,83,4.0,,,,-0.292
207108,2020-08-01,Newton,Texas,48351.0,86,4.0,,,,-0.18700001
208693,2020-08-02,Newton,Texas,48351.0,86,4.0,,,,-0.10800000000000001
210278,2020-08-03,Newton,Texas,48351.0,86,4.0,,,,-0.11199999999999999
211863,2020-08-04,Newton,Texas,48351.0,89,4.0,,,,-0.13600001
213448,2020-08-05,Newton,Texas,48351.0,92,4.0,,,,-0.127
215033,2020-08-06,Newton,Texas,48351.0,93,4.0,,,,-0.0309
216618,2020-08-07,Newton,Texas,48351.0,93,4.0,,,,0.0091199996
218203,2020-08-08,Newton,Texas,48351.0,93,4.0,,,,-0.0232
219788,2020-08-09,Newton,Texas,48351.0,93,4.0,,,,-0.068099998
221373,2020-08-10,Newton,Texas,48351.0,93,4.0,,,,-0.0548
222959,2020-08-11,Newton,Texas,48351.0,116,4.0,,,,-0.033799998
224545,2020-08-12,Newton,Texas,48351.0,116,4.0,,,,-0.0064400001
226131,2020-08-13,Newton,Texas,48351.0,116,4.0,,,,-0.044000000000000004
227717,2020-08-14,Newton,Texas,48351.0,116,4.0,,,,0.0128
229303,2020-08-15,Newton,Texas,48351.0,124,4.0,,,,-0.0572
230889,2020-08-16,Newton,Texas,48351.0,124,4.0,,,,-0.043400000999999994
232475,2020-08-17,Newton,Texas,48351.0,124,4.0,,,,-0.07980000200000001
234061,2020-08-18,Newton,Texas,48351.0,124,4.0,,,,-0.051100001
235647,2020-08-19,Newton,Texas,48351.0,124,4.0,,,,-0.064499997
237233,2020-08-20,Newton,Texas,48351.0,157,6.0,,,,-0.036200002
238819,2020-08-21,Newton,Texas,48351.0,162,6.0,,,,-0.059599999
240405,2020-08-22,Newton,Texas,48351.0,162,6.0,,,,-0.06610000099999999
241991,2020-08-23,Newton,Texas,48351.0,162,6.0,,,,-0.023399998999999998
243578,2020-08-24,Newton,Texas,48351.0,162,6.0,,,,-0.007919999799999999
245165,2020-08-25,Newton,Texas,48351.0,162,6.0,,,,0.11800000000000001
246752,2020-08-26,Newton,Texas,48351.0,162,6.0,,,,0.132
248339,2020-08-27,Newton,Texas,48351.0,162,6.0,,,,0.149
249926,2020-08-28,Newton,Texas,48351.0,162,6.0,,,,0.11599999999999999
251513,2020-08-29,Newton,Texas,48351.0,162,6.0,,,,0.111
253100,2020-08-30,Newton,Texas,48351.0,162,6.0,,,,0.084799998
254687,2020-08-31,Newton,Texas,48351.0,162,6.0,,,,-0.0114
256274,2020-09-01,Newton,Texas,48351.0,163,6.0,,,,-0.122
257861,2020-09-02,Newton,Texas,48351.0,163,6.0,,,,-0.074600004
259448,2020-09-03,Newton,Texas,48351.0,164,8.0,,,,-0.089699998
261035,2020-09-04,Newton,Texas,48351.0,164,8.0,,,,-0.155
262622,2020-09-05,Newton,Texas,48351.0,164,8.0,,,,-0.0977
264209,2020-09-06,Newton,Texas,48351.0,164,8.0,,,,-0.066299997
265796,2020-09-07,Newton,Texas,48351.0,164,8.0,,,,-0.09359999699999999
267383,2020-09-08,Newton,Texas,48351.0,164,8.0,,,,-0.16599999
268970,2020-09-09,Newton,Texas,48351.0,164,8.0,,,,-0.168
270557,2020-09-10,Newton,Texas,48351.0,164,8.0,,,,-0.10800000000000001
272144,2020-09-11,Newton,Texas,48351.0,164,8.0,,,,-0.0623
273731,2020-09-12,Newton,Texas,48351.0,164,8.0,,,,-0.141
275318,2020-09-13,Newton,Texas,48351.0,164,8.0,,,,-0.096000001
276905,2020-09-14,Newton,Texas,48351.0,164,8.0,,,,-0.064900003
278492,2020-09-15,Newton,Texas,48351.0,166,8.0,,,,-0.076800004
280079,2020-09-16,Newton,Texas,48351.0,170,8.0,,,,-0.0678
281666,2020-09-17,Newton,Texas,48351.0,170,9.0,,,,-0.102
283253,2020-09-18,Newton,Texas,48351.0,171,9.0,,,,-0.0788
284840,2020-09-19,Newton,Texas,48351.0,172,9.0,,,,-0.0084800003
286427,2020-09-20,Newton,Texas,48351.0,172,9.0,,,,-0.051800001
288014,2020-09-21,Newton,Texas,48351.0,172,9.0,,,,-0.040600002
289601,2020-09-22,Newton,Texas,48351.0,172,9.0,,,,-0.045699999000000005
291188,2020-09-23,Newton,Texas,48351.0,178,10.0,,,,-0.106
292775,2020-09-24,Newton,Texas,48351.0,178,10.0,,,,-0.0942
294362,2020-09-25,Newton,Texas,48351.0,178,10.0,,,,-0.063600004
295949,2020-09-26,Newton,Texas,48351.0,180,10.0,,,,-0.062799998
297536,2020-09-27,Newton,Texas,48351.0,180,10.0,,,,-0.078500003
299123,2020-09-28,Newton,Texas,48351.0,180,10.0,,,,-0.052099999
300710,2020-09-29,Newton,Texas,48351.0,181,10.0,,,,-0.045200001
302297,2020-09-30,Newton,Texas,48351.0,181,11.0,,,,-0.057700000999999994
303884,2020-10-01,Newton,Texas,48351.0,182,13.0,,,,-0.066699997
305471,2020-10-02,Newton,Texas,48351.0,182,13.0,,,,-0.0524
307058,2020-10-03,Newton,Texas,48351.0,182,13.0,,,,-0.012
308645,2020-10-04,Newton,Texas,48351.0,182,13.0,,,,0.039700001
310232,2020-10-05,Newton,Texas,48351.0,188,13.0,,,,0.038699999
311819,2020-10-06,Newton,Texas,48351.0,187,13.0,,,,0.091600001
313406,2020-10-07,Newton,Texas,48351.0,187,13.0,,,,0.07289999700000001
314993,2020-10-08,Newton,Texas,48351.0,187,13.0,,,,0.061700001
316580,2020-10-09,Newton,Texas,48351.0,187,13.0,,,,0.00771
318167,2020-10-10,Newton,Texas,48351.0,187,13.0,,,,-0.07010000200000001
319754,2020-10-11,Newton,Texas,48351.0,187,13.0,,,,-0.14300001
321341,2020-10-12,Newton,Texas,48351.0,187,13.0,,,,-0.113
322928,2020-10-13,Newton,Texas,48351.0,187,13.0,,,,-0.19499999
324515,2020-10-14,Newton,Texas,48351.0,187,13.0,,,,-0.145
326102,2020-10-15,Newton,Texas,48351.0,187,13.0,,,,-0.154
327689,2020-10-16,Newton,Texas,48351.0,187,13.0,,,,-0.1
329276,2020-10-17,Newton,Texas,48351.0,187,13.0,,,,-0.082199998
330863,2020-10-18,Newton,Texas,48351.0,187,13.0,,,,-0.042300001
332450,2020-10-19,Newton,Texas,48351.0,187,13.0,,,,-0.05550000099999999
334037,2020-10-20,Newton,Texas,48351.0,188,13.0,,,,-0.022700001
335624,2020-10-21,Newton,Texas,48351.0,188,13.0,,,,-0.026900001
337211,2020-10-22,Newton,Texas,48351.0,188,13.0,,,,-0.0757
338798,2020-10-23,Newton,Texas,48351.0,188,13.0,,,,-0.077
340385,2020-10-24,Newton,Texas,48351.0,188,13.0,,,,-0.084299996
341972,2020-10-25,Newton,Texas,48351.0,188,13.0,,,,-0.075599998
343559,2020-10-26,Newton,Texas,48351.0,188,13.0,,,,-0.08510000300000001
