,date,county,state,fips,cases,deaths,emp_combined,emp_combined_inclow,merchants_all,spend_all
2079,2020-03-15,Dougherty,Georgia,13095.0,6,0.0,,,-0.0401,-0.34299999
2423,2020-03-16,Dougherty,Georgia,13095.0,6,0.0,,,-0.0562,-0.31600001
2804,2020-03-17,Dougherty,Georgia,13095.0,6,0.0,,,-0.0755,-0.017100001
3238,2020-03-18,Dougherty,Georgia,13095.0,7,2.0,,,-0.11,-0.149
3745,2020-03-19,Dougherty,Georgia,13095.0,22,4.0,,,-0.139,-0.05739999900000001
4326,2020-03-20,Dougherty,Georgia,13095.0,45,6.0,,,-0.16899999999999998,-0.14800000000000002
5002,2020-03-21,Dougherty,Georgia,13095.0,47,6.0,,,-0.201,-0.26800001
5746,2020-03-22,Dougherty,Georgia,13095.0,52,6.0,,,-0.221,-0.15000001
6554,2020-03-23,Dougherty,Georgia,13095.0,69,6.0,,,-0.25,-0.27700001
7419,2020-03-24,Dougherty,Georgia,13095.0,101,6.0,,,-0.28600000000000003,-0.40799999
8358,2020-03-25,Dougherty,Georgia,13095.0,123,6.0,,,-0.322,-0.26100001
9396,2020-03-26,Dougherty,Georgia,13095.0,164,6.0,,,-0.33399999999999996,-0.242
10501,2020-03-27,Dougherty,Georgia,13095.0,203,12.0,,,-0.34299999999999997,-0.204
11658,2020-03-28,Dougherty,Georgia,13095.0,224,17.0,,,-0.345,-0.142
12863,2020-03-29,Dougherty,Georgia,13095.0,247,17.0,,,-0.36200000000000004,-0.336
14101,2020-03-30,Dougherty,Georgia,13095.0,278,18.0,,,-0.38,-0.40299999999999997
15379,2020-03-31,Dougherty,Georgia,13095.0,466,26.0,,,-0.39,-0.15800001
16689,2020-04-01,Dougherty,Georgia,13095.0,490,29.0,,,-0.391,-0.156
18028,2020-04-02,Dougherty,Georgia,13095.0,521,30.0,,,-0.409,-0.111
19401,2020-04-03,Dougherty,Georgia,13095.0,607,30.0,,,-0.42100000000000004,-0.126
20801,2020-04-04,Dougherty,Georgia,13095.0,685,30.0,,,-0.43200000000000005,-0.255
22222,2020-04-05,Dougherty,Georgia,13095.0,688,31.0,,,-0.424,-0.175
23653,2020-04-06,Dougherty,Georgia,13095.0,722,44.0,,,-0.433,-0.1
25097,2020-04-07,Dougherty,Georgia,13095.0,973,56.0,,,-0.43200000000000005,-0.26300001
26551,2020-04-08,Dougherty,Georgia,13095.0,1001,62.0,,,-0.434,-0.35600001
28013,2020-04-09,Dougherty,Georgia,13095.0,1042,66.0,,,-0.43799999999999994,-0.40599999
29483,2020-04-10,Dougherty,Georgia,13095.0,1072,68.0,,,-0.449,-0.41200000000000003
30965,2020-04-11,Dougherty,Georgia,13095.0,1102,72.0,,,-0.44799999999999995,-0.366
32459,2020-04-12,Dougherty,Georgia,13095.0,1178,72.0,,,-0.45399999999999996,-0.34700000000000003
33957,2020-04-13,Dougherty,Georgia,13095.0,1245,78.0,,,-0.457,-0.35600001
35459,2020-04-14,Dougherty,Georgia,13095.0,1297,78.0,,,-0.46799999999999997,-0.30700001
