,date,county,state,fips,cases,deaths,emp_combined,emp_combined_inclow,merchants_all,spend_all
7414,2020-03-24,Colquitt,Georgia,13071.0,1,0.0,,,,-0.126
8351,2020-03-25,Colquitt,Georgia,13071.0,2,0.0,,,,-0.11599999999999999
9389,2020-03-26,Colquitt,Georgia,13071.0,4,0.0,,,,-0.08749999900000001
10494,2020-03-27,Colquitt,Georgia,13071.0,5,0.0,,,,-0.077200003
11651,2020-03-28,Colquitt,Georgia,13071.0,5,0.0,,,,0.00048499999999999997
12856,2020-03-29,Colquitt,Georgia,13071.0,6,0.0,,,,0.106
14094,2020-03-30,Colquitt,Georgia,13071.0,7,0.0,,,,0.155
15372,2020-03-31,Colquitt,Georgia,13071.0,20,1.0,,,,0.147
16682,2020-04-01,Colquitt,Georgia,13071.0,21,1.0,,,,0.17
18021,2020-04-02,Colquitt,Georgia,13071.0,28,2.0,,,,0.07620000099999999
19394,2020-04-03,Colquitt,Georgia,13071.0,44,3.0,,,,0.052999999000000006
20794,2020-04-04,Colquitt,Georgia,13071.0,49,3.0,,,,0.039500002
22215,2020-04-05,Colquitt,Georgia,13071.0,51,3.0,,,,-0.053399999000000004
23646,2020-04-06,Colquitt,Georgia,13071.0,61,5.0,,,,-0.10800000000000001
25090,2020-04-07,Colquitt,Georgia,13071.0,70,5.0,,,,-0.15700001
26544,2020-04-08,Colquitt,Georgia,13071.0,79,5.0,,,,-0.235
28006,2020-04-09,Colquitt,Georgia,13071.0,79,5.0,,,,-0.146
29476,2020-04-10,Colquitt,Georgia,13071.0,80,5.0,,,,-0.175
30958,2020-04-11,Colquitt,Georgia,13071.0,84,5.0,,,,-0.17800000000000002
32452,2020-04-12,Colquitt,Georgia,13071.0,87,5.0,,,,-0.19400001
33950,2020-04-13,Colquitt,Georgia,13071.0,88,5.0,,,,-0.131
35452,2020-04-14,Colquitt,Georgia,13071.0,88,5.0,,,,0.0231
36959,2020-04-15,Colquitt,Georgia,13071.0,90,5.0,,,,0.009170000400000001
38472,2020-04-16,Colquitt,Georgia,13071.0,105,5.0,,,,-0.017999999
39987,2020-04-17,Colquitt,Georgia,13071.0,108,5.0,,,,0.0232
41506,2020-04-18,Colquitt,Georgia,13071.0,120,5.0,,,,0.036600001
43028,2020-04-19,Colquitt,Georgia,13071.0,125,5.0,,,,0.067199998
44554,2020-04-20,Colquitt,Georgia,13071.0,145,5.0,,,,0.0491
46081,2020-04-21,Colquitt,Georgia,13071.0,156,6.0,,,,-0.015799999
47611,2020-04-22,Colquitt,Georgia,13071.0,158,6.0,,,,-0.046999998
49142,2020-04-23,Colquitt,Georgia,13071.0,163,6.0,,,,-0.14
50673,2020-04-24,Colquitt,Georgia,13071.0,165,6.0,,,,-0.064000003
52205,2020-04-25,Colquitt,Georgia,13071.0,165,6.0,,,,-0.16500001
53740,2020-04-26,Colquitt,Georgia,13071.0,165,6.0,,,,-0.078000002
55276,2020-04-27,Colquitt,Georgia,13071.0,172,6.0,,,,-0.109
56813,2020-04-28,Colquitt,Georgia,13071.0,180,6.0,,,,-0.11599999999999999
58351,2020-04-29,Colquitt,Georgia,13071.0,181,6.0,,,,0.018200001
59889,2020-04-30,Colquitt,Georgia,13071.0,185,6.0,,,,0.090599999
61427,2020-05-01,Colquitt,Georgia,13071.0,187,9.0,,,,-0.028999999
62968,2020-05-02,Colquitt,Georgia,13071.0,188,10.0,,,,0.0054600001
64510,2020-05-03,Colquitt,Georgia,13071.0,188,10.0,,,,-0.0546
66054,2020-05-04,Colquitt,Georgia,13071.0,192,9.0,,,,0.035100002000000005
67599,2020-05-05,Colquitt,Georgia,13071.0,194,10.0,,,,-0.012
69146,2020-05-06,Colquitt,Georgia,13071.0,198,10.0,,,,0.045600000999999994
