,date,county,state,fips,cases,deaths,emp_combined,emp_combined_inclow,merchants_all,spend_all
5444,2020-03-21,Monroe,Tennessee,47123.0,3,0.0,,,,-0.09809999900000001
6237,2020-03-22,Monroe,Tennessee,47123.0,3,0.0,,,,-0.127
7086,2020-03-23,Monroe,Tennessee,47123.0,3,0.0,,,,-0.17200001
7997,2020-03-24,Monroe,Tennessee,47123.0,3,0.0,,,,-0.17600000000000002
8991,2020-03-25,Monroe,Tennessee,47123.0,3,0.0,,,,-0.17299999
10063,2020-03-26,Monroe,Tennessee,47123.0,3,0.0,,,,-0.191
11200,2020-03-27,Monroe,Tennessee,47123.0,3,0.0,,,,-0.23
12387,2020-03-28,Monroe,Tennessee,47123.0,3,0.0,,,,-0.25999999
13611,2020-03-29,Monroe,Tennessee,47123.0,3,0.0,,,,-0.27000001
14874,2020-03-30,Monroe,Tennessee,47123.0,3,0.0,,,,-0.252
16172,2020-03-31,Monroe,Tennessee,47123.0,5,0.0,,,,-0.25
17501,2020-04-01,Monroe,Tennessee,47123.0,5,0.0,,,,-0.23800001
18863,2020-04-02,Monroe,Tennessee,47123.0,5,0.0,,,,-0.22899999999999998
20247,2020-04-03,Monroe,Tennessee,47123.0,5,0.0,,,,-0.19
21660,2020-04-04,Monroe,Tennessee,47123.0,6,0.0,,,,-0.16399999999999998
23087,2020-04-05,Monroe,Tennessee,47123.0,6,0.0,,,,-0.17
24524,2020-04-06,Monroe,Tennessee,47123.0,6,0.0,,,,-0.19
25975,2020-04-07,Monroe,Tennessee,47123.0,6,0.0,,,,-0.205
27434,2020-04-08,Monroe,Tennessee,47123.0,6,0.0,,,,-0.21899999999999997
28899,2020-04-09,Monroe,Tennessee,47123.0,7,0.0,,,,-0.185
30376,2020-04-10,Monroe,Tennessee,47123.0,8,0.0,,,,-0.155
31868,2020-04-11,Monroe,Tennessee,47123.0,8,0.0,,,,-0.16899999999999998
33364,2020-04-12,Monroe,Tennessee,47123.0,8,0.0,,,,-0.162
34865,2020-04-13,Monroe,Tennessee,47123.0,8,0.0,,,,-0.075000003
36369,2020-04-14,Monroe,Tennessee,47123.0,9,0.0,,,,-0.041099999
37878,2020-04-15,Monroe,Tennessee,47123.0,9,0.0,,,,0.019300001
39393,2020-04-16,Monroe,Tennessee,47123.0,9,1.0,,,,0.184
40911,2020-04-17,Monroe,Tennessee,47123.0,10,1.0,,,,0.185
42431,2020-04-18,Monroe,Tennessee,47123.0,10,1.0,,,,0.21899999999999997
43956,2020-04-19,Monroe,Tennessee,47123.0,10,1.0,,,,0.26100001
45483,2020-04-20,Monroe,Tennessee,47123.0,11,1.0,,,,0.223
47012,2020-04-21,Monroe,Tennessee,47123.0,11,1.0,,,,0.20100001
48543,2020-04-22,Monroe,Tennessee,47123.0,11,1.0,,,,0.114
50074,2020-04-23,Monroe,Tennessee,47123.0,12,1.0,,,,0.051800001
51605,2020-04-24,Monroe,Tennessee,47123.0,12,1.0,,,,0.031199999
53139,2020-04-25,Monroe,Tennessee,47123.0,12,1.0,,,,0.0265
54675,2020-04-26,Monroe,Tennessee,47123.0,13,1.0,,,,0.049800000999999997
56211,2020-04-27,Monroe,Tennessee,47123.0,15,1.0,,,,0.024900001
57749,2020-04-28,Monroe,Tennessee,47123.0,14,1.0,,,,0.016100001
59287,2020-04-29,Monroe,Tennessee,47123.0,16,1.0,,,,0.11599999999999999
60825,2020-04-30,Monroe,Tennessee,47123.0,20,1.0,,,,0.16699999999999998
62365,2020-05-01,Monroe,Tennessee,47123.0,21,1.0,,,,0.20200001
63907,2020-05-02,Monroe,Tennessee,47123.0,22,1.0,,,,0.248
65451,2020-05-03,Monroe,Tennessee,47123.0,21,1.0,,,,0.204
66995,2020-05-04,Monroe,Tennessee,47123.0,29,1.0,,,,0.243
68542,2020-05-05,Monroe,Tennessee,47123.0,32,1.0,,,,0.198
70090,2020-05-06,Monroe,Tennessee,47123.0,26,1.0,,,,0.127
71644,2020-05-07,Monroe,Tennessee,47123.0,26,1.0,,,,0.095299996
73198,2020-05-08,Monroe,Tennessee,47123.0,29,1.0,,,,0.069700003
74752,2020-05-09,Monroe,Tennessee,47123.0,30,1.0,,,,0.060800001
76306,2020-05-10,Monroe,Tennessee,47123.0,29,1.0,,,,0.051199999
77860,2020-05-11,Monroe,Tennessee,47123.0,31,1.0,,,,0.0042599998
79414,2020-05-12,Monroe,Tennessee,47123.0,33,1.0,,,,0.035799999
80968,2020-05-13,Monroe,Tennessee,47123.0,33,1.0,,,,0.022399999
82522,2020-05-14,Monroe,Tennessee,47123.0,37,1.0,,,,-0.0031900001
84077,2020-05-15,Monroe,Tennessee,47123.0,38,1.0,,,,0.04769999900000001
85633,2020-05-16,Monroe,Tennessee,47123.0,41,1.0,,,,0.06610000099999999
87189,2020-05-17,Monroe,Tennessee,47123.0,41,1.0,,,,0.06710000299999999
88745,2020-05-18,Monroe,Tennessee,47123.0,49,1.0,,,,0.058499999000000004
90304,2020-05-19,Monroe,Tennessee,47123.0,51,2.0,,,,0.0102
91864,2020-05-20,Monroe,Tennessee,47123.0,51,2.0,,,,-0.008419999899999999
93424,2020-05-21,Monroe,Tennessee,47123.0,55,2.0,,,,0.0091199996
94986,2020-05-22,Monroe,Tennessee,47123.0,57,2.0,,,,-0.043900002
96550,2020-05-23,Monroe,Tennessee,47123.0,56,2.0,,,,-0.066299997
98115,2020-05-24,Monroe,Tennessee,47123.0,56,2.0,,,,-0.055300000999999994
99680,2020-05-25,Monroe,Tennessee,47123.0,56,2.0,,,,0.023600001000000002
101245,2020-05-26,Monroe,Tennessee,47123.0,58,2.0,,,,-0.013000000000000001
102810,2020-05-27,Monroe,Tennessee,47123.0,59,2.0,,,,-0.025599999
104376,2020-05-28,Monroe,Tennessee,47123.0,61,2.0,,,,-0.0266
105943,2020-05-29,Monroe,Tennessee,47123.0,61,2.0,,,,-0.00047500000999999996
107510,2020-05-30,Monroe,Tennessee,47123.0,62,2.0,,,,-0.004520000000000001
109077,2020-05-31,Monroe,Tennessee,47123.0,62,2.0,,,,0.0103
110644,2020-06-01,Monroe,Tennessee,47123.0,62,2.0,,,,0.0254
112213,2020-06-02,Monroe,Tennessee,47123.0,66,2.0,,,,0.0068600001
113783,2020-06-03,Monroe,Tennessee,47123.0,69,2.0,,,,0.0135
