,date,county,state,fips,cases,deaths,emp_combined,emp_combined_inclow,merchants_all,spend_all
13705,2020-03-29,Waller,Texas,48473.0,3,0.0,-0.0122,.,,-0.264
14971,2020-03-30,Waller,Texas,48473.0,3,0.0,-0.0171,.,,-0.25099999
16269,2020-03-31,Waller,Texas,48473.0,3,0.0,-0.0219,.,,-0.287
17604,2020-04-01,Waller,Texas,48473.0,3,0.0,-0.0266,.,,-0.34200001
18972,2020-04-02,Waller,Texas,48473.0,7,0.0,-0.0311,.,,-0.34200001
20357,2020-04-03,Waller,Texas,48473.0,7,0.0,-0.0351,.,,-0.33000001
21775,2020-04-04,Waller,Texas,48473.0,7,0.0,-0.0386,.,,-0.28200001
23203,2020-04-05,Waller,Texas,48473.0,9,0.0,-0.0418,.,,-0.28200001
24640,2020-04-06,Waller,Texas,48473.0,9,0.0,-0.0446,.,,-0.27200001
26091,2020-04-07,Waller,Texas,48473.0,11,0.0,-0.0469,.,,-0.27000001
27550,2020-04-08,Waller,Texas,48473.0,11,0.0,-0.0487,.,,-0.233
29017,2020-04-09,Waller,Texas,48473.0,11,0.0,-0.0501,.,,-0.26199999
30496,2020-04-10,Waller,Texas,48473.0,13,0.0,-0.0511,.,,-0.278
31988,2020-04-11,Waller,Texas,48473.0,14,0.0,-0.0518,.,,-0.285
33484,2020-04-12,Waller,Texas,48473.0,15,0.0,-0.0521,.,,-0.31
34985,2020-04-13,Waller,Texas,48473.0,16,0.0,-0.0521,.,,-0.30399999
36490,2020-04-14,Waller,Texas,48473.0,18,0.0,-0.0517,.,,-0.27599999
38001,2020-04-15,Waller,Texas,48473.0,20,0.0,-0.0512,.,,-0.26800001
39516,2020-04-16,Waller,Texas,48473.0,22,0.0,-0.0502,.,,-0.22699999999999998
41035,2020-04-17,Waller,Texas,48473.0,23,0.0,-0.049,.,,-0.19
42555,2020-04-18,Waller,Texas,48473.0,22,0.0,-0.0472,.,,-0.17
44081,2020-04-19,Waller,Texas,48473.0,24,0.0,-0.0453,.,,-0.1
45608,2020-04-20,Waller,Texas,48473.0,24,0.0,-0.0434,.,,-0.091499999
47137,2020-04-21,Waller,Texas,48473.0,24,0.0,-0.0416,.,,-0.11599999999999999
48668,2020-04-22,Waller,Texas,48473.0,27,0.0,-0.0399,.,,-0.16699999999999998
50199,2020-04-23,Waller,Texas,48473.0,25,0.0,-0.0385,.,,-0.18000001
51730,2020-04-24,Waller,Texas,48473.0,25,0.0,-0.0372,.,,-0.16
53264,2020-04-25,Waller,Texas,48473.0,28,0.0,-0.036,.,,-0.18700001
54800,2020-04-26,Waller,Texas,48473.0,29,0.0,-0.035,.,,-0.23199999
56336,2020-04-27,Waller,Texas,48473.0,29,0.0,-0.0344,.,,-0.243
