,date,county,state,fips,cases,deaths,new_cases,emp_combined,emp_combined_inclow,revenue_all,spend_all
216593,2020-03-21,Washington,Mississippi,28151.0,1,0.0,0.0,,,-0.444,-0.259
216594,2020-03-22,Washington,Mississippi,28151.0,3,0.0,2.0,,,-0.436,-0.243
216595,2020-03-23,Washington,Mississippi,28151.0,4,0.0,1.0,,,-0.489,-0.281
216596,2020-03-24,Washington,Mississippi,28151.0,5,0.0,1.0,,,-0.505,-0.3
216597,2020-03-25,Washington,Mississippi,28151.0,5,0.0,0.0,,,-0.537,-0.306
216598,2020-03-26,Washington,Mississippi,28151.0,9,0.0,4.0,,,-0.5,-0.307
216599,2020-03-27,Washington,Mississippi,28151.0,11,0.0,2.0,,,-0.489,-0.267
216600,2020-03-28,Washington,Mississippi,28151.0,13,0.0,2.0,,,-0.496,-0.256
216601,2020-03-29,Washington,Mississippi,28151.0,16,0.0,3.0,,,-0.555,-0.291
216602,2020-03-30,Washington,Mississippi,28151.0,18,0.0,2.0,,,-0.5539999999999999,-0.288
216603,2020-03-31,Washington,Mississippi,28151.0,20,0.0,2.0,,,-0.546,-0.259
216604,2020-04-01,Washington,Mississippi,28151.0,22,0.0,2.0,,,-0.45299999999999996,-0.248
216605,2020-04-02,Washington,Mississippi,28151.0,29,0.0,7.0,,,-0.434,-0.242
216606,2020-04-03,Washington,Mississippi,28151.0,31,0.0,2.0,,,-0.397,-0.278
216607,2020-04-04,Washington,Mississippi,28151.0,31,0.0,0.0,,,-0.405,-0.267
216608,2020-04-05,Washington,Mississippi,28151.0,36,0.0,5.0,,,-0.358,-0.239
216609,2020-04-06,Washington,Mississippi,28151.0,38,0.0,2.0,,,-0.322,-0.229
216610,2020-04-07,Washington,Mississippi,28151.0,40,1.0,2.0,,,-0.35200000000000004,-0.228
216611,2020-04-08,Washington,Mississippi,28151.0,41,2.0,1.0,,,-0.382,-0.226
216612,2020-04-09,Washington,Mississippi,28151.0,46,2.0,5.0,,,-0.446,-0.232
216613,2020-04-10,Washington,Mississippi,28151.0,48,2.0,2.0,,,-0.5379999999999999,-0.217
216614,2020-04-11,Washington,Mississippi,28151.0,49,2.0,1.0,,,-0.536,-0.205
216615,2020-04-12,Washington,Mississippi,28151.0,53,2.0,4.0,,,-0.546,-0.219
216616,2020-04-13,Washington,Mississippi,28151.0,57,2.0,4.0,,,-0.493,-0.196
216617,2020-04-14,Washington,Mississippi,28151.0,57,2.0,0.0,,,-0.44299999999999995,-0.2
216618,2020-04-15,Washington,Mississippi,28151.0,62,2.0,5.0,,,-0.46,-0.106
216619,2020-04-16,Washington,Mississippi,28151.0,67,2.0,5.0,,,-0.428,-0.0725
216620,2020-04-17,Washington,Mississippi,28151.0,68,2.0,1.0,,,-0.409,-0.0131
216621,2020-04-18,Washington,Mississippi,28151.0,70,3.0,2.0,,,-0.40700000000000003,0.00213
216622,2020-04-19,Washington,Mississippi,28151.0,71,3.0,1.0,,,-0.384,0.0446
216623,2020-04-20,Washington,Mississippi,28151.0,71,3.0,0.0,,,-0.44799999999999995,0.0802
216624,2020-04-21,Washington,Mississippi,28151.0,71,3.0,0.0,,,-0.436,0.126
216625,2020-04-22,Washington,Mississippi,28151.0,71,3.0,0.0,,,-0.446,0.0783
216626,2020-04-23,Washington,Mississippi,28151.0,71,3.0,0.0,,,-0.42,0.0317
216627,2020-04-24,Washington,Mississippi,28151.0,74,3.0,3.0,,,-0.35,0.0206
216628,2020-04-25,Washington,Mississippi,28151.0,77,3.0,3.0,,,-0.336,0.00971
216629,2020-04-26,Washington,Mississippi,28151.0,78,3.0,1.0,,,-0.34600000000000003,0.000908
216630,2020-04-27,Washington,Mississippi,28151.0,77,3.0,-1.0,,,-0.266,-0.0216
216631,2020-04-28,Washington,Mississippi,28151.0,77,3.0,0.0,,,-0.259,-0.0313
216632,2020-04-29,Washington,Mississippi,28151.0,77,3.0,0.0,,,-0.205,-0.0351
216633,2020-04-30,Washington,Mississippi,28151.0,77,3.0,0.0,,,-0.155,0.024
216634,2020-05-01,Washington,Mississippi,28151.0,77,3.0,0.0,,,-0.102,0.0428
216635,2020-05-02,Washington,Mississippi,28151.0,77,3.0,0.0,,,-0.084,0.0644
216636,2020-05-03,Washington,Mississippi,28151.0,77,3.0,0.0,,,-0.13699999999999998,0.0458
216637,2020-05-04,Washington,Mississippi,28151.0,77,3.0,0.0,,,-0.16699999999999998,0.0931
216638,2020-05-05,Washington,Mississippi,28151.0,78,3.0,1.0,,,-0.166,0.115
216639,2020-05-06,Washington,Mississippi,28151.0,80,3.0,2.0,,,-0.18600000000000003,0.13
216640,2020-05-07,Washington,Mississippi,28151.0,78,3.0,-2.0,,,-0.228,0.103
216641,2020-05-08,Washington,Mississippi,28151.0,80,3.0,2.0,,,-0.34,0.111
216642,2020-05-09,Washington,Mississippi,28151.0,82,3.0,2.0,,,-0.318,0.125
216643,2020-05-10,Washington,Mississippi,28151.0,82,3.0,0.0,,,-0.298,0.126
216644,2020-05-11,Washington,Mississippi,28151.0,85,3.0,3.0,,,-0.285,0.0975
216645,2020-05-12,Washington,Mississippi,28151.0,86,4.0,1.0,,,-0.305,0.087
216646,2020-05-13,Washington,Mississippi,28151.0,87,4.0,1.0,,,-0.273,0.0592
216647,2020-05-14,Washington,Mississippi,28151.0,92,4.0,5.0,,,-0.27899999999999997,0.077
216648,2020-05-15,Washington,Mississippi,28151.0,100,4.0,8.0,,,-0.23399999999999999,-0.023
216649,2020-05-16,Washington,Mississippi,28151.0,113,4.0,13.0,,,-0.271,-0.116
216650,2020-05-17,Washington,Mississippi,28151.0,115,4.0,2.0,,,-0.26,-0.0825
216651,2020-05-18,Washington,Mississippi,28151.0,123,4.0,8.0,,,-0.284,-0.0813
216652,2020-05-19,Washington,Mississippi,28151.0,128,4.0,5.0,,,-0.256,-0.0817
216653,2020-05-20,Washington,Mississippi,28151.0,139,4.0,11.0,,,-0.265,-0.063
216654,2020-05-21,Washington,Mississippi,28151.0,143,4.0,4.0,,,-0.265,-0.0698
216655,2020-05-22,Washington,Mississippi,28151.0,143,4.0,0.0,,,-0.237,0.0457
216656,2020-05-23,Washington,Mississippi,28151.0,151,5.0,8.0,,,-0.223,0.108
216657,2020-05-24,Washington,Mississippi,28151.0,153,5.0,2.0,,,-0.20800000000000002,0.0971
216658,2020-05-25,Washington,Mississippi,28151.0,153,5.0,0.0,,,-0.231,0.143
216659,2020-05-26,Washington,Mississippi,28151.0,159,5.0,6.0,,,-0.0603,0.0907
216660,2020-05-27,Washington,Mississippi,28151.0,163,6.0,4.0,,,0.0263,0.0916
216661,2020-05-28,Washington,Mississippi,28151.0,166,7.0,3.0,,,0.0886,0.108
216662,2020-05-29,Washington,Mississippi,28151.0,165,7.0,-1.0,,,0.07200000000000001,0.102
216663,2020-05-30,Washington,Mississippi,28151.0,168,7.0,3.0,,,0.0476,0.0909
216664,2020-05-31,Washington,Mississippi,28151.0,178,7.0,10.0,,,-0.0316,0.0867
216665,2020-06-01,Washington,Mississippi,28151.0,191,7.0,13.0,,,-0.0447,0.115
216666,2020-06-02,Washington,Mississippi,28151.0,191,7.0,0.0,,,-0.152,0.111
216667,2020-06-03,Washington,Mississippi,28151.0,194,7.0,3.0,,,-0.231,0.123
216668,2020-06-04,Washington,Mississippi,28151.0,198,7.0,4.0,,,-0.281,0.0984
216669,2020-06-05,Washington,Mississippi,28151.0,199,8.0,1.0,,,-0.32299999999999995,0.115
216670,2020-06-06,Washington,Mississippi,28151.0,200,8.0,1.0,,,-0.301,0.116
216671,2020-06-07,Washington,Mississippi,28151.0,202,8.0,2.0,,,-0.247,0.12
216672,2020-06-08,Washington,Mississippi,28151.0,215,8.0,13.0,,,-0.253,0.0703
216673,2020-06-09,Washington,Mississippi,28151.0,221,8.0,6.0,,,-0.23600000000000002,0.089
216674,2020-06-10,Washington,Mississippi,28151.0,222,8.0,1.0,,,-0.235,0.108
216675,2020-06-11,Washington,Mississippi,28151.0,222,8.0,0.0,,,-0.222,0.107
216676,2020-06-12,Washington,Mississippi,28151.0,236,8.0,14.0,,,-0.19699999999999998,0.121
216677,2020-06-13,Washington,Mississippi,28151.0,246,8.0,10.0,,,-0.207,0.131
216678,2020-06-14,Washington,Mississippi,28151.0,253,8.0,7.0,,,-0.23,0.158
216679,2020-06-15,Washington,Mississippi,28151.0,266,8.0,13.0,,,-0.195,0.209
216680,2020-06-16,Washington,Mississippi,28151.0,269,9.0,3.0,,,-0.147,0.215
216681,2020-06-17,Washington,Mississippi,28151.0,276,9.0,7.0,,,-0.138,0.199
216682,2020-06-18,Washington,Mississippi,28151.0,276,9.0,0.0,,,-0.132,0.221
216683,2020-06-19,Washington,Mississippi,28151.0,276,9.0,0.0,,,-0.141,0.166
216684,2020-06-20,Washington,Mississippi,28151.0,276,9.0,0.0,,,-0.129,0.153
216685,2020-06-21,Washington,Mississippi,28151.0,276,9.0,0.0,,,-0.11900000000000001,0.0967
216686,2020-06-22,Washington,Mississippi,28151.0,302,9.0,26.0,,,-0.156,0.0627
216687,2020-06-23,Washington,Mississippi,28151.0,323,9.0,21.0,,,-0.213,0.0249
216688,2020-06-24,Washington,Mississippi,28151.0,329,9.0,6.0,,,-0.26899999999999996,0.0137
216689,2020-06-25,Washington,Mississippi,28151.0,369,9.0,40.0,,,-0.247,-0.00674
216690,2020-06-26,Washington,Mississippi,28151.0,379,9.0,10.0,,,-0.287,-0.119
216691,2020-06-27,Washington,Mississippi,28151.0,403,9.0,24.0,,,-0.3,-0.205
216692,2020-06-28,Washington,Mississippi,28151.0,419,9.0,16.0,,,-0.35,-0.205
