,date,county,state,fips,cases,deaths,emp_combined,emp_combined_inclow,merchants_all,spend_all
4009,2020-03-19,Richland,Ohio,39139.0,1,0.0,0.114,.,,-0.063100003
4638,2020-03-20,Richland,Ohio,39139.0,1,0.0,0.115,.,,-0.075099997
5352,2020-03-21,Richland,Ohio,39139.0,1,0.0,0.11,.,,-0.099100001
6133,2020-03-22,Richland,Ohio,39139.0,1,0.0,0.0975,.,,-0.105
6974,2020-03-23,Richland,Ohio,39139.0,1,0.0,0.079,.,,-0.126
7874,2020-03-24,Richland,Ohio,39139.0,4,0.0,0.0555,.,,-0.171
8848,2020-03-25,Richland,Ohio,39139.0,4,0.0,0.0288,.,,-0.185
9910,2020-03-26,Richland,Ohio,39139.0,4,0.0,0.000371,.,,-0.207
11043,2020-03-27,Richland,Ohio,39139.0,4,0.0,-0.028,.,,-0.23
12221,2020-03-28,Richland,Ohio,39139.0,5,0.0,-0.0546,.,,-0.221
13442,2020-03-29,Richland,Ohio,39139.0,5,0.0,-0.0785,.,,-0.25600001
14702,2020-03-30,Richland,Ohio,39139.0,5,0.0,-0.0997,.,,-0.26199999
15997,2020-03-31,Richland,Ohio,39139.0,6,0.0,-0.118,.,,-0.23899999
17324,2020-04-01,Richland,Ohio,39139.0,8,0.0,-0.134,.,,-0.17200001
18681,2020-04-02,Richland,Ohio,39139.0,8,0.0,-0.147,.,,-0.18799999
20064,2020-04-03,Richland,Ohio,39139.0,10,0.0,-0.158,.,,-0.2
21476,2020-04-04,Richland,Ohio,39139.0,14,0.0,-0.168,.,,-0.215
22903,2020-04-05,Richland,Ohio,39139.0,17,0.0,-0.176,.,,-0.19899999999999998
24338,2020-04-06,Richland,Ohio,39139.0,19,0.0,-0.184,.,,-0.16699999999999998
25787,2020-04-07,Richland,Ohio,39139.0,20,0.0,-0.19,.,,-0.17900001
27246,2020-04-08,Richland,Ohio,39139.0,25,0.0,-0.195,.,,-0.18600000000000003
28711,2020-04-09,Richland,Ohio,39139.0,27,1.0,-0.199,.,,-0.177
30188,2020-04-10,Richland,Ohio,39139.0,28,1.0,-0.203,.,,-0.17200001
31679,2020-04-11,Richland,Ohio,39139.0,34,1.0,-0.206,.,,-0.145
33175,2020-04-12,Richland,Ohio,39139.0,36,1.0,-0.208,.,,-0.19
34676,2020-04-13,Richland,Ohio,39139.0,43,1.0,-0.21,.,,-0.191
36179,2020-04-14,Richland,Ohio,39139.0,43,1.0,-0.212,.,,-0.11800000000000001
37688,2020-04-15,Richland,Ohio,39139.0,44,1.0,-0.213,.,,-0.082199998
39203,2020-04-16,Richland,Ohio,39139.0,48,1.0,-0.215,.,,0.0605
40721,2020-04-17,Richland,Ohio,39139.0,50,1.0,-0.217,.,,0.031500001
42241,2020-04-18,Richland,Ohio,39139.0,60,1.0,-0.22,.,,0.012
43766,2020-04-19,Richland,Ohio,39139.0,65,1.0,-0.222,.,,0.061900000999999996
45293,2020-04-20,Richland,Ohio,39139.0,64,1.0,-0.225,.,,0.076800004
46822,2020-04-21,Richland,Ohio,39139.0,66,1.0,-0.228,.,,0.052099999
48353,2020-04-22,Richland,Ohio,39139.0,68,1.0,-0.23,.,,-0.039999999
49884,2020-04-23,Richland,Ohio,39139.0,70,1.0,-0.232,.,,-0.082000002
51415,2020-04-24,Richland,Ohio,39139.0,73,1.0,-0.233,.,,0.037300002
52949,2020-04-25,Richland,Ohio,39139.0,77,1.0,-0.233,.,,0.0109
54485,2020-04-26,Richland,Ohio,39139.0,78,1.0,-0.231,.,,0.0275
56021,2020-04-27,Richland,Ohio,39139.0,76,1.0,-0.229,.,,0.038699999
57558,2020-04-28,Richland,Ohio,39139.0,80,1.0,-0.226,.,,0.0145
59096,2020-04-29,Richland,Ohio,39139.0,80,1.0,-0.221,.,,0.0196
60634,2020-04-30,Richland,Ohio,39139.0,81,2.0,-0.215,.,,0.042100001
62174,2020-05-01,Richland,Ohio,39139.0,85,2.0,-0.208,.,,0.043299999000000006
63716,2020-05-02,Richland,Ohio,39139.0,89,2.0,-0.2,.,,0.045200001
65260,2020-05-03,Richland,Ohio,39139.0,90,2.0,-0.191,.,,0.053100000999999994
66804,2020-05-04,Richland,Ohio,39139.0,90,2.0,-0.181,.,,0.068899997
68351,2020-05-05,Richland,Ohio,39139.0,91,2.0,-0.171,.,,0.068700001
69898,2020-05-06,Richland,Ohio,39139.0,92,2.0,-0.161,.,,0.065399997
71452,2020-05-07,Richland,Ohio,39139.0,94,2.0,-0.151,.,,0.059999999000000005
73006,2020-05-08,Richland,Ohio,39139.0,103,2.0,-0.141,.,,0.056699999
74560,2020-05-09,Richland,Ohio,39139.0,113,2.0,-0.132,.,,0.075099997
76114,2020-05-10,Richland,Ohio,39139.0,118,2.0,-0.125,.,,0.054200001
77668,2020-05-11,Richland,Ohio,39139.0,121,2.0,-0.118,.,,0.0076600001
79222,2020-05-12,Richland,Ohio,39139.0,130,2.0,-0.112,.,,0.024499998999999998
80776,2020-05-13,Richland,Ohio,39139.0,135,2.0,-0.107,.,,0.052499998
82330,2020-05-14,Richland,Ohio,39139.0,143,2.0,-0.102,.,,0.060699999000000004
83885,2020-05-15,Richland,Ohio,39139.0,150,2.0,-0.0982,.,,0.071599998
85441,2020-05-16,Richland,Ohio,39139.0,155,2.0,-0.0946,.,,0.0704
86997,2020-05-17,Richland,Ohio,39139.0,159,2.0,-0.0911,.,,0.10300000000000001
88553,2020-05-18,Richland,Ohio,39139.0,161,2.0,-0.0877,.,,0.132
90111,2020-05-19,Richland,Ohio,39139.0,165,2.0,-0.0841,.,,0.11199999999999999
91671,2020-05-20,Richland,Ohio,39139.0,166,2.0,-0.0803,.,,0.10300000000000001
93231,2020-05-21,Richland,Ohio,39139.0,170,3.0,-0.0764,.,,0.115
94793,2020-05-22,Richland,Ohio,39139.0,178,3.0,-0.072,.,,0.125
96357,2020-05-23,Richland,Ohio,39139.0,179,3.0,-0.0674,.,,0.11699999999999999
97922,2020-05-24,Richland,Ohio,39139.0,183,3.0,-0.0625,.,,0.090400003
99487,2020-05-25,Richland,Ohio,39139.0,186,3.0,-0.0573,.,,0.0942
101052,2020-05-26,Richland,Ohio,39139.0,187,3.0,-0.0519,.,,0.08569999800000001
102617,2020-05-27,Richland,Ohio,39139.0,189,3.0,-0.0466,.,,0.105
104183,2020-05-28,Richland,Ohio,39139.0,193,3.0,-0.0413,.,,0.09390000300000001
105750,2020-05-29,Richland,Ohio,39139.0,197,3.0,-0.0362,.,,0.064800002
107317,2020-05-30,Richland,Ohio,39139.0,199,3.0,-0.0314,.,,0.068800002
108884,2020-05-31,Richland,Ohio,39139.0,200,3.0,-0.0271,.,,0.094599999
110451,2020-06-01,Richland,Ohio,39139.0,201,3.0,-0.0232,.,,0.138
112020,2020-06-02,Richland,Ohio,39139.0,205,3.0,-0.0197,.,,0.142
113589,2020-06-03,Richland,Ohio,39139.0,209,3.0,-0.0166,.,,0.114
115159,2020-06-04,Richland,Ohio,39139.0,216,4.0,-0.014,.,,0.090899996
116730,2020-06-05,Richland,Ohio,39139.0,222,4.0,-0.0118,.,,0.126
118302,2020-06-06,Richland,Ohio,39139.0,223,4.0,-0.00989,.,,0.14399999
119874,2020-06-07,Richland,Ohio,39139.0,231,4.0,-0.00833,.,,0.139
121446,2020-06-08,Richland,Ohio,39139.0,232,4.0,-0.00702,.,,0.145
123018,2020-06-09,Richland,Ohio,39139.0,232,4.0,-0.00589,.,,0.14300001
124590,2020-06-10,Richland,Ohio,39139.0,234,4.0,-0.00487,.,,0.13500001
126162,2020-06-11,Richland,Ohio,39139.0,238,4.0,-0.00384,.,,0.13699999
127734,2020-06-12,Richland,Ohio,39139.0,242,4.0,-0.0028,.,,0.126
129307,2020-06-13,Richland,Ohio,39139.0,246,4.0,-0.00169,.,,0.134
130880,2020-06-14,Richland,Ohio,39139.0,249,4.0,-0.000467,.,,0.134
132453,2020-06-15,Richland,Ohio,39139.0,252,4.0,0.000857,.,,0.111
134027,2020-06-16,Richland,Ohio,39139.0,253,4.0,0.00216,.,,0.11800000000000001
135602,2020-06-17,Richland,Ohio,39139.0,257,4.0,0.00352,.,,0.16500001
137179,2020-06-18,Richland,Ohio,39139.0,260,4.0,0.00483,.,,0.18099999
138756,2020-06-19,Richland,Ohio,39139.0,266,4.0,0.00605,.,,0.182
140334,2020-06-20,Richland,Ohio,39139.0,269,4.0,0.00706,.,,0.182
141912,2020-06-21,Richland,Ohio,39139.0,271,4.0,0.0079,.,,0.183
143492,2020-06-22,Richland,Ohio,39139.0,277,4.0,0.00857,.,,0.175
145072,2020-06-23,Richland,Ohio,39139.0,280,4.0,0.00908,.,,0.156
146652,2020-06-24,Richland,Ohio,39139.0,285,4.0,0.00942,.,,0.133
148232,2020-06-25,Richland,Ohio,39139.0,296,4.0,0.00966,.,,0.111
149813,2020-06-26,Richland,Ohio,39139.0,300,4.0,0.00989,.,,0.087800004
151394,2020-06-27,Richland,Ohio,39139.0,306,4.0,0.0101,.,,0.081299998
152975,2020-06-28,Richland,Ohio,39139.0,310,4.0,0.0103,.,,0.083800003
154556,2020-06-29,Richland,Ohio,39139.0,312,4.0,0.0104,.,,0.09099999800000001
156137,2020-06-30,Richland,Ohio,39139.0,314,5.0,0.0106,.,,0.09510000099999999
