,date,county,state,fips,cases,deaths,emp_combined,emp_combined_inclow,merchants_all,spend_all
11278,2020-03-27,Starr,Texas,48427.0,2,0.0,,,-0.424,-0.221
12469,2020-03-28,Starr,Texas,48427.0,2,0.0,,,-0.45,-0.245
13698,2020-03-29,Starr,Texas,48427.0,2,0.0,,,-0.46799999999999997,-0.35200000000000004
14964,2020-03-30,Starr,Texas,48427.0,2,0.0,,,-0.47600000000000003,-0.39300001
16262,2020-03-31,Starr,Texas,48427.0,2,0.0,,,-0.486,-0.361
17597,2020-04-01,Starr,Texas,48427.0,4,0.0,,,-0.451,-0.16500001
18965,2020-04-02,Starr,Texas,48427.0,4,0.0,,,-0.456,-0.32899999999999996
20350,2020-04-03,Starr,Texas,48427.0,5,0.0,,,-0.45299999999999996,-0.38299999
21766,2020-04-04,Starr,Texas,48427.0,5,0.0,,,-0.466,-0.38299999
23194,2020-04-05,Starr,Texas,48427.0,6,0.0,,,-0.456,-0.38100001
24631,2020-04-06,Starr,Texas,48427.0,6,0.0,,,-0.467,-0.354
26082,2020-04-07,Starr,Texas,48427.0,7,0.0,,,-0.467,-0.428
27541,2020-04-08,Starr,Texas,48427.0,7,0.0,,,-0.48,-0.42500001
29008,2020-04-09,Starr,Texas,48427.0,7,0.0,,,-0.49,-0.29899999
30487,2020-04-10,Starr,Texas,48427.0,7,0.0,,,-0.489,-0.12800001
31979,2020-04-11,Starr,Texas,48427.0,7,0.0,,,-0.47600000000000003,-0.25799999
33475,2020-04-12,Starr,Texas,48427.0,7,0.0,,,-0.49200000000000005,-0.237
34976,2020-04-13,Starr,Texas,48427.0,7,0.0,,,-0.49,-0.237
36481,2020-04-14,Starr,Texas,48427.0,7,0.0,,,-0.5,-0.27900001
37992,2020-04-15,Starr,Texas,48427.0,7,0.0,,,-0.488,-0.22499999
39507,2020-04-16,Starr,Texas,48427.0,7,0.0,,,-0.46,-0.30399999
41026,2020-04-17,Starr,Texas,48427.0,7,0.0,,,-0.45399999999999996,-0.27900001
42546,2020-04-18,Starr,Texas,48427.0,7,0.0,,,-0.44,-0.212
44072,2020-04-19,Starr,Texas,48427.0,7,0.0,,,-0.408,-0.25299999
45599,2020-04-20,Starr,Texas,48427.0,7,0.0,,,-0.377,-0.2
47128,2020-04-21,Starr,Texas,48427.0,7,0.0,,,-0.327,-0.12800001
48659,2020-04-22,Starr,Texas,48427.0,7,0.0,,,-0.306,-0.237
50190,2020-04-23,Starr,Texas,48427.0,7,0.0,,,-0.305,-0.28299999
51721,2020-04-24,Starr,Texas,48427.0,7,0.0,,,-0.308,-0.38600001
53255,2020-04-25,Starr,Texas,48427.0,7,0.0,,,-0.305,-0.33399999
54791,2020-04-26,Starr,Texas,48427.0,7,0.0,,,-0.325,-0.30500001
56327,2020-04-27,Starr,Texas,48427.0,7,0.0,,,-0.34299999999999997,-0.31600001
57865,2020-04-28,Starr,Texas,48427.0,8,0.0,,,-0.358,-0.375
59403,2020-04-29,Starr,Texas,48427.0,9,0.0,,,-0.359,-0.40000001
60941,2020-04-30,Starr,Texas,48427.0,9,0.0,,,-0.35700000000000004,-0.285
62481,2020-05-01,Starr,Texas,48427.0,9,0.0,,,-0.332,-0.33700001
64023,2020-05-02,Starr,Texas,48427.0,9,0.0,,,-0.325,-0.29699999
65567,2020-05-03,Starr,Texas,48427.0,9,0.0,,,-0.337,-0.23
67112,2020-05-04,Starr,Texas,48427.0,9,0.0,,,-0.32899999999999996,-0.29499999
68659,2020-05-05,Starr,Texas,48427.0,10,0.0,,,-0.319,-0.31999999
70207,2020-05-06,Starr,Texas,48427.0,10,0.0,,,-0.301,-0.23899999
71761,2020-05-07,Starr,Texas,48427.0,10,0.0,,,-0.28300000000000003,-0.0647
73315,2020-05-08,Starr,Texas,48427.0,14,0.0,,,-0.292,0.0539
74869,2020-05-09,Starr,Texas,48427.0,14,0.0,,,-0.285,-0.248
76423,2020-05-10,Starr,Texas,48427.0,14,0.0,,,-0.261,-0.25099999
77977,2020-05-11,Starr,Texas,48427.0,14,0.0,,,-0.258,-0.22
79531,2020-05-12,Starr,Texas,48427.0,14,0.0,,,-0.258,-0.23999999
81085,2020-05-13,Starr,Texas,48427.0,14,0.0,,,-0.255,-0.31900001
82639,2020-05-14,Starr,Texas,48427.0,14,0.0,,,-0.244,-0.38699999
84195,2020-05-15,Starr,Texas,48427.0,16,0.0,,,-0.239,-0.36399999
85751,2020-05-16,Starr,Texas,48427.0,17,0.0,,,-0.243,-0.23899999
87307,2020-05-17,Starr,Texas,48427.0,17,0.0,,,-0.259,-0.31
88863,2020-05-18,Starr,Texas,48427.0,17,0.0,,,-0.249,-0.34900001
90422,2020-05-19,Starr,Texas,48427.0,19,0.0,,,-0.245,-0.31900001
91982,2020-05-20,Starr,Texas,48427.0,22,0.0,,,-0.256,-0.273
93542,2020-05-21,Starr,Texas,48427.0,22,0.0,,,-0.26899999999999996,-0.266
95104,2020-05-22,Starr,Texas,48427.0,22,0.0,,,-0.257,-0.35600001
96668,2020-05-23,Starr,Texas,48427.0,24,0.0,,,-0.247,-0.368
98233,2020-05-24,Starr,Texas,48427.0,24,0.0,,,-0.237,-0.24100000000000002
99798,2020-05-25,Starr,Texas,48427.0,24,0.0,,,-0.23399999999999999,-0.26800001
101363,2020-05-26,Starr,Texas,48427.0,24,0.0,,,-0.254,-0.19
102928,2020-05-27,Starr,Texas,48427.0,26,0.0,,,-0.255,-0.161
104494,2020-05-28,Starr,Texas,48427.0,27,0.0,,,-0.245,-0.235
106061,2020-05-29,Starr,Texas,48427.0,33,0.0,,,-0.228,-0.25999999
107628,2020-05-30,Starr,Texas,48427.0,33,0.0,,,-0.226,-0.14399999
109195,2020-05-31,Starr,Texas,48427.0,33,0.0,,,-0.223,-0.17299999
110762,2020-06-01,Starr,Texas,48427.0,34,0.0,,,-0.21100000000000002,-0.212
112331,2020-06-02,Starr,Texas,48427.0,36,0.0,,,-0.17,-0.20600000000000002
113901,2020-06-03,Starr,Texas,48427.0,37,0.0,,,-0.16,-0.17299999
115472,2020-06-04,Starr,Texas,48427.0,42,0.0,,,-0.149,-0.193
117044,2020-06-05,Starr,Texas,48427.0,44,0.0,,,-0.159,-0.14
118616,2020-06-06,Starr,Texas,48427.0,50,0.0,,,-0.16,-0.132
120188,2020-06-07,Starr,Texas,48427.0,52,0.0,,,-0.156,-0.11900000000000001
121760,2020-06-08,Starr,Texas,48427.0,52,0.0,,,-0.165,-0.09239999900000001
123332,2020-06-09,Starr,Texas,48427.0,57,0.0,,,-0.177,-0.089000002
124904,2020-06-10,Starr,Texas,48427.0,61,0.0,,,-0.19399999999999998,-0.11900000000000001
126476,2020-06-11,Starr,Texas,48427.0,68,0.0,,,-0.255,0.023800001
128048,2020-06-12,Starr,Texas,48427.0,88,0.0,,,-0.309,0.0080399998
129621,2020-06-13,Starr,Texas,48427.0,102,0.0,,,-0.316,-0.213
131194,2020-06-14,Starr,Texas,48427.0,112,0.0,,,-0.315,-0.228
132767,2020-06-15,Starr,Texas,48427.0,119,0.0,,,-0.317,-0.097800002
134341,2020-06-16,Starr,Texas,48427.0,135,0.0,,,-0.321,-0.0933
135916,2020-06-17,Starr,Texas,48427.0,159,0.0,,,-0.303,-0.126
137493,2020-06-18,Starr,Texas,48427.0,186,0.0,,,-0.257,-0.17800000000000002
139070,2020-06-19,Starr,Texas,48427.0,203,0.0,,,-0.217,-0.23800001
140648,2020-06-20,Starr,Texas,48427.0,224,0.0,,,-0.205,-0.17
142227,2020-06-21,Starr,Texas,48427.0,244,0.0,,,-0.207,-0.098899998
143807,2020-06-22,Starr,Texas,48427.0,319,0.0,,,-0.231,-0.10800000000000001
145387,2020-06-23,Starr,Texas,48427.0,334,3.0,,,-0.253,-0.215
146967,2020-06-24,Starr,Texas,48427.0,355,3.0,,,-0.265,-0.0436
148547,2020-06-25,Starr,Texas,48427.0,373,3.0,,,-0.266,-0.152
150128,2020-06-26,Starr,Texas,48427.0,407,3.0,,,-0.27399999999999997,-0.16
151709,2020-06-27,Starr,Texas,48427.0,475,3.0,,,-0.28800000000000003,-0.131
153290,2020-06-28,Starr,Texas,48427.0,496,3.0,,,-0.292,-0.16
154871,2020-06-29,Starr,Texas,48427.0,551,3.0,,,-0.275,-0.0757
156452,2020-06-30,Starr,Texas,48427.0,578,3.0,,,-0.264,-0.0995
158033,2020-07-01,Starr,Texas,48427.0,642,3.0,,,-0.264,-0.221
159614,2020-07-02,Starr,Texas,48427.0,670,3.0,,,-0.262,-0.13600001
161196,2020-07-03,Starr,Texas,48427.0,683,3.0,,,-0.251,-0.019200001
162778,2020-07-04,Starr,Texas,48427.0,683,3.0,,,-0.226,-0.099699996
164360,2020-07-05,Starr,Texas,48427.0,936,3.0,,,-0.251,-0.11900000000000001
165942,2020-07-06,Starr,Texas,48427.0,936,3.0,,,-0.258,-0.11199999999999999
167524,2020-07-07,Starr,Texas,48427.0,936,4.0,,,-0.26,-0.147
169107,2020-07-08,Starr,Texas,48427.0,936,4.0,,,-0.254,-0.28200001
170690,2020-07-09,Starr,Texas,48427.0,936,4.0,,,-0.24600000000000002,-0.39399999
172273,2020-07-10,Starr,Texas,48427.0,936,4.0,,,-0.243,-0.36399999
173856,2020-07-11,Starr,Texas,48427.0,936,4.0,,,-0.22899999999999998,-0.37
175439,2020-07-12,Starr,Texas,48427.0,953,4.0,,,-0.22399999999999998,-0.32100001
177022,2020-07-13,Starr,Texas,48427.0,975,4.0,,,-0.223,-0.26100001
178605,2020-07-14,Starr,Texas,48427.0,1017,8.0,,,-0.223,-0.34099999
180188,2020-07-15,Starr,Texas,48427.0,1061,9.0,,,-0.221,-0.213
181771,2020-07-16,Starr,Texas,48427.0,1172,9.0,,,-0.228,-0.052200000999999996
183355,2020-07-17,Starr,Texas,48427.0,1219,13.0,,,-0.218,-0.10099999999999999
184939,2020-07-18,Starr,Texas,48427.0,1247,14.0,,,-0.22899999999999998,-0.147
186523,2020-07-19,Starr,Texas,48427.0,1266,15.0,,,-0.223,-0.171
188108,2020-07-20,Starr,Texas,48427.0,1287,15.0,,,-0.23399999999999999,-0.289
189693,2020-07-21,Starr,Texas,48427.0,1432,15.0,,,-0.24100000000000002,-0.24699999
191278,2020-07-22,Starr,Texas,48427.0,1475,19.0,,,-0.245,-0.15000001
192863,2020-07-23,Starr,Texas,48427.0,1519,20.0,,,-0.253,-0.16699999999999998
194447,2020-07-24,Starr,Texas,48427.0,1559,20.0,,,-0.266,-0.08680000199999999
196031,2020-07-25,Starr,Texas,48427.0,1559,22.0,,,-0.285,-0.10400000000000001
197615,2020-07-26,Starr,Texas,48427.0,1637,22.0,,,-0.32799999999999996,-0.19899999999999998
199199,2020-07-27,Starr,Texas,48427.0,1655,28.0,,,-0.345,-0.21799999
200784,2020-07-28,Starr,Texas,48427.0,1715,29.0,,,-0.36,-0.12
202369,2020-07-29,Starr,Texas,48427.0,1761,33.0,,,-0.361,-0.226
203954,2020-07-30,Starr,Texas,48427.0,1941,38.0,,,-0.36,-0.27700001
205539,2020-07-31,Starr,Texas,48427.0,1983,49.0,,,-0.35100000000000003,-0.228
207124,2020-08-01,Starr,Texas,48427.0,2070,50.0,,,-0.34700000000000003,-0.28600001
208709,2020-08-02,Starr,Texas,48427.0,2117,50.0,,,-0.337,-0.23199999
210294,2020-08-03,Starr,Texas,48427.0,2206,51.0,,,-0.33799999999999997,-0.146
211879,2020-08-04,Starr,Texas,48427.0,2262,52.0,,,-0.332,-0.223
213464,2020-08-05,Starr,Texas,48427.0,2262,52.0,,,-0.35100000000000003,-0.33299999999999996
215049,2020-08-06,Starr,Texas,48427.0,2405,52.0,,,-0.359,-0.29699999
216634,2020-08-07,Starr,Texas,48427.0,2478,64.0,,,-0.366,-0.40000001
218219,2020-08-08,Starr,Texas,48427.0,2488,66.0,,,-0.35100000000000003,-0.287
219804,2020-08-09,Starr,Texas,48427.0,2501,68.0,,,-0.32799999999999996,-0.2
221389,2020-08-10,Starr,Texas,48427.0,2501,68.0,,,-0.311,-0.191
222975,2020-08-11,Starr,Texas,48427.0,2501,73.0,,,-0.309,-0.124
224561,2020-08-12,Starr,Texas,48427.0,2580,79.0,,,-0.297,-0.146
226147,2020-08-13,Starr,Texas,48427.0,2580,81.0,,,-0.303,-0.08560000400000001
227733,2020-08-14,Starr,Texas,48427.0,2691,83.0,,,-0.308,-0.034299999
229319,2020-08-15,Starr,Texas,48427.0,2738,87.0,,,-0.311,-0.0579
230905,2020-08-16,Starr,Texas,48427.0,2758,93.0,,,-0.32799999999999996,-0.13500001
232491,2020-08-17,Starr,Texas,48427.0,2786,94.0,,,-0.337,-0.19899999999999998
234077,2020-08-18,Starr,Texas,48427.0,2803,96.0,,,-0.342,-0.175
235663,2020-08-19,Starr,Texas,48427.0,2803,98.0,,,-0.341,-0.071000002
237249,2020-08-20,Starr,Texas,48427.0,2815,99.0,,,-0.32799999999999996,-0.18799999
238835,2020-08-21,Starr,Texas,48427.0,2946,100.0,,,-0.32799999999999996,-0.32100001
240421,2020-08-22,Starr,Texas,48427.0,2973,105.0,,,-0.342,-0.28400001
242007,2020-08-23,Starr,Texas,48427.0,2973,117.0,,,-0.34600000000000003,-0.131
243594,2020-08-24,Starr,Texas,48427.0,3041,117.0,,,-0.34299999999999997,-0.146
245181,2020-08-25,Starr,Texas,48427.0,3041,118.0,,,-0.331,-0.17600000000000002
246768,2020-08-26,Starr,Texas,48427.0,3047,121.0,,,-0.34700000000000003,-0.149
248355,2020-08-27,Starr,Texas,48427.0,3063,124.0,,,-0.358,-0.122
249942,2020-08-28,Starr,Texas,48427.0,3090,129.0,,,-0.36700000000000005,-0.032099999
251529,2020-08-29,Starr,Texas,48427.0,3153,129.0,,,-0.382,0.0031399999
253116,2020-08-30,Starr,Texas,48427.0,3153,134.0,,,-0.382,-0.076899998
