,date,county,state,fips,cases,deaths,new_cases,emp_combined,emp_combined_inclow,revenue_all,spend_all
368951,2020-03-21,Roane,Tennessee,47145.0,1,0.0,0.0,,,-0.32299999999999995,-0.0827
368952,2020-03-22,Roane,Tennessee,47145.0,1,0.0,0.0,,,-0.322,-0.0645
368953,2020-03-23,Roane,Tennessee,47145.0,1,0.0,0.0,,,-0.34,-0.0871
368954,2020-03-24,Roane,Tennessee,47145.0,1,0.0,0.0,,,-0.285,-0.133
368955,2020-03-25,Roane,Tennessee,47145.0,1,0.0,0.0,,,-0.332,-0.147
368956,2020-03-26,Roane,Tennessee,47145.0,1,0.0,0.0,,,-0.313,-0.12
368957,2020-03-27,Roane,Tennessee,47145.0,1,0.0,0.0,,,-0.322,-0.137
368958,2020-03-28,Roane,Tennessee,47145.0,1,0.0,0.0,,,-0.368,-0.19
368959,2020-03-29,Roane,Tennessee,47145.0,2,0.0,1.0,,,-0.20600000000000002,-0.216
368960,2020-03-30,Roane,Tennessee,47145.0,2,0.0,0.0,,,-0.201,-0.188
368961,2020-03-31,Roane,Tennessee,47145.0,2,0.0,0.0,,,-0.256,-0.142
368962,2020-04-01,Roane,Tennessee,47145.0,2,0.0,0.0,,,-0.327,-0.103
368963,2020-04-02,Roane,Tennessee,47145.0,3,0.0,1.0,,,-0.303,-0.132
368964,2020-04-03,Roane,Tennessee,47145.0,3,0.0,0.0,,,-0.285,-0.158
368965,2020-04-04,Roane,Tennessee,47145.0,5,0.0,2.0,,,-0.262,-0.125
368966,2020-04-05,Roane,Tennessee,47145.0,5,0.0,0.0,,,-0.392,-0.106
368967,2020-04-06,Roane,Tennessee,47145.0,5,0.0,0.0,,,-0.375,-0.117
368968,2020-04-07,Roane,Tennessee,47145.0,5,0.0,0.0,,,-0.38,-0.113
368969,2020-04-08,Roane,Tennessee,47145.0,5,0.0,0.0,,,-0.237,-0.1
368970,2020-04-09,Roane,Tennessee,47145.0,5,0.0,0.0,,,-0.282,-0.127
368971,2020-04-10,Roane,Tennessee,47145.0,5,0.0,0.0,,,-0.185,-0.139
368972,2020-04-11,Roane,Tennessee,47145.0,5,0.0,0.0,,,-0.264,-0.132
368973,2020-04-12,Roane,Tennessee,47145.0,5,0.0,0.0,,,-0.304,-0.19
368974,2020-04-13,Roane,Tennessee,47145.0,5,0.0,0.0,,,-0.29,-0.138
368975,2020-04-14,Roane,Tennessee,47145.0,5,0.0,0.0,,,-0.243,-0.0853
368976,2020-04-15,Roane,Tennessee,47145.0,6,0.0,1.0,,,-0.251,0.132
368977,2020-04-16,Roane,Tennessee,47145.0,7,0.0,1.0,,,-0.24100000000000002,0.082
