,date,county,state,fips,cases,deaths,new_cases,emp_combined,emp_combined_inclow,revenue_all,spend_all
198144,2020-05-01,Kanabec,Minnesota,27065.0,1,0.0,0.0,,,,-0.229
198145,2020-05-02,Kanabec,Minnesota,27065.0,1,0.0,0.0,,,,-0.304
198146,2020-05-03,Kanabec,Minnesota,27065.0,1,0.0,0.0,,,,-0.237
198147,2020-05-04,Kanabec,Minnesota,27065.0,1,0.0,0.0,,,,-0.251
198148,2020-05-05,Kanabec,Minnesota,27065.0,2,0.0,1.0,,,,-0.257
198149,2020-05-06,Kanabec,Minnesota,27065.0,2,0.0,0.0,,,,-0.327
198150,2020-05-07,Kanabec,Minnesota,27065.0,4,0.0,2.0,,,,-0.282
198151,2020-05-08,Kanabec,Minnesota,27065.0,5,0.0,1.0,,,,-0.276
198152,2020-05-09,Kanabec,Minnesota,27065.0,9,0.0,4.0,,,,-0.182
198153,2020-05-10,Kanabec,Minnesota,27065.0,9,0.0,0.0,,,,-0.158
198154,2020-05-11,Kanabec,Minnesota,27065.0,10,0.0,1.0,,,,-0.153
198155,2020-05-12,Kanabec,Minnesota,27065.0,10,0.0,0.0,,,,-0.187
198156,2020-05-13,Kanabec,Minnesota,27065.0,10,0.0,0.0,,,,-0.136
198157,2020-05-14,Kanabec,Minnesota,27065.0,10,0.0,0.0,,,,-0.094
198158,2020-05-15,Kanabec,Minnesota,27065.0,9,0.0,-1.0,,,,-0.104
198159,2020-05-16,Kanabec,Minnesota,27065.0,9,0.0,0.0,,,,-0.0835
198160,2020-05-17,Kanabec,Minnesota,27065.0,9,0.0,0.0,,,,-0.112
198161,2020-05-18,Kanabec,Minnesota,27065.0,9,0.0,0.0,,,,-0.0853
198162,2020-05-19,Kanabec,Minnesota,27065.0,9,1.0,0.0,,,,-0.0527
198163,2020-05-20,Kanabec,Minnesota,27065.0,9,1.0,0.0,,,,-0.0336
198164,2020-05-21,Kanabec,Minnesota,27065.0,10,1.0,1.0,,,,-0.132
198165,2020-05-22,Kanabec,Minnesota,27065.0,11,1.0,1.0,,,,-0.146
198166,2020-05-23,Kanabec,Minnesota,27065.0,11,1.0,0.0,,,,-0.188
198167,2020-05-24,Kanabec,Minnesota,27065.0,11,1.0,0.0,,,,-0.239
198168,2020-05-25,Kanabec,Minnesota,27065.0,11,1.0,0.0,,,,-0.291
198169,2020-05-26,Kanabec,Minnesota,27065.0,11,1.0,0.0,,,,-0.266
198170,2020-05-27,Kanabec,Minnesota,27065.0,11,1.0,0.0,,,,-0.332
198171,2020-05-28,Kanabec,Minnesota,27065.0,11,1.0,0.0,,,,-0.295
198172,2020-05-29,Kanabec,Minnesota,27065.0,11,1.0,0.0,,,,-0.308
198173,2020-05-30,Kanabec,Minnesota,27065.0,11,1.0,0.0,,,,-0.292
198174,2020-05-31,Kanabec,Minnesota,27065.0,11,1.0,0.0,,,,-0.263
198175,2020-06-01,Kanabec,Minnesota,27065.0,11,1.0,0.0,,,,-0.219
198176,2020-06-02,Kanabec,Minnesota,27065.0,12,1.0,1.0,,,,-0.198
198177,2020-06-03,Kanabec,Minnesota,27065.0,12,1.0,0.0,,,,-0.119
198178,2020-06-04,Kanabec,Minnesota,27065.0,12,1.0,0.0,,,,-0.0447
198179,2020-06-05,Kanabec,Minnesota,27065.0,12,1.0,0.0,,,,0.015
198180,2020-06-06,Kanabec,Minnesota,27065.0,12,1.0,0.0,,,,0.0538
198181,2020-06-07,Kanabec,Minnesota,27065.0,12,1.0,0.0,,,,0.0884
198182,2020-06-08,Kanabec,Minnesota,27065.0,12,1.0,0.0,,,,0.0449
198183,2020-06-09,Kanabec,Minnesota,27065.0,12,1.0,0.0,,,,0.073
198184,2020-06-10,Kanabec,Minnesota,27065.0,12,1.0,0.0,,,,0.0261
198185,2020-06-11,Kanabec,Minnesota,27065.0,13,1.0,1.0,,,,-0.0693
198186,2020-06-12,Kanabec,Minnesota,27065.0,13,1.0,0.0,,,,-0.0904
198187,2020-06-13,Kanabec,Minnesota,27065.0,13,1.0,0.0,,,,-0.125
198188,2020-06-14,Kanabec,Minnesota,27065.0,13,1.0,0.0,,,,-0.129
198189,2020-06-15,Kanabec,Minnesota,27065.0,13,1.0,0.0,,,,-0.113
198190,2020-06-16,Kanabec,Minnesota,27065.0,13,1.0,0.0,,,,-0.141
198191,2020-06-17,Kanabec,Minnesota,27065.0,13,1.0,0.0,,,,-0.0886
198192,2020-06-18,Kanabec,Minnesota,27065.0,13,1.0,0.0,,,,-0.0428
198193,2020-06-19,Kanabec,Minnesota,27065.0,13,1.0,0.0,,,,-0.0856
198194,2020-06-20,Kanabec,Minnesota,27065.0,13,1.0,0.0,,,,-0.0884
198195,2020-06-21,Kanabec,Minnesota,27065.0,13,1.0,0.0,,,,-0.107
198196,2020-06-22,Kanabec,Minnesota,27065.0,13,1.0,0.0,,,,-0.153
198197,2020-06-23,Kanabec,Minnesota,27065.0,13,1.0,0.0,,,,-0.167
198198,2020-06-24,Kanabec,Minnesota,27065.0,13,1.0,0.0,,,,-0.252
