,date,county,state,fips,cases,deaths,new_cases,emp_combined,emp_combined_inclow,revenue_all,spend_all
100003,2020-03-27,Gem,Idaho,16045.0,1,0.0,0.0,,,,-0.143
100004,2020-03-28,Gem,Idaho,16045.0,1,0.0,0.0,,,,-0.151
100005,2020-03-29,Gem,Idaho,16045.0,3,0.0,2.0,,,,-0.262
100006,2020-03-30,Gem,Idaho,16045.0,3,0.0,0.0,,,,-0.298
100007,2020-03-31,Gem,Idaho,16045.0,4,0.0,1.0,,,,-0.31
100008,2020-04-01,Gem,Idaho,16045.0,4,0.0,0.0,,,,-0.308
100009,2020-04-02,Gem,Idaho,16045.0,6,0.0,2.0,,,,-0.254
100010,2020-04-03,Gem,Idaho,16045.0,7,0.0,1.0,,,,-0.126
100011,2020-04-04,Gem,Idaho,16045.0,7,0.0,0.0,,,,-0.0572
100012,2020-04-05,Gem,Idaho,16045.0,7,0.0,0.0,,,,0.0242
100013,2020-04-06,Gem,Idaho,16045.0,8,0.0,1.0,,,,0.0853
100014,2020-04-07,Gem,Idaho,16045.0,8,0.0,0.0,,,,0.0828
100015,2020-04-08,Gem,Idaho,16045.0,8,0.0,0.0,,,,0.0532
100016,2020-04-09,Gem,Idaho,16045.0,8,0.0,0.0,,,,-0.015
100017,2020-04-10,Gem,Idaho,16045.0,9,0.0,1.0,,,,-0.0732
100018,2020-04-11,Gem,Idaho,16045.0,9,0.0,0.0,,,,-0.00371
100019,2020-04-12,Gem,Idaho,16045.0,9,0.0,0.0,,,,-0.0903
100020,2020-04-13,Gem,Idaho,16045.0,10,0.0,1.0,,,,-0.0445
100021,2020-04-14,Gem,Idaho,16045.0,10,0.0,0.0,,,,-0.114
100022,2020-04-15,Gem,Idaho,16045.0,10,0.0,0.0,,,,-0.246
100023,2020-04-16,Gem,Idaho,16045.0,10,0.0,0.0,,,,-0.172
100024,2020-04-17,Gem,Idaho,16045.0,10,0.0,0.0,,,,-0.127
100025,2020-04-18,Gem,Idaho,16045.0,10,0.0,0.0,,,,-0.283
100026,2020-04-19,Gem,Idaho,16045.0,10,0.0,0.0,,,,-0.266
100027,2020-04-20,Gem,Idaho,16045.0,10,0.0,0.0,,,,-0.286
100028,2020-04-21,Gem,Idaho,16045.0,10,0.0,0.0,,,,-0.206
100029,2020-04-22,Gem,Idaho,16045.0,10,0.0,0.0,,,,-0.125
100030,2020-04-23,Gem,Idaho,16045.0,11,0.0,1.0,,,,-0.0921
100031,2020-04-24,Gem,Idaho,16045.0,11,0.0,0.0,,,,-0.162
100032,2020-04-25,Gem,Idaho,16045.0,12,0.0,1.0,,,,0.0167
100033,2020-04-26,Gem,Idaho,16045.0,12,0.0,0.0,,,,0.0638
100034,2020-04-27,Gem,Idaho,16045.0,12,0.0,0.0,,,,0.13
100035,2020-04-28,Gem,Idaho,16045.0,12,0.0,0.0,,,,0.188
100036,2020-04-29,Gem,Idaho,16045.0,12,0.0,0.0,,,,0.0894
100037,2020-04-30,Gem,Idaho,16045.0,13,0.0,1.0,,,,0.0929
100038,2020-05-01,Gem,Idaho,16045.0,13,0.0,0.0,,,,0.0608
100039,2020-05-02,Gem,Idaho,16045.0,13,0.0,0.0,,,,-0.117
100040,2020-05-03,Gem,Idaho,16045.0,13,0.0,0.0,,,,-0.0853
100041,2020-05-04,Gem,Idaho,16045.0,14,0.0,1.0,,,,-0.172
100042,2020-05-05,Gem,Idaho,16045.0,14,0.0,0.0,,,,-0.191
100043,2020-05-06,Gem,Idaho,16045.0,14,0.0,0.0,,,,-0.0716
100044,2020-05-07,Gem,Idaho,16045.0,14,0.0,0.0,,,,-0.0809
100045,2020-05-08,Gem,Idaho,16045.0,16,0.0,2.0,,,,-0.0582
100046,2020-05-09,Gem,Idaho,16045.0,16,0.0,0.0,,,,-0.143
100047,2020-05-10,Gem,Idaho,16045.0,16,0.0,0.0,,,,-0.199
100048,2020-05-11,Gem,Idaho,16045.0,16,0.0,0.0,,,,-0.203
100049,2020-05-12,Gem,Idaho,16045.0,16,0.0,0.0,,,,-0.241
100050,2020-05-13,Gem,Idaho,16045.0,16,0.0,0.0,,,,-0.256
100051,2020-05-14,Gem,Idaho,16045.0,16,0.0,0.0,,,,-0.101
100052,2020-05-15,Gem,Idaho,16045.0,16,0.0,0.0,,,,-0.0525
100053,2020-05-16,Gem,Idaho,16045.0,16,0.0,0.0,,,,0.0252
100054,2020-05-17,Gem,Idaho,16045.0,16,0.0,0.0,,,,0.0556
100055,2020-05-18,Gem,Idaho,16045.0,16,0.0,0.0,,,,0.148
100056,2020-05-19,Gem,Idaho,16045.0,16,0.0,0.0,,,,0.181
100057,2020-05-20,Gem,Idaho,16045.0,16,0.0,0.0,,,,0.0329
100058,2020-05-21,Gem,Idaho,16045.0,17,0.0,1.0,,,,-0.0854
100059,2020-05-22,Gem,Idaho,16045.0,17,0.0,0.0,,,,-0.0781
100060,2020-05-23,Gem,Idaho,16045.0,17,0.0,0.0,,,,-0.107
100061,2020-05-24,Gem,Idaho,16045.0,17,0.0,0.0,,,,-0.0437
100062,2020-05-25,Gem,Idaho,16045.0,17,0.0,0.0,,,,-0.0502
100063,2020-05-26,Gem,Idaho,16045.0,17,0.0,0.0,,,,-0.115
100064,2020-05-27,Gem,Idaho,16045.0,17,0.0,0.0,,,,-0.0886
100065,2020-05-28,Gem,Idaho,16045.0,17,0.0,0.0,,,,-0.115
100066,2020-05-29,Gem,Idaho,16045.0,17,0.0,0.0,,,,-0.202
100067,2020-05-30,Gem,Idaho,16045.0,17,0.0,0.0,,,,-0.201
100068,2020-05-31,Gem,Idaho,16045.0,17,0.0,0.0,,,,-0.17
100069,2020-06-01,Gem,Idaho,16045.0,17,0.0,0.0,,,,-0.188
