,date,county,state,fips,cases,deaths,emp_combined,emp_combined_inclow,merchants_all,spend_all
5107,2020-03-21,Evangeline,Louisiana,22039.0,2,0.0,,,,-0.11
5863,2020-03-22,Evangeline,Louisiana,22039.0,2,0.0,,,,-0.142
6681,2020-03-23,Evangeline,Louisiana,22039.0,2,0.0,,,,-0.15800001
7564,2020-03-24,Evangeline,Louisiana,22039.0,2,0.0,,,,-0.17800000000000002
8517,2020-03-25,Evangeline,Louisiana,22039.0,2,0.0,,,,-0.18600000000000003
9564,2020-03-26,Evangeline,Louisiana,22039.0,2,0.0,,,,-0.27500001
10685,2020-03-27,Evangeline,Louisiana,22039.0,4,0.0,,,,-0.34099999
11852,2020-03-28,Evangeline,Louisiana,22039.0,4,0.0,,,,-0.28099999
13062,2020-03-29,Evangeline,Louisiana,22039.0,4,0.0,,,,-0.33500001
14309,2020-03-30,Evangeline,Louisiana,22039.0,8,0.0,,,,-0.40200001
15594,2020-03-31,Evangeline,Louisiana,22039.0,10,0.0,,,,-0.43799999
16909,2020-04-01,Evangeline,Louisiana,22039.0,11,0.0,,,,-0.45799999999999996
18254,2020-04-02,Evangeline,Louisiana,22039.0,16,0.0,,,,-0.45300001
19632,2020-04-03,Evangeline,Louisiana,22039.0,18,0.0,,,,-0.40599999
21038,2020-04-04,Evangeline,Louisiana,22039.0,19,0.0,,,,-0.47600001
22461,2020-04-05,Evangeline,Louisiana,22039.0,19,0.0,,,,-0.45699999
23894,2020-04-06,Evangeline,Louisiana,22039.0,23,0.0,,,,-0.42500001
25340,2020-04-07,Evangeline,Louisiana,22039.0,23,0.0,,,,-0.396
26796,2020-04-08,Evangeline,Louisiana,22039.0,25,0.0,,,,-0.38
28258,2020-04-09,Evangeline,Louisiana,22039.0,31,0.0,,,,-0.382
29730,2020-04-10,Evangeline,Louisiana,22039.0,35,0.0,,,,-0.45199999
31217,2020-04-11,Evangeline,Louisiana,22039.0,34,0.0,,,,-0.42699999
32711,2020-04-12,Evangeline,Louisiana,22039.0,36,0.0,,,,-0.40599999
34210,2020-04-13,Evangeline,Louisiana,22039.0,38,0.0,,,,-0.396
35713,2020-04-14,Evangeline,Louisiana,22039.0,39,0.0,,,,-0.41800001
37220,2020-04-15,Evangeline,Louisiana,22039.0,40,0.0,,,,-0.32899999999999996
38733,2020-04-16,Evangeline,Louisiana,22039.0,41,0.0,,,,-0.345
40248,2020-04-17,Evangeline,Louisiana,22039.0,42,0.0,,,,-0.31400001
41767,2020-04-18,Evangeline,Louisiana,22039.0,43,0.0,,,,-0.30000001
43289,2020-04-19,Evangeline,Louisiana,22039.0,43,0.0,,,,-0.28600001
44815,2020-04-20,Evangeline,Louisiana,22039.0,43,0.0,,,,-0.226
46342,2020-04-21,Evangeline,Louisiana,22039.0,43,0.0,,,,-0.17200001
47872,2020-04-22,Evangeline,Louisiana,22039.0,44,0.0,,,,-0.259
49403,2020-04-23,Evangeline,Louisiana,22039.0,44,0.0,,,,-0.22899999999999998
50934,2020-04-24,Evangeline,Louisiana,22039.0,44,0.0,,,,-0.23
52467,2020-04-25,Evangeline,Louisiana,22039.0,45,0.0,,,,-0.25299999
54002,2020-04-26,Evangeline,Louisiana,22039.0,45,0.0,,,,-0.28
55538,2020-04-27,Evangeline,Louisiana,22039.0,45,0.0,,,,-0.35699999
57075,2020-04-28,Evangeline,Louisiana,22039.0,46,0.0,,,,-0.345
58613,2020-04-29,Evangeline,Louisiana,22039.0,49,0.0,,,,-0.32899999999999996
60151,2020-04-30,Evangeline,Louisiana,22039.0,49,1.0,,,,-0.31200001
61689,2020-05-01,Evangeline,Louisiana,22039.0,51,1.0,,,,-0.28099999
63230,2020-05-02,Evangeline,Louisiana,22039.0,59,1.0,,,,-0.26800001
64772,2020-05-03,Evangeline,Louisiana,22039.0,59,1.0,,,,-0.252
66316,2020-05-04,Evangeline,Louisiana,22039.0,60,1.0,,,,-0.19499999
67861,2020-05-05,Evangeline,Louisiana,22039.0,63,1.0,,,,-0.259
69408,2020-05-06,Evangeline,Louisiana,22039.0,63,1.0,,,,-0.22499999
70959,2020-05-07,Evangeline,Louisiana,22039.0,64,1.0,,,,-0.237
72513,2020-05-08,Evangeline,Louisiana,22039.0,67,1.0,,,,-0.31600001
74067,2020-05-09,Evangeline,Louisiana,22039.0,67,1.0,,,,-0.287
75621,2020-05-10,Evangeline,Louisiana,22039.0,67,1.0,,,,-0.27900001
77175,2020-05-11,Evangeline,Louisiana,22039.0,67,1.0,,,,-0.33700001
78729,2020-05-12,Evangeline,Louisiana,22039.0,68,1.0,,,,-0.27000001
80283,2020-05-13,Evangeline,Louisiana,22039.0,74,1.0,,,,-0.29600000000000004
81837,2020-05-14,Evangeline,Louisiana,22039.0,74,1.0,,,,-0.242
83392,2020-05-15,Evangeline,Louisiana,22039.0,74,1.0,,,,-0.25999999
84948,2020-05-16,Evangeline,Louisiana,22039.0,66,1.0,,,,-0.26100001
86504,2020-05-17,Evangeline,Louisiana,22039.0,66,1.0,,,,-0.23999999
88060,2020-05-18,Evangeline,Louisiana,22039.0,66,1.0,,,,-0.213
89616,2020-05-19,Evangeline,Louisiana,22039.0,67,1.0,,,,-0.20299999
91176,2020-05-20,Evangeline,Louisiana,22039.0,67,1.0,,,,-0.204
92736,2020-05-21,Evangeline,Louisiana,22039.0,83,1.0,,,,-0.23100001
94298,2020-05-22,Evangeline,Louisiana,22039.0,87,1.0,,,,-0.138
95861,2020-05-23,Evangeline,Louisiana,22039.0,129,1.0,,,,-0.25
97426,2020-05-24,Evangeline,Louisiana,22039.0,165,1.0,,,,-0.31600001
98991,2020-05-25,Evangeline,Louisiana,22039.0,166,1.0,,,,-0.37400001
100556,2020-05-26,Evangeline,Louisiana,22039.0,166,1.0,,,,-0.34700000000000003
102121,2020-05-27,Evangeline,Louisiana,22039.0,166,1.0,,,,-0.34
103687,2020-05-28,Evangeline,Louisiana,22039.0,75,1.0,,,,-0.29499999
105254,2020-05-29,Evangeline,Louisiana,22039.0,75,1.0,,,,-0.30500001
106821,2020-05-30,Evangeline,Louisiana,22039.0,78,1.0,,,,-0.30199999
108388,2020-05-31,Evangeline,Louisiana,22039.0,78,1.0,,,,-0.25299999
109955,2020-06-01,Evangeline,Louisiana,22039.0,78,1.0,,,,-0.21899999999999997
111522,2020-06-02,Evangeline,Louisiana,22039.0,80,1.0,,,,-0.228
113091,2020-06-03,Evangeline,Louisiana,22039.0,81,1.0,,,,-0.25099999
114661,2020-06-04,Evangeline,Louisiana,22039.0,81,1.0,,,,-0.31799999
116232,2020-06-05,Evangeline,Louisiana,22039.0,81,1.0,,,,-0.36199999
117804,2020-06-06,Evangeline,Louisiana,22039.0,82,1.0,,,,-0.336
119376,2020-06-07,Evangeline,Louisiana,22039.0,84,1.0,,,,-0.33899999
120948,2020-06-08,Evangeline,Louisiana,22039.0,84,1.0,,,,-0.34400001
122520,2020-06-09,Evangeline,Louisiana,22039.0,85,1.0,,,,-0.37200001
124092,2020-06-10,Evangeline,Louisiana,22039.0,85,1.0,,,,-0.38499999
125664,2020-06-11,Evangeline,Louisiana,22039.0,85,1.0,,,,-0.35800001
127236,2020-06-12,Evangeline,Louisiana,22039.0,87,1.0,,,,-0.23600000000000002
128808,2020-06-13,Evangeline,Louisiana,22039.0,89,1.0,,,,-0.21100000000000002
130381,2020-06-14,Evangeline,Louisiana,22039.0,89,1.0,,,,-0.24600001
131954,2020-06-15,Evangeline,Louisiana,22039.0,91,1.0,,,,-0.26199999
133528,2020-06-16,Evangeline,Louisiana,22039.0,93,1.0,,,,-0.26499999
135103,2020-06-17,Evangeline,Louisiana,22039.0,100,1.0,,,,-0.22400001
136678,2020-06-18,Evangeline,Louisiana,22039.0,100,1.0,,,,-0.175
138255,2020-06-19,Evangeline,Louisiana,22039.0,120,1.0,,,,-0.15700001
139832,2020-06-20,Evangeline,Louisiana,22039.0,123,1.0,,,,-0.163
141410,2020-06-21,Evangeline,Louisiana,22039.0,123,1.0,,,,-0.11
