,id,median_age,pop,african_american,median_income,area,pop_density
796,19017,39.8,24864,228,33610.0,435.48,57.09561862772113
797,19019,39.1,21118,36,32049.0,571.02,36.98294280410494
798,19021,35.0,20058,505,29438.0,574.92,34.88833228970987
799,19023,43.9,14628,153,31123.0,580.13,25.215038008722182
800,19025,44.6,9744,150,27215.0,569.97,17.095636612453287
801,19027,42.0,20281,19,31396.0,569.44,35.61569261028379
802,19029,44.9,13091,26,28948.0,564.27,23.199886579119926
803,19031,42.7,18457,260,35486.0,579.44,31.853168576556673
804,19033,44.3,42834,747,31419.0,568.31,75.37083633932185
805,19035,46.3,11343,228,30888.0,576.91,19.661645663968386
806,19037,44.5,12026,129,32338.0,504.38,23.843134144890758
807,19039,40.5,9360,6,30386.0,431.17,21.708374886935548
808,19041,42.9,16211,112,27708.0,567.24,28.57873210633947
809,19043,47.3,17625,170,27442.0,778.54,22.638528527757085
810,19045,42.2,46909,1320,29943.0,694.92,67.50273412766937
811,19047,38.7,17034,477,30641.0,714.19,23.85079600666489
812,19049,35.4,87099,1654,46694.0,588.45,148.01427478970174
813,19051,36.8,8920,4,30912.0,502.19,17.762201557179555
814,19053,36.4,7979,141,22853.0,531.88,15.001504098668873
815,19055,43.8,17183,36,31467.0,577.76,29.740722791470507
816,19057,42.9,39386,2258,29964.0,416.12,94.65058156301068
817,19059,48.4,17127,77,34232.0,380.61,44.998817687396546
818,19061,38.6,96982,3440,31437.0,608.31,159.42858082227812
819,19063,42.9,9438,199,27184.0,395.88,23.840557744771143
820,19065,43.8,19803,444,26735.0,730.81,27.09733035946416
821,19067,44.1,15786,271,28660.0,500.63,31.532269340630805
822,19069,42.7,10162,25,31147.0,581.97,17.461381170850732
823,19071,46.2,6946,55,30390.0,511.15,13.58896605693045
824,19073,44.5,8950,48,28990.0,569.57,15.713608511684251
825,19075,42.6,12299,74,36676.0,501.86,24.50683457537959
826,19077,45.5,10669,34,31673.0,590.62,18.06406826724459
827,19079,42.6,14997,202,32448.0,576.75,26.00260078023407
828,19081,44.2,10802,172,31690.0,571.01,18.91735696397611
829,19083,44.7,17061,221,30203.0,569.31,29.967855825472945
830,19085,44.0,14089,27,33596.0,696.85,20.218124417019443
831,19087,39.7,19941,444,28551.0,434.33,45.912094490364474
832,19089,41.5,9226,29,31701.0,473.25,19.494981510829373
833,19091,42.9,9554,38,30442.0,434.35,21.996086105675147
834,19093,43.7,6901,47,32594.0,431.51,15.992676878867234
835,19095,41.7,16189,151,33102.0,586.46,27.604610715138286
836,19097,44.3,19401,92,32335.0,636.04,30.502798566127918
837,19099,42.1,36971,738,30938.0,730.42,50.61608389693601
838,19101,42.9,18148,1305,25018.0,435.51,41.67068494408854
839,19103,30.3,148577,10815,30486.0,614.04,241.96632141228585
840,19105,43.1,20559,435,31435.0,575.62,35.71627115110663
841,19107,43.7,10188,46,28824.0,579.18,17.590386408370456
842,19109,45.5,14978,114,32007.0,972.72,15.398059050908792
843,19111,43.1,34227,946,26580.0,517.52,66.13657443190601
844,19113,37.7,223861,12389,34626.0,716.88,312.27123088940965
845,19115,41.9,11178,126,30556.0,401.77,27.82188814495856
846,19117,44.2,8583,8,31208.0,430.59,19.9331150282171
847,19119,38.0,11776,10,32845.0,587.65,20.039138943248535
848,19121,40.7,16012,38,35347.0,561.01,28.541380724051265
849,19123,39.3,22164,312,27150.0,570.86,38.825631503345825
850,19125,39.4,33172,349,31558.0,554.53,59.82002777126576
851,19127,38.7,39964,502,30385.0,572.5,69.80611353711791
852,19129,42.5,15034,103,33333.0,437.44,34.36814191660571
853,19131,43.6,10608,32,30614.0,469.13,22.61206914927632
854,19133,46.0,8730,27,27314.0,694.07,12.577982047920237
855,19135,43.0,7807,2,32954.0,433.72,18.000092225398873
856,19137,44.2,10053,11,28472.0,424.1,23.70431502004244
857,19139,38.1,42889,1065,31248.0,437.47,98.03872265526779
858,19141,41.9,13835,175,30548.0,573.04,24.143166271115454
859,19143,44.0,6052,76,31817.0,398.68,15.18009431122705
860,19145,44.1,15268,305,27928.0,534.94,28.541518674991586
861,19147,41.4,9003,214,30217.0,563.84,15.967295686719636
862,19149,40.0,25068,244,36509.0,862.89,29.05121162604735
863,19151,47.6,6797,40,30587.0,577.24,11.774998267618322
864,19153,35.5,479612,32518,36061.0,573.8,835.8522133147438
865,19155,39.7,93393,1638,31953.0,950.28,98.27945447657532
866,19157,40.5,18388,354,30154.0,584.93,31.43624023387414
867,19159,44.0,4964,4,29532.0,535.5,9.26984126984127
868,19161,46.1,9802,71,31386.0,575.01,17.046660058085948
869,19163,38.3,172446,12954,32801.0,458.09,376.4456766137659
870,19165,46.4,11606,88,32322.0,590.78,19.64521480077186
871,19167,33.4,34827,122,30737.0,768.33,45.32817929795791
872,19169,26.6,96941,2213,23520.0,572.82,169.23466359414823
873,19171,42.6,17032,157,30623.0,721.01,23.62241855175379
874,19173,42.3,6167,1,29178.0,531.9,11.594284639969919
875,19175,40.3,12358,62,27896.0,423.65,29.170305676855897
876,19177,45.4,7150,48,25755.0,484.79,14.748654056395551
877,19179,39.6,35141,1248,27905.0,431.83,81.37693073663247
878,19181,38.3,50076,260,39189.0,569.83,87.87884105785936
879,19183,40.3,22100,172,32270.0,568.84,38.850995007383446
880,19185,43.2,6429,19,28464.0,525.44,12.235459805115712
881,19187,39.0,36545,1727,25830.0,715.62,51.067605712528994
882,19189,41.8,10534,181,30414.0,400.49,26.302779095607878
883,19191,41.5,20262,308,30273.0,689.87,29.370751011060054
884,19193,35.8,102586,3706,30541.0,872.83,117.53262376407777
885,19195,43.9,7445,121,32311.0,400.12,18.606917924622614
886,19197,43.5,12739,49,30596.0,580.42,21.947899796698945
887,20001,41.9,12556,125,25762.0,500.3,25.09694183489906
888,20003,40.8,7835,39,25546.0,579.65,13.516777365651686
889,20005,36.6,16268,477,22503.0,431.17,37.72989772015678
890,20007,43.6,4624,37,26147.0,1134.07,4.077349722680258
891,20009,39.9,26453,325,26586.0,895.4,29.54322090685727
892,20011,39.1,14608,416,23767.0,635.47,22.98770988402285
893,20013,42.1,9626,82,26031.0,570.87,16.86198258797975
894,20015,38.6,66698,1671,32402.0,1429.86,46.6465248345992
895,20017,44.8,2637,44,24442.0,773.06,3.4111194473908886
896,20019,47.9,3323,18,22456.0,638.88,5.201289757074881
897,20021,41.3,20179,120,24412.0,587.57,34.34314209370798
898,20023,45.6,2665,0,26798.0,1019.89,2.61302689505731
899,20025,45.3,2026,10,32045.0,974.63,2.078737572206889
900,20027,42.5,8082,72,27977.0,645.3,12.524407252440726
901,20029,40.8,8938,175,26492.0,715.34,12.494757737579333
902,20031,43.8,8254,66,29788.0,626.95,13.16532418853178
903,20033,48.1,1740,4,29181.0,788.3,2.207281491817836
904,20035,38.8,35351,1159,26974.0,1125.75,31.402176326893184
905,20037,32.5,38968,884,23064.0,589.76,66.0743353228432
906,20039,50.6,2860,15,28254.0,893.52,3.2008237084788256
907,20041,41.3,18828,259,26855.0,847.07,22.227206724355717
908,20043,41.0,7684,459,25274.0,393.41,19.53178617727053
909,20045,29.8,120290,5254,26292.0,455.87,263.869085484897
910,20047,45.7,2869,10,30531.0,621.89,4.6133560597533325
911,20049,52.3,2523,10,20737.0,644.27,3.916060036941034
912,20051,32.5,28775,312,26676.0,899.91,31.975419764198644
913,20053,42.1,6231,199,27225.0,715.85,8.704337500873088
914,20055,30.8,36750,1067,30650.0,1301.97,28.22645683080255
915,20057,32.2,34179,685,29089.0,1098.27,31.120762653992188
916,20059,40.0,25558,237,30681.0,571.76,44.700573667272984
917,20061,26.4,34025,6376,30573.0,384.62,88.4639384327388
918,20063,48.2,2644,14,28801.0,1071.67,2.467177396026762
919,20065,50.4,2519,105,26768.0,898.52,2.8034990873881496
920,20067,32.6,7467,3,33723.0,574.8,12.990605427974948
921,20069,36.0,6039,53,32514.0,868.87,6.950406850276797
922,20071,42.2,1185,0,30542.0,778.45,1.5222557646605432
923,20073,48.6,6081,13,25421.0,1143.3,5.318813959590659
924,20075,35.8,2591,138,29909.0,996.51,2.600074259164484
925,20077,42.4,5594,10,26080.0,801.27,6.981417000511688
926,20079,39.2,34503,574,30756.0,539.75,63.924038906901345
927,20081,36.9,4018,1,28841.0,577.52,6.95733481091564
928,20083,47.6,1876,1,31348.0,859.99,2.181420714194351
929,20085,41.2,13266,28,30334.0,656.22,20.215781292859102
930,20087,43.3,18890,137,35862.0,532.57,35.46951574440918
931,20089,52.8,2885,10,24077.0,909.78,3.1710963089977797
932,20091,37.6,591506,27703,43408.0,473.38,1249.5373695551143
933,20093,34.7,3907,101,26867.0,870.54,4.488018930778598
934,20095,45.4,7340,34,31157.0,863.36,8.501667902149741
935,20097,41.6,2505,21,27866.0,722.64,3.466456326801727
936,20099,41.0,20119,957,25772.0,645.3,31.177746784441347
937,20101,40.7,1564,0,30275.0,717.46,2.179912468987818
938,20103,37.8,80745,7124,32466.0,462.83,174.45930471231338
939,20105,46.5,3044,5,28105.0,719.4,4.231303864331387
940,20107,44.4,9671,80,27113.0,594.06,16.27950038716628
941,20109,39.7,2805,2,26898.0,1072.99,2.6141902534040393
942,20111,33.4,33251,763,26439.0,847.47,39.23560716013546
943,20113,40.8,28567,331,31091.0,898.27,31.802242087568327
944,20115,44.5,11964,95,25715.0,944.29,12.669836596808185
945,20117,42.8,9749,30,29842.0,900.18,10.830056210980027
946,20119,37.9,4180,26,31543.0,978.09,4.273635350530115
947,20121,42.1,33417,498,36073.0,575.66,58.049890560400236
948,20123,43.1,6145,44,27353.0,701.79,8.756180623833341
949,20125,40.3,32521,1638,24542.0,643.53,50.535328578310256
950,20127,46.6,5566,11,30533.0,695.28,8.005407893222875
951,20129,40.5,2754,22,28843.0,729.73,3.77399860222274
952,20131,39.9,10121,73,30556.0,717.43,14.107299666866455
953,20133,40.2,16108,208,26323.0,571.47,28.18695644565769
954,20135,50.0,2876,15,30362.0,1074.75,2.67597115608281
955,20137,42.7,5446,151,23436.0,878.13,6.201815220980948
956,20139,43.8,15881,94,28478.0,705.52,22.509638280984237
957,20141,46.7,3530,17,27770.0,892.5,3.955182072829132
958,20143,43.0,5822,57,30751.0,720.73,8.077920996767167
959,20145,43.0,6629,308,24658.0,754.26,8.788746586057858
960,20147,44.3,5340,40,26056.0,885.88,6.027904456585542
961,20149,35.4,23847,313,34454.0,841.02,28.354854819148176
962,20151,38.5,9452,239,27764.0,735.05,12.858989184409225
963,20153,48.8,2502,16,27957.0,1069.42,2.3395859437826108
964,20155,40.3,62765,1855,26565.0,1255.35,49.99800852351934
965,20157,50.7,4658,53,28486.0,717.37,6.493162524220416
966,20159,38.9,9658,189,26515.0,726.24,13.29863406036572
967,20161,25.1,75056,4680,23025.0,609.77,123.0890335700346
968,20163,44.7,5053,89,26245.0,890.53,5.674149102220026
969,20165,46.6,3022,6,27188.0,717.76,4.210320998662506
970,20167,49.1,6948,160,22825.0,886.26,7.8396858709633745
971,20169,38.6,54701,1536,29229.0,720.23,75.9493495133499
972,20171,39.7,4917,0,30737.0,717.54,6.852579647127687
973,20173,35.4,513375,45401,30468.0,997.51,514.6564946717326
974,20175,29.4,22349,1039,27166.0,639.5,34.947615324472245
975,20177,39.1,177852,15142,31826.0,544.02,326.9218043454285
976,20179,44.9,2506,25,32220.0,895.96,2.796999866065449
977,20181,39.3,5938,114,27415.0,1056.07,5.622733341539861
978,20183,51.4,3627,12,25739.0,895.47,4.0503869476364365
979,20185,44.1,4181,12,28120.0,792.05,5.278707152326242
980,20187,35.3,2052,0,32121.0,680.35,3.016094657161755
981,20189,35.1,5603,43,29191.0,727.29,7.703942031376755
982,20191,41.2,23114,237,29526.0,1181.94,19.5559842293179
983,20193,36.0,7810,177,29763.0,1074.69,7.267211940187402
984,20195,49.4,2840,3,32477.0,889.48,3.192876736969915
985,20197,43.8,6889,37,31168.0,794.3,8.673045448822863
986,20199,41.8,1574,3,31675.0,913.65,1.722760356810595
987,20201,45.4,5493,9,28288.0,894.76,6.13907640037552
988,20203,42.3,2130,20,30813.0,718.57,2.9642206048123354
989,20205,43.7,8688,40,25522.0,570.42,15.23088250762596
990,20207,47.4,3157,14,22845.0,497.82,6.341649592222089
991,20209,33.7,164861,36685,26878.0,151.6,1087.4736147757255
992,21001,41.8,19222,603,19277.0,405.28,47.42893801816029
993,21003,40.7,20944,208,22110.0,344.34,60.8236045768717
994,21005,41.4,22409,627,31028.0,201.83,111.02908388247535
995,21007,43.6,8032,328,25285.0,246.66,32.56304224438498
996,21009,40.5,43884,1547,22266.0,487.54,90.01107601427574
997,21011,40.6,12355,188,24636.0,278.79,44.316510635245166
998,21013,41.7,26791,742,15563.0,359.0,74.6267409470752
999,21015,37.5,130820,3815,36732.0,246.36,531.0115278454294
1000,21017,41.8,20058,1401,26389.0,289.72,69.23236228082285
1001,21019,42.3,47682,1096,25178.0,159.86,298.2734893031402
1002,21021,40.3,29972,2388,24245.0,180.17,166.35399900094356
1003,21023,41.4,8305,30,25861.0,205.61,40.39200427994747
1004,21025,42.2,12977,171,15934.0,492.41,26.354054548039233
1005,21027,43.1,20176,358,23373.0,567.17,35.57310859178025
1006,21029,40.4,80171,886,31348.0,297.02,269.9178506497879
1007,21031,41.3,12764,81,24598.0,426.09,29.956112558379687
1008,21033,44.0,12702,796,26292.0,344.79,36.83981553989385
1009,21035,35.6,38837,1369,20899.0,385.02,100.87008467092619
1010,21037,38.2,92861,2982,32375.0,151.31,613.7135681713039
1011,21039,42.8,4784,38,25721.0,189.43,25.25471150292984
1012,21041,38.5,10671,340,22711.0,128.57,82.99758886209847
1013,21043,41.6,27159,152,19272.0,409.5,66.32234432234432
1014,21045,42.6,15885,126,19094.0,444.23,35.7585034779281
1015,21047,28.3,71414,15683,26667.0,717.5,99.53170731707317
1016,21049,42.3,35971,1674,27322.0,252.46,142.4819773429454
1017,21051,39.6,20368,799,16369.0,469.25,43.40543420351625
1018,21053,41.9,10193,37,19275.0,197.25,51.67553865652725
1019,21055,43.6,9000,71,22431.0,359.95,25.003472704542297
1020,21057,46.0,6697,140,18583.0,305.18,21.944426240251655
1021,21059,38.9,100474,4372,27831.0,458.35,219.20802879895277
1022,21061,44.3,12138,181,21545.0,302.88,40.07527733755943
1023,21063,41.4,7510,268,16880.0,234.32,32.05018777739843
1024,21065,43.5,14224,16,18707.0,253.08,56.20357199304568
1025,21067,34.6,320601,46844,30181.0,283.65,1130.269698572184
1026,21069,41.4,14513,318,23978.0,348.54,41.63941011074769
1027,21071,42.2,36456,356,18188.0,393.35,92.68081860938095
1028,21073,40.9,50529,4729,32347.0,207.75,243.22021660649818
1029,21075,43.5,6130,1472,20198.0,205.5,29.829683698296837
1030,21077,38.8,8737,176,25496.0,101.23,86.30840659883434
1031,21079,43.0,17445,338,25436.0,230.08,75.82145340751043
1032,21081,36.3,24951,199,26185.0,257.97,96.72054890103499
1033,21083,39.7,37248,1662,24822.0,551.74,67.51005908580129
1034,21085,40.3,26247,303,23040.0,496.7,52.84276223072277
1035,21087,44.6,10979,285,19829.0,286.03,38.3840855854281
1036,21089,43.4,35555,381,25769.0,344.4,103.23751451800233
1037,21091,39.9,8720,137,29008.0,187.65,46.46949107380762
1038,21093,37.0,108527,12569,30512.0,623.28,174.1223848029778
1039,21095,41.3,26699,610,17709.0,465.83,57.31490028551188
1040,21097,42.2,18722,322,24369.0,306.36,61.11111111111111
1041,21099,40.5,18729,766,21428.0,412.09,45.448809726030724
1042,21101,41.2,45829,3345,26733.0,436.67,104.95110724345615
1043,21103,41.4,15911,472,25639.0,286.28,55.578454659773655
1044,21105,48.0,4510,377,23460.0,242.27,18.615594171791802
1045,21107,41.8,45331,2916,26085.0,542.0,83.63653136531366
1046,21109,42.2,13369,42,20182.0,345.2,38.72827346465817
1047,21111,38.3,767419,166794,31170.0,380.42,2017.2940434256873
1048,21113,37.8,53032,2445,27057.0,172.12,308.11062049732743
1049,21115,41.8,22634,111,20254.0,261.95,86.40580263409048
1050,21117,37.1,165668,7640,32892.0,160.25,1033.8096723868955
1051,21119,43.2,15260,79,16796.0,351.52,43.41147018661812
1052,21121,40.0,31365,255,17124.0,386.3,81.19337302614548
1053,21123,40.9,14204,503,23997.0,261.52,54.31324564086877
1054,21125,40.0,60357,444,22721.0,433.95,139.0874524714829
1055,21127,41.2,15671,29,19610.0,415.6,37.70692974013474
1056,21129,43.6,6881,52,16665.0,208.86,32.94551374126209
1057,21131,42.3,10283,15,17902.0,400.84,25.653627382496758
1058,21133,42.4,22295,83,19483.0,337.91,65.9791068627741
1059,21135,42.8,13417,90,20316.0,482.84,27.78767293513379
1060,21137,41.3,24476,466,23142.0,334.1,73.25950314277162
1061,21139,46.0,9235,42,24648.0,313.13,29.492543033244978
1062,21141,40.7,26902,1806,26673.0,552.13,48.72403238367776
1063,21143,50.6,8271,474,23580.0,213.84,38.678451178451176
1064,21145,42.2,65268,6843,26221.0,248.74,262.39446811932135
1065,21147,39.4,17465,989,15671.0,426.8,40.92080599812559
1066,21149,42.4,9283,116,29536.0,252.47,36.76872499702935
1067,21151,34.1,90802,3728,22905.0,437.29,207.6470991790345
1068,21153,42.3,12491,4,16946.0,308.44,40.49734146025159
1069,21155,39.3,19244,1408,23359.0,343.01,56.103320602897874
1070,21157,44.9,31192,293,27833.0,301.25,103.54190871369295
1071,21159,39.5,11648,636,22992.0,229.61,50.729497844170545
1072,21161,40.6,17112,1082,24944.0,240.13,71.2614000749594
1073,21163,38.6,28182,1061,29352.0,305.42,92.27293562962477
1074,21165,44.6,6443,10,23848.0,203.59,31.64693747237094
1075,21167,43.2,21592,909,27340.0,248.8,86.7845659163987
1076,21169,43.9,10036,156,19767.0,289.65,34.648713965130334
1077,21171,41.4,10627,265,20677.0,329.37,32.26462640799101
1078,21173,39.7,27884,780,24173.0,197.37,141.27780311090845
1079,21175,42.0,13288,452,20952.0,381.13,34.86474431296408
1080,21177,42.4,30951,1404,20938.0,467.08,66.26487967799949
1081,21179,39.8,45650,2341,30824.0,417.51,109.33869847428804
1082,21181,41.1,7153,114,21681.0,195.17,36.65009991289645
1083,21183,40.3,24071,208,23272.0,587.27,40.987961244402065
1084,21185,38.9,65967,2437,41157.0,187.22,352.35017626321974
1085,21187,42.8,10796,62,24982.0,351.1,30.7490743377955
1086,21189,43.4,4442,243,17266.0,197.41,22.50139303986627
1087,21191,40.6,14572,157,26522.0,277.16,52.57612931158897
1088,21193,41.2,26624,495,21114.0,339.67,78.38195896016721
1089,21195,42.5,59497,530,20813.0,786.83,75.61607971226313
1090,21197,38.6,12304,44,21237.0,178.98,68.74511118560733
1091,21199,42.0,64350,572,21765.0,658.41,97.73545359274617
1092,21201,42.9,2123,38,26864.0,99.91,21.249124211790612
1093,21203,42.7,16820,26,19607.0,316.55,53.13536566103301
1094,21205,30.6,24507,375,18303.0,279.8,87.58756254467477
1095,21207,43.3,17778,54,21066.0,253.66,70.08594181187416
1096,21209,36.2,54667,2528,33307.0,281.77,194.0128473577741
1097,21211,39.4,47325,3244,30536.0,379.64,124.65757032978611
1098,21213,39.0,18183,1867,26604.0,234.2,77.63877028181042
1099,21215,42.1,18680,347,36253.0,186.68,100.06428112277695
1100,21217,37.6,25571,1095,21871.0,266.33,96.01246573799422
1101,21219,37.8,12316,1012,26469.0,374.5,32.88651535380507
1102,21221,46.2,14449,1076,27365.0,441.43,32.73225652991414
1103,21223,43.4,8558,14,27088.0,151.65,56.432575008242665
1104,21225,38.1,14638,1950,25799.0,342.85,42.69505614700306
1105,21227,32.8,128652,11459,25057.0,541.6,237.54062038404726
1106,21229,40.7,12023,644,26102.0,297.27,40.44471356006324
1107,21231,42.5,20546,407,19356.0,458.17,44.843616998057485
1108,21233,41.0,13068,474,22344.0,331.94,39.36856058323794
1109,21235,36.6,36131,319,18714.0,437.83,82.5228970148231
1110,21237,41.8,7207,4,14180.0,222.17,32.43912319395058
1111,21239,42.5,26318,1196,31738.0,188.78,139.41095455027016
1112,22001,36.7,62457,10841,22795.0,655.12,95.33673220173404
1113,22003,38.2,25618,4845,22405.0,761.85,33.62604187175953
1114,22005,35.7,123114,26779,37330.0,289.98,424.56031450444857
1115,22007,40.9,22478,6819,24504.0,338.66,66.37335380617728
1116,22009,38.2,40669,10942,21711.0,832.43,48.85575964345351
1117,22011,37.4,37043,4620,25940.0,1157.34,32.007016088617
1118,22013,41.9,13564,5858,20695.0,811.27,16.719464543247007
1119,22015,35.3,126499,28793,29338.0,840.06,150.58329166964265
1120,22017,37.7,245831,120925,23699.0,878.54,279.81765201356797
1121,22019,36.1,201619,50148,27057.0,1063.66,189.55211251715772
1122,22021,39.8,9992,1638,20612.0,529.43,18.873127703379108
1123,22023,44.1,6930,235,30517.0,1284.89,5.39345780572656
1124,22025,38.1,9766,3159,23795.0,708.03,13.793200853071198
1125,22027,42.0,15985,8314,16244.0,754.88,21.17555108096651
1126,22029,37.7,19778,8133,20415.0,696.92,28.379153991849854
1127,22031,39.3,27289,9663,25566.0,875.58,31.166769455675094
1128,22033,34.0,443763,204562,28441.0,455.37,974.5108373410633
1129,22035,33.9,7096,4945,17979.0,420.7,16.867126218207748
1130,22037,42.9,19371,8441,26177.0,453.41,42.72292185880329
1131,22039,35.7,33589,9273,19039.0,662.38,50.70956248679006
1132,22041,38.4,20238,6862,20588.0,624.59,32.40205574857106
1133,22043,38.1,22340,3618,20236.0,643.03,34.741769435329616
1134,22045,36.5,71887,22780,24423.0,574.11,125.21468011356708
1135,22047,38.4,32822,15833,25164.0,618.63,53.055946203708196
1136,22049,40.9,15879,4719,21417.0,569.18,27.898028743104117
1137,22051,39.4,434850,117314,29735.0,295.63,1470.9264959577852
1138,22053,37.8,31441,5178,22566.0,651.33,48.271997297836734
1139,22055,35.2,241973,62785,29443.0,268.72,900.4651682048228
1140,22057,37.8,98108,13371,27296.0,1068.21,91.84336413252076
1141,22059,38.8,14936,1695,21949.0,624.68,23.90984183902158
1142,22061,28.3,47246,19307,20228.0,471.74,100.15262644677152
1143,22063,36.6,138928,8305,31434.0,648.17,214.3388308622738
1144,22065,35.2,11306,7202,18095.0,624.44,18.10582281724425
1145,22067,39.9,25610,12583,20371.0,794.93,32.21667316619074
1146,22069,33.7,38769,15996,18151.0,1252.25,30.959472948692355
1147,22071,36.8,390845,232660,26095.0,169.42,2306.9590367134933
1148,22073,35.7,155494,58219,24755.0,610.41,254.7369800625809
1149,22075,36.5,23338,4733,28697.0,779.91,29.92396558577272
1150,22077,43.1,22016,7873,24851.0,557.35,39.50121108818516
1151,22079,37.4,130970,41341,25418.0,1317.96,99.37327384746122
1152,22081,39.4,8565,3350,18209.0,389.09,22.012901899303504
1153,22083,38.8,20350,7339,20158.0,559.04,36.40168860904408
1154,22085,41.1,23991,3834,20945.0,866.66,27.682136016430896
1155,22087,34.2,46266,10757,24209.0,377.52,122.55244755244756
1156,22089,37.9,52773,14059,36001.0,279.08,189.09631646839617
1157,22091,39.4,10297,5409,22444.0,408.4,25.2130264446621
1158,22093,39.2,21308,10565,26341.0,241.54,88.21727250144905
1159,22095,36.8,43242,24433,27932.0,213.07,202.9473881822875
1160,22097,36.7,83172,34551,20843.0,923.88,90.02467852967918
1161,22099,37.7,53732,15629,25297.0,737.65,72.84213380329425
1162,22101,39.0,50968,15531,25255.0,555.38,91.77139976232489
1163,22103,40.2,255155,30925,31566.0,845.55,301.7621666371001
1164,22105,35.3,132057,38910,23823.0,791.28,166.89035486806188
1165,22107,43.4,4561,2525,15723.0,602.78,7.566608049371247
1166,22109,35.8,112054,21311,25850.0,1231.82,90.96621259599617
1167,22111,42.1,22353,5533,24154.0,876.99,25.488317996784456
1168,22113,38.0,59865,8693,26353.0,1173.2,51.02710535288101
1169,22115,30.4,49646,7294,26098.0,1327.91,37.386569872958255
1170,22117,39.4,46435,14032,19978.0,669.53,69.35462189894403
1171,22119,41.4,39242,13346,17267.0,593.03,66.17203176905048
1172,22121,36.3,26101,10458,32875.0,192.39,135.66713446644837
1173,22123,40.3,11041,1778,20905.0,359.65,30.699290977339082
1174,22125,41.4,15428,6861,30783.0,403.21,38.262939907244366
1175,22127,41.1,14313,4533,21224.0,950.09,15.064888589502047
1176,23001,41.0,107602,2562,30206.0,467.93,229.9531981279251
1177,23003,48.0,67809,682,22893.0,6671.33,10.16424011404023
1178,23005,42.2,292307,8863,35560.0,835.24,349.967673961975
1179,23007,46.3,29982,73,25350.0,1696.61,17.67171005711389
1180,23009,48.8,54601,469,29700.0,1586.89,34.407551878202014
1181,23011,44.4,121753,1039,29341.0,867.52,140.34604389524162
1182,23013,48.4,39759,205,29602.0,365.13,108.88998438912168
1183,23015,51.0,34201,129,29871.0,455.82,75.03181080250977
1184,23017,47.0,57550,212,24424.0,2076.84,27.710367673966218
1185,23019,42.0,151774,1291,25832.0,3397.36,44.67409988932583
1186,23021,51.5,16836,96,21687.0,3960.86,4.250592043142146
1187,23023,46.9,35452,278,33990.0,253.7,139.7398502167915
1188,23025,46.4,50520,313,22511.0,3924.4,12.87330547344817
1189,23027,46.2,39539,234,27241.0,729.92,54.16895002192021
1190,23029,48.1,31491,244,22871.0,2562.66,12.288403455784225
1191,23031,45.2,204316,1778,32822.0,990.71,206.2318942980287
1192,24001,41.7,71445,5796,22555.0,424.16,168.43879668049792
1193,24003,38.3,571275,95710,45925.0,414.9,1376.8980477223429
1194,24005,39.4,828018,239308,38949.0,598.3,1383.9511950526494
1195,24009,40.7,91511,10709,48972.0,213.15,429.32676518883414
1196,24011,39.7,33049,4666,28293.0,319.42,103.46565650241061
1197,24013,42.4,167699,5924,42385.0,447.6,374.66264521894544
1198,24015,40.8,102552,6974,35836.0,346.27,296.16195454414185
1199,24017,38.4,159428,73300,48391.0,457.75,348.2861824139814
1200,24019,44.6,32138,8549,29113.0,540.77,59.430071934463825
1201,24021,39.1,251422,24411,43752.0,660.22,380.81548574717516
1202,24023,46.2,29235,250,28250.0,647.1,45.178488641631894
1203,24025,40.9,252222,34843,41771.0,437.09,577.0482051751355
1204,24027,38.8,318855,60232,56447.0,250.74,1271.6558985403205
1205,24029,48.1,19536,2787,30144.0,277.03,70.51943832797893
1206,24031,39.2,1043530,192639,49033.0,491.25,2124.234096692112
1207,24033,37.1,908670,569478,40372.0,482.69,1882.5125857175412
1208,24035,44.4,49632,3302,41965.0,371.91,133.45164152617568
1209,24037,36.7,112290,16431,42884.0,357.18,314.3793045523266
1210,24039,36.2,25729,10910,20174.0,319.72,80.47353934692856
1211,24041,50.5,37167,3887,36755.0,268.54,138.40396216578534
1212,24043,40.5,150109,15984,30035.0,457.78,327.9064179300101
1213,24045,36.1,102539,26594,27278.0,374.44,273.84627710714665
1214,24047,50.4,51765,6659,31891.0,468.28,110.54283761851885
1215,24510,35.4,609032,379751,29943.0,80.94,7524.487274524339
1216,25001,53.3,213496,6210,36031.0,393.72,542.2533780351519
1217,25003,47.1,126425,3548,30873.0,926.83,136.40581336383156
1218,25005,41.0,561037,23969,32803.0,553.1,1014.3500271198698
1219,25007,47.1,17312,813,39842.0,103.25,167.67070217917674
1220,25009,40.9,783676,33424,35990.0,492.56,1591.0264739321099
1221,25011,46.7,70577,1066,31875.0,699.32,100.92232454384258
1222,25013,39.0,467871,41471,28671.0,617.14,758.1278154065528
1223,25015,36.5,161032,4186,28327.0,527.26,305.4128892766377
1224,25017,38.5,1600842,85583,46130.0,817.82,1957.450294685872
1225,25019,40.3,11168,871,44630.0,44.97,248.3433400044474
1226,25021,40.9,700437,49756,46624.0,396.11,1768.2891116104113
1227,25023,42.7,515303,51537,39644.0,659.08,781.8519754809735
1228,25025,32.8,796605,178557,34192.0,58.15,13699.140154772142
1229,25027,40.2,824772,41366,35350.0,1510.77,545.928235270756
1230,26001,58.2,10353,41,23311.0,674.59,15.347099719829822
1231,26003,49.5,9151,702,22430.0,915.07,10.000327843771514
